MD,MFOA,MFOP,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,ROPA
606.8,0.792587,0.792587,87.47101,4.163559,4159.759,1.0637885,1.0741755,65.916665,8.889337999999999,9.6119225,2.41575
606.9,0.794595,0.794595,87.55185,4.421227,4159.886,1.063803,1.074119,65.659,9.467116,9.611282,2.8644
607.0,0.793591,0.793591,87.92283499999999,3.9122465,4159.8855,1.063968,1.0742794999999998,66.16798,8.558534,9.6119865,2.8313800000000002
607.1,0.794093,0.794093,87.32925499999999,3.9216615,4159.4425,1.0647164999999998,1.075109,66.15856500000001,8.206613,9.6126265,2.7983599999999997
607.2,0.7715075,0.7715075,87.60390000000001,4.450915999999999,4159.379,1.0642075,1.0745415,65.62930499999999,10.065531,9.612435,2.7051049999999996
607.3,0.7602175,0.7602175,87.80545000000001,4.123264,4159.8855,1.0639444999999998,1.074255,65.95696000000001,9.0868465,9.603468,2.61185
607.4,0.7546945,0.7546945,87.51973000000001,4.231949,4159.252,1.0643805,1.074721,65.848275,8.988519,9.5933495,2.61185
607.5,0.760217,0.760217,87.30487500000001,3.9476395,4159.6955,1.0639985,1.0745155,66.132585,8.0805245,9.600587,1.89947
607.6,0.792336,0.792336,87.83535,4.5646365,4159.696,1.0640225,1.0743045,65.51559,9.171978500000002,9.6082725,2.342739999999999
607.7,0.794344,0.794344,88.045765,4.2278365,4159.4425,1.064509,1.074826,65.852385,9.2992345,9.60808,2.78601
607.8,0.792587,0.792587,87.66591,4.610103499999999,4160.012,1.064065,1.074476,65.47012000000001,9.9663455,9.609169,2.9731750000000003
607.9,0.794595,0.794595,87.52527,3.859627,4159.3795,1.064105,1.074401,66.220595,8.1643095,9.593861,3.1603399999999997
608.0,0.794093,0.794093,87.794375,3.948166,4159.696,1.0640465,1.07443,66.13206,7.795527,9.5935415,2.47715
608.1,0.794093,0.794093,87.977105,4.447471999999999,4158.4935000000005,1.064542,1.074846,65.63275,8.2797255,9.5924525,1.79396
