,train_loss,test_loss,train_r2,test_r2,train_mse,train_mae,test_mse,test_mae
0,0.8254438417498022,1.0675222361460328,0.8362049766590107,-0.3794768257745611,16.731849905648954,3.4645916473239753,13.304563229879234,2.872965929821133
1,1.1523003778565908,1.278218012303114,0.7703036057594884,-0.6552831531649632,23.463750692230267,3.9970091912962515,15.964617138291942,3.1596962239667774
2,0.9079625366506434,1.1543425535783172,0.8194553021128594,-0.493352337083357,18.44284841316308,3.35413370830453,14.40285202475769,2.9936692118227484
3,1.0093424002340896,1.1389178857207298,0.7992471496015086,-0.473785442554558,20.507134420110233,3.4891822005950335,14.214136288032927,2.9756941525816916
4,1.6743489122018218,1.3384937066584826,0.6660428746665884,-0.7342562385994507,34.114104214070636,5.013020693942033,16.726284452298344,3.2495831027016044
5,1.0324776098802317,1.0828876020386815,0.7951612350461758,-0.40066896326300094,20.924515288421546,3.295425813970205,13.508953856762673,2.899754837781191
6,0.8449491001771889,1.169891320168972,0.8318036113626691,-0.5169144843830391,17.181454429743745,3.0273434325208446,14.630100553129546,3.01078533706069
7,0.5695697618861004,1.108868279028684,0.8869732361479503,-0.43928809352933773,11.5458138441528,2.5250894202453718,13.88142162926253,2.9255197573736313
8,0.7113973744380644,1.181303613819182,0.8582857707555059,-0.5333380822601783,14.47627140830372,2.958946700968877,14.788500311890132,3.021150944259763
9,0.678776688038738,1.1795720201916993,0.8648300017327205,-0.5311623108978647,13.807770691827729,2.854080376389188,14.767515771140484,3.0187654843032363
10,0.7299469048315359,1.1754328166134655,0.8546113199020733,-0.5253872635315977,14.851620786516078,3.005351050530584,14.71181749379037,3.014724538907409
11,0.9552690175769385,1.209030092228204,0.8094825195358708,-0.5683975047793002,19.46157961644554,3.6441490737716147,15.126635969549188,3.0624271820977333
12,1.1171108107373584,1.260394427459687,0.7770387960132993,-0.635453066907316,22.77574326615512,4.133789942576882,15.773363010974007,3.1271625956088305
13,1.600083000928862,1.3149352008476853,0.6808433627557038,-0.7038382844915478,32.60221734360152,4.799876289302396,16.432914106243476,3.220495441558957
14,2.393218064629764,1.558903155848384,0.5233881222103722,-1.01884258631579,48.68645114951997,5.857006584598907,19.471018533225347,3.544047856731713
15,1.8172150626851362,1.376405468210578,0.6383260365098988,-0.7818853314254002,36.94541109041845,4.315528228725174,17.18565010835337,3.3040936306506397
16,1.2446510759018565,1.192992945201695,0.7521263262427755,-0.5459551410135157,25.320580688423178,3.73353292458912,14.910187354994045,3.0502191683232787
17,1.3003208740701666,1.237516331486404,0.7410248239927131,-0.604275838120756,26.45461190369751,3.9434719531450013,15.472669730758666,3.108620744496584
18,1.5521319744875655,1.3016304904595017,0.6909230004960214,-0.6870089151479861,31.57257076256218,4.396635656519146,16.27060082604416,3.2006862047970297
19,1.2868852886167588,1.2093951739370823,0.7436818778042356,-0.5679077241877222,26.183190802745774,3.942586488726827,15.121912209984936,3.069026631653309
20,1.8104903513740283,1.361683463677764,0.639668207236322,-0.7646727920807526,36.80830680797932,4.782388055973682,17.01964128980793,3.283417968054116
21,1.3057837963715428,1.211586988531053,0.7400404203864211,-0.5709790909467711,26.55516986358599,3.881756023700333,15.151534449724247,3.070768770290911
22,1.6494729010446463,1.3157500615343451,0.6717878251343994,-0.7057559078227356,33.52725092034943,4.528468889354605,16.45140890107017,3.217481600284576
23,1.5082435163640184,1.2750437976792455,0.6999617768674247,-0.6533683281060556,30.649249366757612,4.234247293351216,15.946149331805891,3.158211934877932
24,1.1854868941445602,1.1969217825680971,0.7640353852092604,-0.552461767808833,24.104056626334152,3.670324902180496,14.972941455674874,3.046423778106272
25,1.6093441890843678,1.3202183628454804,0.6799081987831332,-0.7124033634054006,32.69774541830772,4.621383896417352,16.515521245304527,3.216471856069565
26,1.4321800642792368,1.2703090952709317,0.7152819834255429,-0.6479633445840645,29.084272657298406,4.159958608249569,15.89402018858204,3.145827483740449
27,1.0633409219590249,1.1860043914057314,0.7884319105908708,-0.5388540511408004,21.611923516436978,3.4313552686245545,14.84169986941447,3.0244707326397298
28,1.5746155369270127,1.3285169005393982,0.6870465758305953,-0.7237120584286563,31.96855199782499,4.610182499113496,16.624589585687737,3.2228863024398686
29,1.1025341244967422,1.2176452996209264,0.7808231750329508,-0.5805907967715569,22.389164599408463,3.6278272049295293,15.244235932999297,3.0620313423961396
30,1.3372832837630995,1.274968515150249,0.7343326035197493,-0.6547359559121664,27.138229917268266,4.097879446676003,15.959339615456454,3.1457233229473234
31,1.7255835844043759,1.3740758514031768,0.6578314581038426,-0.7830676922779245,34.95290985442638,4.781168826622513,17.19705355814609,3.2784698065713047
32,0.9039306583144935,1.2153224190697074,0.8205720748958324,-0.5783143740918719,18.32876878972716,3.070557893286625,15.222280646100735,3.0521251686468718
33,1.1517430676103686,1.2721325578168035,0.7713734129812143,-0.6517901286882122,23.35446865485949,3.819001875779132,15.930928159871913,3.13266552824229
34,1.6168881063058507,1.384195034392178,0.6795431921980197,-0.7965558929544401,32.73503126052759,4.719176663086244,17.327142455186635,3.2871574357256295
35,0.9628749441289983,1.2631300683133304,0.8092163027663708,-0.6406165105355539,19.48877396544824,3.2520035870117403,15.823162587851447,3.1122112010702496
36,0.8362080018414417,1.2598650404252112,0.8341548364654567,-0.6366056054378999,16.941274082918813,3.199064146496279,15.784478835081032,3.1047939102217557
37,0.9340808328779531,1.258766216225922,0.814540030080817,-0.634447730756339,18.94494910101095,3.428368302273694,15.763666901450422,3.107604008890688
