MD,RPMA,WOBA,ROPA
2384.0,79.0,3.97,0.855
2384.1,79.0,3.91,0.855
2384.2,79.0,4.17,1.06
2384.5,79.0,4.48,1.215
2384.7,79.0,4.63,1.215
2384.9,79.0,4.925,1.37
2385.1,79.0,4.8100000000000005,1.3
2385.2,79.0,4.71,1.23
2385.4,79.0,4.890000000000001,1.23
2385.5,79.0,5.07,1.23
2385.8,79.0,5.705,1.345
2386.0,79.0,6.165,1.375
2386.2,79.0,6.52,1.375
2386.4,79.0,6.46,1.435
2386.7,79.0,6.275,1.435
2386.8,79.0,6.115,1.58
2387.0,79.0,5.654999999999999,1.41
2387.2,79.0,5.42,1.41
2387.4,79.0,5.140000000000001,1.24
2387.6,79.0,5.205,1.405
2387.8,79.0,5.27,1.405
2388.0,79.0,5.77,1.51
2388.2,79.0,6.175,1.51
2388.4,79.0,6.41,1.45
2388.6,79.0,6.33,1.345
2388.8,79.0,6.03,1.345
2389.0,79.0,5.83,1.415
2389.3,79.0,5.515000000000001,1.415
2389.5,79.0,5.395,1.64
2389.6,79.0,5.16,1.69
2389.8,79.0,5.01,1.69
2390.0,79.0,5.385,1.495
2390.3,79.0,5.525,1.495
2390.5,79.0,5.654999999999999,1.4300000000000002
2390.7,79.0,5.68,1.4300000000000002
2391.0,79.0,5.574999999999999,1.56
2391.2,79.0,5.87,1.56
2391.4,79.0,5.945,1.56
2391.5,79.0,5.96,1.44
2391.8,79.0,5.955,1.44
2392.0,79.0,5.71,1.67
2392.2,79.0,5.775,1.67
2392.4,79.0,6.44,1.79
2392.6,79.0,7.22,1.56
2392.7,79.0,6.305,1.56
2392.9,79.0,7.81,1.56
2393.0,79.0,7.25,1.06
2393.2,79.0,6.56,0.56
2393.3,79.0,6.6,0.56
2393.6,79.0,9.32,0.71
2393.7,79.0,10.75,0.86
2393.8,79.0,7.03,0.86
2393.9,73.5,4.984999999999999,0.86
2394.1,79.0,3.455,0.595
2394.2,79.0,3.54,0.595
2394.3,79.0,3.89,0.33
2394.4,69.0,1.775,0.33
2394.5,69.0,3.305,0.505
2394.6,59.0,2.43,0.68
2394.8,59.0,3.325,0.68
2395.0,59.0,3.36,0.67
2395.1,59.0,3.895,0.67
2395.2,59.0,2.89,0.66
2395.4,59.0,2.95,0.66
2395.5,59.0,3.4,0.78
2395.6,59.0,4.154999999999999,0.78
2395.8,59.0,6.834999999999999,0.9
2395.9,59.0,7.67,0.9
2396.0,59.0,7.305,0.635
2396.1,59.0,5.404999999999999,0.635
2396.2,59.0,4.25,0.37
2396.4,59.0,4.09,0.37
2396.5,59.0,4.0600000000000005,0.615
2396.6,59.0,4.085,0.615
2396.7,59.0,4.25,0.86
2396.9,59.0,4.515000000000001,0.86
2397.0,59.0,4.640000000000001,0.86
2397.1,59.0,5.37,0.895
2397.3,59.0,7.074999999999999,0.895
2397.4,59.0,8.805,0.93
2397.5,59.0,6.28,0.93
2397.7,59.0,4.84,0.67
2397.8,59.0,3.62,0.41
2397.9,59.0,3.595,0.73
2398.1,59.0,3.785,0.73
2398.2,59.0,3.79,1.05
2398.4,59.0,3.975,1.05
2398.6,59.0,4.065,1.035
2398.7,59.0,4.41,1.035
2398.9,59.0,4.77,1.02
2399.2,59.0,5.18,1.205
2399.3,59.0,5.59,1.39
2399.5,59.0,5.51,1.63
2399.8,59.0,5.645,1.63
2399.9,59.0,6.045,1.63
2400.2,59.0,10.97,1.37
2400.3,57.0,10.1,1.37
2400.4,58.5,8.72,1.37
2400.5,57.0,6.495,1.37
2400.6,59.0,4.975,0.905
2400.7,59.0,3.0,0.44
2400.9,59.0,4.1,0.945
2401.1,59.0,5.19,0.945
2401.3,59.0,5.625,1.45
2401.4,59.0,6.05,1.45
2401.5,59.0,6.07,1.45
2401.7,59.0,7.45,1.2
2401.8,59.0,8.04,0.95
2401.9,59.0,9.965,0.95
2402.0,59.0,6.15,0.64
2402.2,59.0,7.245,0.64
2402.3,59.0,3.72,0.33
2402.6,59.0,4.12,0.7949999999999999
2402.7,59.0,4.805,0.7949999999999999
2402.8,59.0,5.065,1.26
2403.0,59.0,5.28,1.26
2403.2,59.0,5.16,1.23
2403.5,59.0,5.155,1.24
2403.6,59.0,5.055,1.24
2403.7,59.0,5.11,1.28
2403.9,59.0,5.07,1.28
2404.1,59.0,5.345000000000001,1.23
2404.3,59.0,6.66,1.18
2404.4,59.0,9.055,1.18
2404.5,58.5,6.375,1.18
2404.6,59.0,3.215,0.19
2404.7,59.0,4.79,0.19
2404.8,59.0,5.025,0.19
2404.9,59.0,4.495,0.19
2405.0,59.0,4.66,0.19
2405.1,59.0,5.484999999999999,0.245
2405.2,59.0,6.8100000000000005,0.3
2405.3,59.0,4.425000000000001,0.3
2405.4,59.0,4.9350000000000005,0.3
2405.5,59.0,1.805,0.3249999999999999
2405.6,59.0,2.395,0.3249999999999999
2405.7,59.0,4.255,0.35
2405.8,59.0,8.83,0.35
2405.9,59.0,5.325,0.35
2406.0,59.0,1.87,0.35
2406.1,59.0,2.42,0.32
2406.3,59.0,3.48,0.32
2406.4,59.0,4.35,0.32
2406.5,58.0,5.645,0.485
2406.6,58.0,4.475,0.65
2406.7,58.5,3.9,0.65
2406.8,59.0,2.91,0.65
2406.9,59.0,3.3149999999999995,0.6699999999999999
2407.1,59.0,3.645,0.6699999999999999
2407.3,59.0,4.08,0.69
2407.4,59.0,4.109999999999999,0.69
2407.5,59.0,4.13,0.865
2407.7,59.0,4.045,0.865
2407.8,59.0,3.95,1.04
2408.1,58.5,4.905,1.17
2408.2,58.0,5.86,1.3
2408.4,58.5,5.285,1.3
2408.5,59.0,5.865,1.13
2408.6,59.0,5.1850000000000005,0.96
2408.7,57.5,4.78,0.96
2408.8,59.0,1.945,0.96
2408.9,59.0,2.075,0.6599999999999999
2409.1,59.0,2.305,0.6599999999999999
2409.2,59.0,2.745,0.36
2409.3,59.0,3.085,0.36
2409.5,59.0,3.235,0.36
2409.6,59.0,3.255,0.625
2409.7,59.0,3.3,0.625
2409.8,59.0,3.295,0.89
2409.9,59.0,3.945,0.89
2410.0,59.0,4.55,0.89
2410.1,57.0,8.11,0.84
2410.2,58.0,5.71,0.84
2410.3,59.0,4.055,0.84
2410.4,59.0,3.53,0.84
2410.5,59.0,3.715,0.7
2410.7,59.0,3.825,0.7
2410.8,59.0,3.855,0.56
2410.9,59.0,3.805,0.56
2411.0,59.0,3.74,0.675
2411.1,59.0,3.72,0.675
2411.3,59.0,3.675,0.79
2411.4,59.0,3.68,0.79
2411.5,59.0,3.585,0.8400000000000001
2411.7,59.0,3.775,0.8400000000000001
2411.8,59.0,1.965,0.89
2411.9,59.0,2.54,0.89
2412.0,59.0,1.0850000000000002,0.55
2412.1,59.0,1.585,0.55
2412.2,59.0,2.59,0.21
2412.3,59.0,2.91,0.21
2412.4,59.0,2.995,0.21
2412.5,59.0,3.065,0.495
2412.6,59.0,3.46,0.495
2412.8,59.0,3.71,0.78
2413.0,59.0,4.17,1.0550000000000002
2413.2,59.0,4.5,1.0550000000000002
2413.4,59.0,4.54,1.33
2413.5,59.0,4.75,1.15
2413.6,59.0,4.81,0.97
2413.8,59.0,5.199999999999999,0.97
2414.0,58.5,6.404999999999999,1.0499999999999998
2414.1,59.0,4.35,1.0499999999999998
2414.2,58.5,5.37,1.13
2414.3,59.0,3.475,1.13
2414.4,59.0,3.625,1.13
2414.5,59.0,3.99,0.8499999999999999
2414.7,59.0,4.045,0.8499999999999999
2414.8,59.0,4.055,0.57
2415.0,59.0,4.215,0.7849999999999999
2415.1,59.0,4.615,0.7849999999999999
2415.2,59.0,5.029999999999999,1.0
2415.3,59.0,5.265,1.0
2415.4,59.0,5.27,1.0
2415.6,59.0,4.83,0.98
2415.8,59.0,4.57,0.96
2415.9,59.0,4.21,1.015
2416.1,59.0,4.140000000000001,1.015
2416.2,59.0,4.07,1.07
2416.3,59.0,4.1,1.07
2416.4,59.0,4.265000000000001,1.01
2416.6,59.0,4.29,1.01
2416.7,59.0,4.24,0.95
2416.9,59.0,4.255,1.045
2417.1,59.0,4.205,1.045
2417.2,59.0,4.255,1.14
2417.4,59.0,4.095,1.14
2417.5,59.0,3.995,1.0499999999999998
2417.7,59.0,3.965,1.0499999999999998
2417.8,59.0,4.58,0.96
2418.0,59.0,4.3100000000000005,0.96
2418.1,57.0,5.02,0.7949999999999999
2418.2,59.0,3.285,0.7949999999999999
2418.3,59.0,3.29,0.63
2418.5,59.0,4.0600000000000005,0.8400000000000001
2418.6,59.0,4.470000000000001,0.8400000000000001
2418.8,59.0,4.4,1.05
2418.9,59.0,4.17,1.05
2419.1,59.0,3.835,1.065
2419.3,59.0,3.76,1.08
2419.4,59.0,3.67,1.08
2419.6,59.0,3.73,1.025
2419.7,59.0,4.015,1.025
2419.9,59.0,4.045,0.97
2420.1,59.0,4.145,1.09
2420.2,59.0,4.09,1.09
2420.4,59.0,4.109999999999999,1.21
2420.6,59.0,4.115,1.1
2420.7,59.0,4.195,1.1
2420.8,59.0,4.4,0.99
2421.0,59.0,4.44,1.095
2421.2,59.0,4.535,1.095
2421.3,59.0,4.515000000000001,1.2
2421.4,59.0,4.4350000000000005,1.2
2421.6,59.0,4.390000000000001,1.095
2421.7,59.0,4.34,0.99
2421.9,59.0,4.225,0.99
2422.1,59.0,4.29,1.125
2422.3,59.0,4.1,1.125
2422.4,59.0,4.145,1.26
2422.5,59.0,4.175,1.13
2422.6,59.0,4.03,1.13
2422.8,59.0,3.93,1.0
2423.0,59.0,3.885,1.135
2423.2,59.0,3.95,1.135
2423.3,59.0,4.470000000000001,1.27
2423.5,59.0,6.96,1.27
2423.6,59.0,8.424999999999999,0.6
2423.7,59.0,5.41,0.6
2423.8,59.0,4.35,0.6
2423.9,59.0,3.53,0.6
2424.1,59.0,3.45,0.48
2424.2,59.0,3.7,0.48
2424.3,59.0,4.04,0.36
2424.4,59.0,4.135,0.36
2424.6,59.0,4.515000000000001,0.63
2424.7,59.0,5.08,0.63
2424.9,59.0,5.09,0.9
2425.0,59.0,5.65,0.985
2425.2,59.0,10.36,1.07
2425.3,59.0,6.41,1.07
2425.4,59.0,6.9,1.07
2425.5,59.0,2.1,0.655
2425.6,59.0,2.67,0.655
2425.8,59.0,3.01,0.24
2426.0,59.0,2.895,0.59
2426.1,59.0,2.685,0.59
2426.3,59.0,2.71,0.94
2426.4,59.0,2.6500000000000004,0.94
2426.5,59.0,2.74,0.94
2426.6,59.0,2.58,0.9
2426.8,59.0,2.8200000000000003,0.9
2426.9,59.0,3.255,0.9
2427.0,59.0,3.72,0.905
2427.2,59.0,4.165,0.905
2427.3,59.0,4.965,0.91
2427.4,59.0,5.55,0.91
2427.5,59.0,8.385,0.685
2427.6,53.5,5.289999999999999,0.46
2427.8,59.0,2.47,0.46
2427.9,59.0,2.45,0.46
2428.0,59.0,3.1050000000000004,0.435
2428.2,59.0,3.345,0.435
2428.3,59.0,3.515,0.41
2428.4,59.0,3.61,0.41
2428.6,59.0,3.785,0.7050000000000001
2428.7,59.0,3.815,0.7050000000000001
2428.8,59.0,3.675,1.0
2429.0,59.0,3.42,0.975
2429.1,59.0,3.22,0.975
2429.2,59.0,3.1,0.95
2429.4,59.0,3.285,0.95
2429.5,59.0,3.325,0.885
2429.6,59.0,3.975000000000001,0.885
2429.7,59.0,5.085,0.82
2429.8,59.0,2.575,0.82
2430.0,59.0,2.73,0.645
2430.1,59.0,3.44,0.47
2430.3,59.0,3.375,0.47
2430.4,59.0,3.28,0.47
2430.6,59.0,3.2350000000000003,0.785
2430.7,59.0,3.265,0.785
2430.8,59.0,3.3,1.1
2430.9,59.0,3.395,1.1
2431.1,59.0,3.24,1.0
2431.2,59.0,2.9,1.0
2431.4,59.0,2.875,0.9
2431.5,59.0,3.51,0.9
2431.6,59.0,3.47,0.9
2431.7,59.0,3.015,0.9
2431.8,59.0,2.56,0.9
2432.0,59.0,3.22,0.9
2432.1,59.0,3.635,0.74
2432.2,59.0,3.93,0.74
2432.4,59.0,3.97,0.58
2432.5,59.0,3.995,0.58
2432.6,59.0,4.0,0.74
2432.7,59.0,4.0600000000000005,0.74
2432.9,59.0,3.935,0.9
2433.0,59.0,3.92,0.955
2433.1,59.0,3.73,1.01
2433.3,59.0,4.005,1.01
2433.4,59.0,4.25,1.01
2433.5,59.0,4.245,0.975
2433.6,59.0,4.24,0.975
2433.8,59.0,4.115,0.94
2433.9,59.0,3.98,0.94
2434.0,59.0,3.97,0.945
2434.2,59.0,3.8,0.945
2434.3,59.0,3.87,0.95
2434.4,59.0,3.835,0.95
2434.6,59.0,3.885,0.925
2434.7,59.0,3.98,0.925
2434.8,59.0,3.94,0.9
2434.9,59.0,3.93,0.9
2435.2,59.0,3.79,0.95
2435.3,59.0,3.685,1.0
2435.4,59.0,3.785,1.0
2435.5,59.0,3.765,0.95
2435.6,59.0,3.92,0.95
2435.7,59.0,3.92,0.9
2435.9,59.0,3.945,0.9
2436.1,59.0,3.965,0.945
2436.2,59.0,3.99,0.945
2436.3,59.0,3.9,0.99
2436.5,59.0,3.65,0.92
2436.6,59.0,3.405,0.92
2436.7,59.0,3.24,0.85
2436.9,59.0,3.285,0.85
2437.0,59.0,3.2750000000000004,0.865
2437.1,59.0,3.54,0.865
2437.2,59.0,3.5700000000000003,0.88
2437.3,59.0,3.675,0.88
2437.5,59.0,3.73,0.88
2437.6,59.0,3.715,0.865
2437.7,59.0,3.825,0.865
2437.9,59.0,3.89,0.85
2438.0,59.0,3.955,0.895
2438.1,59.0,3.98,0.895
2438.2,59.0,4.13,0.94
2438.3,59.0,4.115,0.94
2438.5,59.0,3.795,0.94
2438.6,59.0,3.62,0.915
2438.7,59.0,3.585,0.915
2438.8,59.0,3.41,0.89
2439.0,59.0,4.779999999999999,0.8300000000000001
2439.1,59.0,5.68,0.77
2439.2,59.0,9.59,0.77
2439.3,59.0,9.615,0.77
2439.4,59.0,7.0,0.77
2439.5,59.0,9.04,0.77
2439.6,59.0,7.605,0.16
2439.7,59.0,5.3100000000000005,0.16
2439.8,59.0,4.23,0.16
2439.9,59.0,3.705,0.16
2440.0,59.0,3.92,0.22
2440.1,59.0,4.42,0.28
2440.2,59.0,3.47,0.28
2440.3,59.0,2.905,0.28
2440.4,59.0,3.775,0.28
2440.5,69.0,3.705,0.21
2440.6,79.0,2.91,0.14
2440.8,79.0,3.74,0.14
2441.0,79.0,4.13,0.14
2441.1,79.0,4.175,0.43
2441.3,79.0,4.25,0.72
2441.4,79.0,4.82,0.72
2441.5,79.0,5.42,0.72
2441.7,79.0,6.234999999999999,0.8
2441.8,79.0,6.515,0.88
2441.9,79.0,6.13,0.88
2442.0,79.0,5.66,0.92
2442.2,79.0,5.145,0.92
2442.3,79.0,5.035,0.96
2442.4,79.0,5.26,0.96
2442.5,79.0,5.08,0.95
2442.7,79.0,5.265000000000001,0.95
2442.8,79.0,5.470000000000001,0.94
2442.9,79.0,5.484999999999999,0.94
2443.0,79.0,5.555,0.895
2443.2,79.0,6.54,0.895
2443.3,79.0,6.300000000000001,0.85
2443.4,79.0,7.145,0.85
2443.6,79.0,7.09,0.86
2443.7,79.0,7.05,0.86
2443.9,79.0,7.390000000000001,0.86
2444.1,79.0,7.78,0.8999999999999999
2444.3,79.0,7.825,0.94
2444.4,79.0,7.91,0.94
2444.5,79.0,7.67,0.94
2444.6,79.0,7.355,0.91
2444.8,79.0,7.140000000000001,0.88
2444.9,79.0,7.075,0.88
2445.0,79.0,7.045,0.935
2445.2,79.0,7.11,0.935
2445.3,79.0,7.075,0.99
2445.5,79.0,7.130000000000001,0.94
2445.6,79.0,7.155,0.94
2445.7,79.0,7.050000000000001,0.89
2445.8,79.0,7.0,0.89
2446.0,79.0,6.7,0.925
2446.1,79.0,6.535,0.925
2446.3,79.0,6.38,0.96
2446.4,79.0,6.285,0.96
2446.5,79.0,6.164999999999999,0.935
2446.6,79.0,6.02,0.91
2446.8,79.0,4.92,0.91
2446.9,79.0,4.19,0.91
2447.1,79.0,3.805,0.96
2447.2,79.0,3.93,0.96
2447.3,79.0,4.12,1.01
2447.5,79.0,4.355,1.01
2447.6,79.0,5.0,1.01
2447.8,79.0,9.28,1.01
2447.9,79.0,10.08,1.01
2448.0,79.0,10.95,1.01
2448.1,79.0,7.945,0.23
2448.2,79.0,7.91,0.23
2448.3,79.0,9.34,0.23
2448.4,79.0,4.67,0.23
2448.5,79.0,4.085,0.22
2448.6,79.0,4.36,0.22
2448.8,79.0,7.17,0.21
2448.9,79.0,10.29,0.21
2449.0,78.0,10.105,0.21
2449.1,78.5,5.845,0.35
2449.2,79.0,5.15,0.35
2449.3,79.0,5.42,0.35
2449.5,79.0,6.140000000000001,0.4599999999999999
2449.6,79.0,6.63,0.4599999999999999
2449.7,79.0,7.23,0.57
2449.8,79.0,7.640000000000001,0.57
2449.9,79.0,8.18,0.7549999999999999
2450.1,79.0,8.565000000000001,0.7549999999999999
2450.2,79.0,9.05,0.94
2450.3,79.0,9.485,0.94
2450.4,79.0,9.795,0.8999999999999999
2450.6,79.0,10.03,0.8999999999999999
2450.7,79.0,10.175,0.86
2450.8,79.0,10.06,0.86
2450.9,79.0,9.96,0.86
2451.1,79.0,9.6,0.875
2451.2,79.0,9.27,0.89
2451.4,79.0,9.27,0.89
2451.5,79.0,9.204999999999998,0.89
2451.6,79.0,9.465,0.855
2451.7,79.0,9.68,0.855
2451.8,79.0,10.010000000000002,0.82
2451.9,79.0,10.495,0.82
2452.0,79.0,9.48,0.82
2452.1,79.0,7.635,0.71
2452.3,79.0,7.815,0.6
2452.4,79.0,8.52,0.6
2452.6,79.0,9.46,0.75
2452.7,79.0,7.36,0.9
2452.8,79.0,7.145,0.9
2452.9,79.0,6.985,0.9
2453.0,79.0,7.195,0.685
2453.1,79.0,7.505000000000001,0.685
2453.2,79.0,7.62,0.47
2453.3,79.0,7.765000000000001,0.47
2453.4,79.0,7.9,0.47
2453.5,79.0,7.98,0.62
2453.6,79.0,8.33,0.77
2453.8,79.0,8.530000000000001,0.77
2453.9,79.0,8.62,0.77
2454.0,79.0,8.73,0.835
2454.1,79.0,8.765,0.835
2454.2,79.0,8.83,0.9
2454.4,79.0,8.695,0.9
2454.5,79.0,8.565000000000001,0.855
2454.6,79.0,8.415,0.855
2454.7,79.0,8.370000000000001,0.81
2454.8,79.0,8.309999999999999,0.81
2454.9,79.0,8.36,0.81
2455.1,79.0,8.29,0.88
2455.2,79.0,8.254999999999999,0.88
2455.4,79.0,7.975,0.88
2455.5,79.0,7.9,0.825
2455.6,79.0,7.455,0.825
2455.7,79.0,7.1850000000000005,0.77
2455.8,79.0,6.79,0.77
2456.0,79.0,5.53,0.88
2456.2,79.0,5.895,0.88
2456.3,79.0,6.115,0.88
2456.4,79.0,6.234999999999999,0.91
2456.6,79.0,6.13,0.91
2456.7,79.0,6.055,0.94
2456.9,79.0,6.455,0.94
2457.0,79.0,6.82,0.94
2457.1,79.0,7.59,0.92
2457.2,79.0,8.205,0.92
2457.3,79.0,8.515,0.9
2457.4,79.0,8.75,0.9
2457.6,79.0,8.844999999999999,0.91
2457.7,79.0,8.915,0.91
2457.8,79.0,8.925,0.92
2457.9,79.0,8.9,0.92
2458.0,79.0,8.9,0.92
2458.2,79.0,8.96,0.88
2458.3,79.0,9.045,0.84
2458.4,79.0,9.055,0.84
2458.5,79.0,9.41,0.885
2458.7,79.0,9.635,0.885
2458.8,79.0,9.96,0.93
2458.9,79.0,10.325,0.93
2459.0,79.0,10.205,0.895
2459.1,79.0,9.88,0.895
2459.2,79.0,9.56,0.86
2459.3,79.0,8.98,0.86
2459.4,79.0,8.375,0.86
2459.5,79.0,7.965,0.73
2459.6,79.0,7.88,0.73
2459.7,79.0,8.45,0.6
2459.8,79.0,9.1,0.6
2459.9,79.0,10.1,0.6
2460.0,79.0,8.51,0.49
2460.1,79.0,7.605,0.49
2460.2,79.0,8.08,0.49
2460.3,79.0,8.955,0.49
2460.4,79.0,9.775,0.49
2460.5,79.0,10.44,0.48
2460.6,79.0,9.1,0.47
2460.7,79.0,9.175,0.47
2460.8,79.0,10.19,0.47
2460.9,79.0,9.45,0.47
2461.0,79.0,9.5,0.38
2461.1,79.0,10.39,0.29
2461.2,79.0,10.63,0.29
2461.3,79.0,10.375,0.29
2461.4,79.0,10.07,0.29
2461.5,79.0,9.28,0.35
2461.6,79.0,8.54,0.41
2461.7,79.0,8.5,0.41
2461.8,79.0,8.594999999999999,0.41
2461.9,79.0,8.67,0.41
2462.0,79.0,8.004999999999999,0.43
2462.1,79.0,6.99,0.45
2462.2,79.0,6.4,0.45
2462.3,79.0,6.115,0.45
2462.4,79.0,6.02,0.45
2462.5,79.0,5.92,0.555
2462.7,79.0,6.135,0.555
2462.8,79.0,5.845000000000001,0.66
2462.9,79.0,5.785,0.66
2463.0,79.0,6.575,0.825
2463.2,79.0,6.24,0.99
2463.3,79.0,4.285,0.99
2463.4,79.0,3.4450000000000003,0.99
2463.5,79.0,3.5700000000000003,0.65
2463.6,79.0,3.76,0.65
2463.7,79.0,3.86,0.31
2463.8,79.0,3.78,0.31
2463.9,79.0,3.91,0.31
2464.0,79.0,4.285,0.585
2464.2,79.0,4.3,0.585
2464.3,79.0,4.5600000000000005,0.86
2464.4,79.0,4.48,0.86
2464.5,79.0,4.19,0.81
2464.7,79.0,4.465,0.81
2464.8,79.0,4.42,0.76
2464.9,79.0,4.715,0.76
2465.0,79.0,4.765000000000001,0.8300000000000001
2465.1,79.0,4.665,0.8300000000000001
2465.2,79.0,4.46,0.9
2465.4,79.0,4.49,0.9
2465.5,79.0,4.97,0.8500000000000001
2465.6,79.0,5.565,0.8500000000000001
2465.7,79.0,5.635,0.8
2465.8,79.0,5.71,0.8
2466.0,79.0,4.915,0.89
2466.1,79.0,4.484999999999999,0.89
2466.2,79.0,4.275,0.98
2466.4,79.0,4.14,0.98
2466.6,79.0,4.365,0.895
2466.7,79.0,4.550000000000001,0.81
2466.8,79.0,4.7,0.81
2467.0,79.0,4.68,0.81
2467.1,79.0,4.640000000000001,0.845
2467.2,79.0,4.18,0.88
2467.3,79.0,3.69,0.88
2467.4,79.0,3.7,0.88
2467.5,79.0,3.825,0.7
2467.7,79.0,4.125,0.7
2467.8,79.0,4.375,0.52
2467.9,79.0,4.725,0.52
2468.0,79.0,4.815,0.69
2468.2,79.0,4.645,0.69
2468.3,79.0,4.585,0.86
2468.4,79.0,4.455,0.86
2468.5,79.0,4.369999999999999,0.85
2468.6,79.0,4.39,0.84
2468.8,79.0,4.404999999999999,0.84
2468.9,79.0,4.44,0.84
2469.0,79.0,4.465,0.885
2469.1,79.0,3.105,0.885
2469.2,79.0,2.395,0.93
2469.3,79.0,2.91,0.93
2469.4,79.0,3.835,0.93
2469.5,79.0,3.775,0.575
2469.6,79.0,3.935,0.575
2469.7,79.0,4.775,0.22
2469.8,79.0,6.78,0.22
2469.9,79.0,7.949999999999999,0.22
2470.0,79.0,10.625,0.22
2470.1,79.0,3.77,0.44
2470.2,79.0,3.855,0.44
2470.3,79.0,4.3,0.44
2470.4,79.0,4.71,0.44
2470.5,79.0,5.1,0.38
2470.6,79.0,5.45,0.38
2470.7,79.0,5.76,0.32
2470.8,79.0,6.08,0.32
2471.0,79.0,9.385,0.375
2471.1,79.0,9.165,0.43
2471.2,79.0,9.625,0.43
2471.3,79.0,6.315,0.43
2471.4,79.0,4.99,0.43
2471.5,79.0,5.495,0.295
2471.6,79.0,5.845000000000001,0.295
2471.7,79.0,6.37,0.16
2471.8,79.0,6.49,0.16
2471.9,79.0,6.71,0.16
2472.0,79.0,6.9350000000000005,0.355
2472.1,79.0,7.385,0.355
2472.2,79.0,5.855,0.55
2472.3,79.0,3.855,0.55
2472.4,79.0,3.86,0.55
2472.5,79.0,4.295,0.55
2472.6,79.0,4.475,0.42
2472.7,79.0,4.640000000000001,0.42
2472.8,79.0,4.869999999999999,0.29
2472.9,79.0,5.0,0.29
2473.0,79.0,5.295,0.49
2473.1,79.0,5.855,0.49
2473.2,79.0,6.575,0.69
2473.3,79.0,7.7,0.69
2473.5,79.0,8.165000000000001,0.69
2473.6,79.0,8.260000000000002,0.7749999999999999
2473.7,79.0,7.665000000000001,0.7749999999999999
2473.9,79.0,6.955,0.86
2474.0,79.0,6.12,0.88
2474.1,79.0,5.685,0.88
2474.2,79.0,5.24,0.9
2474.4,79.0,5.365,0.9
2474.5,79.0,5.395,0.995
2474.7,79.0,5.79,0.995
2474.9,79.0,6.27,1.09
2475.0,79.0,6.415,1.11
2475.2,79.0,6.5,1.11
2475.3,79.0,6.345,1.13
2475.5,79.0,6.82,1.18
2475.6,79.0,5.815,1.18
2475.7,79.0,6.65,1.23
2475.9,79.0,6.405,1.23
2476.0,79.0,7.129999999999999,1.23
2476.1,79.0,8.275,0.895
2476.2,79.0,8.504999999999999,0.895
2476.4,79.0,8.04,0.56
2476.5,79.0,7.02,0.56
2476.7,79.0,5.779999999999999,0.8200000000000001
2476.8,79.0,4.54,1.08
2477.0,79.0,4.529999999999999,1.08
2477.1,79.0,4.505000000000001,0.99
2477.2,79.0,4.5,0.99
2477.4,79.0,4.61,1.085
2477.6,79.0,4.69,1.085
2477.8,79.0,5.285,1.27
2478.0,79.0,6.095000000000001,1.395
2478.2,79.0,6.98,1.395
2478.4,79.0,7.885,1.52
2478.5,79.0,8.315,1.185
2478.7,79.0,7.074999999999999,0.85
2478.9,79.0,7.485,0.85
2479.0,79.0,7.314999999999999,0.87
2479.1,79.0,8.12,0.89
2479.3,79.0,8.12,0.89
2479.5,79.0,8.61,1.0
2479.6,79.0,8.495,1.0
2479.8,79.0,8.4,1.11
2480.0,79.0,8.704999999999998,1.155
2480.1,78.0,10.15,1.2
2480.3,78.5,8.895,1.2
2480.5,79.0,7.735,0.96
2480.6,79.0,7.895,0.96
2480.8,79.0,7.985,0.72
2480.9,79.0,8.32,0.72
2481.1,79.0,8.625,0.89
2481.2,79.0,8.805,0.89
2481.3,79.0,9.62,1.06
2481.5,79.0,9.305,1.085
2481.7,79.0,9.38,1.085
2481.9,79.0,9.54,1.11
2482.0,79.0,10.41,1.2000000000000002
2482.2,79.0,7.625,1.2000000000000002
2482.3,79.0,8.5,1.29
2482.4,79.0,5.65,1.29
2482.6,79.0,6.24,0.97
2482.8,79.0,6.835000000000001,0.97
2482.9,79.0,7.0600000000000005,0.65
2483.0,79.0,7.365,0.815
2483.1,79.0,7.79,0.98
2483.3,79.0,8.485,0.98
2483.5,79.0,8.649999999999999,0.98
2483.6,79.0,8.665,1.015
2483.7,79.0,8.15,1.05
2483.9,79.0,8.215,1.05
2484.0,79.0,8.02,1.05
2484.2,79.0,8.375,1.05
2484.3,79.0,8.115,1.05
2484.5,79.0,7.95,1.0550000000000002
2484.6,79.0,7.66,1.0550000000000002
2484.8,79.0,7.39,1.06
2484.9,79.0,7.015000000000001,1.06
2485.0,79.0,6.63,1.06
2485.2,79.0,6.37,1.025
2485.3,79.0,6.095000000000001,0.99
2485.5,79.0,6.51,1.05
2485.6,79.0,6.880000000000001,1.05
2485.8,79.0,7.335,1.11
2486.0,79.0,7.56,1.17
2486.1,79.0,7.574999999999999,1.17
2486.3,79.0,7.475,1.23
2486.5,79.0,7.29,1.23
2486.6,79.0,7.52,1.135
2486.8,79.0,7.765000000000001,1.135
2486.9,79.0,8.059999999999999,1.14
2487.1,79.0,8.455,1.14
2487.3,79.0,8.61,1.24
2487.4,79.0,8.71,1.24
2487.5,79.0,8.989999999999998,1.165
2487.7,79.0,8.965,1.165
2487.9,79.0,9.01,1.09
2488.0,79.0,8.66,1.09
2488.2,79.0,9.08,1.13
2488.4,79.0,9.055,1.17
2488.5,79.0,8.965,1.16
2488.7,79.0,8.635,1.16
2488.8,79.0,8.495000000000001,1.15
