MD,RPMA,WOBA,ROPA
439.8,100.48475,3.090023,0.465373
439.9,100.3275,2.524477,0.465373
440.0,100.08605,2.8951665,0.465373
440.1,100.46613,2.745838,0.426202
440.2,102.6887,1.470459,0.426202
440.3,101.91565,1.3391419999999998,0.426202
440.4,101.8146,1.132662,0.426202
440.5,102.11075,1.1074885,0.426202
440.6,102.19715,1.1112935,0.70588
440.7,102.12995,1.120464,0.70588
440.8,102.04635,1.128851,0.70588
440.9,102.05055,1.116434,0.70588
441.0,102.09615,1.1169985,0.70588
441.1,102.21005,1.112413,0.7719294999999999
441.2,101.92695,1.122591,0.837979
441.3,101.88185,1.5365715,0.837979
441.4,99.88464,2.2596015,0.837979
441.5,99.458515,2.8912485,0.837979
441.6,99.38005,2.909702,0.76698
441.7,99.890035,3.093489,0.76698
441.8,99.65308,3.214512,0.76698
441.9,99.7237,3.197624,0.76698
442.0,99.89153,3.1732425,0.76698
442.1,99.402265,3.1736925,0.643104
442.2,99.12519,3.1601525,0.643104
442.3,100.0911,3.1684245,0.643104
442.4,99.62829,3.5698875,0.643104
442.5,100.29275,3.0197700000000003,0.643104
442.6,99.55898,2.728167,0.61613
442.7,101.4047,2.355684,0.61613
442.8,101.47165,2.076046,0.61613
442.9,102.1555,1.826273,0.61613
443.0,102.05925,1.3853395000000002,0.61613
443.1,102.0711,1.195406,0.597773
443.2,102.14705,1.0044650000000002,0.597773
443.3,101.78345,1.0005495,0.597773
443.4,102.2668,1.206703,0.597773
443.5,102.0661,0.96957,0.597773
443.6,102.1639,0.949659,0.70439
443.7,102.41415,0.91543,0.70439
443.8,101.97185,0.4708045,0.70439
443.9,101.29445,1.155024,0.70439
444.0,99.80187,2.5276110000000003,0.70439
444.1,101.2511,3.2891195,0.686119
444.2,100.354755,2.9173165,0.686119
444.3,100.70105,3.156574,0.686119
444.4,102.3491,1.482769,0.686119
444.5,101.8583,1.3363475,0.686119
444.6,101.13935,1.642721,0.534865
444.7,101.15195,1.5183375,0.534865
444.8,99.454555,2.7261505,0.534865
444.9,100.57645,3.177601,0.534865
445.0,100.91805,3.4562435,0.534865
445.1,100.55165,3.456356,0.616697
445.2,99.722615,3.4603785,0.616697
445.3,99.83295,3.138454,0.616697
445.4,99.5004,3.092144,0.616697
445.5,100.140935,3.098629,0.616697
445.6,100.6044,3.0901315,0.555211
445.7,100.17125,3.093151,0.555211
445.8,100.2378,3.0754780000000004,0.555211
445.9,99.8129,3.0746960000000003,0.555211
446.0,100.2041,3.07749,0.555211
446.1,100.079325,3.0795055,0.524364
446.2,99.716795,3.0631715,0.524364
446.3,100.00232,3.0704445,0.524364
446.4,99.81461,3.0677605,0.524364
446.5,100.2464,3.0638465,0.524364
446.6,100.27655,3.0777145,0.556028
446.7,99.955995,3.0727925000000003,0.556028
446.8,99.67942,3.063732,0.556028
446.9,99.44904,3.0669765,0.556028
447.0,99.79597,3.0644035,0.556028
447.1,100.25695,3.059034,0.51757
447.2,100.3957,3.057919,0.51757
447.3,100.9257,2.6470755,0.51757
447.4,102.01455,1.8836535,0.51757
447.5,102.0778,1.3554745,0.51757
447.6,102.1042,1.305477,0.575275
447.7,102.04985,1.2735955,0.575275
447.8,101.998,1.17975,0.575275
447.9,102.2437,1.661619,0.575275
448.0,100.65855,1.734108,0.575275
448.1,100.32375,2.000881,0.629013
448.2,100.397,3.856125,0.629013
448.3,100.9189,2.789017,0.629013
448.4,100.58974,2.6751500000000004,0.629013
448.5,99.51353,1.640032,0.629013
448.6,101.92615,1.0171085,0.175791
448.7,101.858,1.0322114999999998,0.175791
448.8,100.2389,2.2381265,0.175791
448.9,99.90254,2.1977465,0.175791
449.0,101.1547,2.212286,0.175791
449.1,101.1519,2.1618440000000003,0.385298
449.2,99.6216,2.413403,0.385298
449.3,100.1587,2.151436,0.385298
449.4,99.39325,2.3188895,0.385298
449.5,100.3482,2.2993165,0.385298
449.6,99.9986,2.299089,0.369387
449.7,99.532485,2.297861,0.369387
449.8,99.638935,2.2845535000000003,0.369387
449.9,100.42405,2.2915975,0.369387
450.0,101.9454,2.060833,0.369387
450.1,102.0914,1.5342195,0.585919
450.2,101.67225,1.3631975,0.585919
450.3,99.89697,1.331093,0.585919
450.4,101.68945,1.3819865,0.585919
450.5,100.7347,1.9159815,0.585919
450.6,99.67032,2.013636,0.718847
450.7,99.660155,2.0135235,0.718847
450.8,100.3592,2.5399135,0.718847
450.9,101.62765,2.656914,0.718847
451.0,100.6936,2.1665425000000003,0.718847
451.1,100.9238,2.916088,0.388118
451.2,99.68936,2.6857740000000003,0.388118
451.3,99.5875,2.678505,0.388118
451.4,99.82152,2.667761,0.388118
451.5,100.1097,2.653667,0.388118
451.6,99.8613,2.637451,0.404089
451.7,100.6264,2.635778,0.404089
451.8,99.888735,2.6043435,0.404089
451.9,100.4298,2.604233,0.404089
452.0,100.06239,2.6620600000000003,0.404089
452.1,99.477125,2.835741,0.428588
452.2,100.45015,2.8343165,0.428588
452.3,100.22535,2.298641,0.428588
