,train_loss,test_loss,train_r2,test_r2,train_mse,train_mae,test_mse,test_mae
0,5.2947295435192245,6.959786589297437,-0.6632178342314454,-1.518470291943149,95.65053581640814,6.372084802350358,34.63628894856228,4.566338654395987
1,5.0231051340233535,6.434277365995513,-0.5777969962888145,-1.3281847651482925,90.73804104215944,6.143441946065679,32.019309701326115,4.314093424996335
2,5.176671221672223,6.57727111514032,-0.6260341671430032,-1.379933903426977,93.51212820230752,6.3496244206118275,32.731010812907094,4.4221616651493045
3,5.171882464622286,6.463573338851347,-0.6244682316702332,-1.338748893130031,93.42207230948242,6.397613948671596,32.1645971762015,4.3996897898754606
4,5.1154890552952565,6.527498947924869,-0.6067652851570191,-1.3618987465559274,92.40398779603646,6.367964445790341,32.48297496884068,4.4386734090451965
5,5.086361742417466,6.4072441784473995,-0.5975852170781846,-1.3183541614073908,91.87604827272237,6.328451586585194,31.88411031747871,4.3752143585687895
6,4.787672859670238,6.048211624685791,-0.5036664832472144,-1.1883768908702916,86.47484523771402,6.136225202148917,30.09654493961003,4.235428710808879
7,4.680420358040465,5.911128434412603,-0.46995798427301727,-1.1387566997298384,84.53629219788404,6.006933376968325,29.414123041078287,4.1649818934604275
8,4.677692856965223,5.994062072578345,-0.46910569820118053,-1.1687674902482104,84.48727780075444,5.983630601197127,29.82685866686449,4.198924870867938
9,4.61528798881136,5.938822816258835,-0.4495002476742789,-1.148776300559447,83.35978156470863,5.946351602754847,29.551921684403087,4.182165324655556
10,4.4218767182392185,5.702937921083503,-0.3887054731419779,-1.0633894736145089,79.86351508705906,5.766994325979312,28.377604552322133,4.064656586498658
11,4.084127603816341,5.263957956285594,-0.28253976248612145,-0.904497477583736,73.75799667536235,5.460219461548355,26.192377629558063,3.852998642690347
12,3.6864811094046672,4.818518168283845,-0.1575573361556004,-0.7432909985564031,66.57034163697516,5.128329326377347,23.97531983624855,3.6480453588682877
13,2.7536239872506485,3.795877347356509,0.13552857055970657,-0.37328818614272374,49.71516882642684,4.2472462964344375,18.88670538503223,3.109548473358217
14,1.8427934097326215,2.915797772224323,0.4215742595753711,-0.0550032420235238,33.26487418720124,3.3410609371469984,14.509361992196819,2.621312984105792
15,1.1551099965536196,2.182456677488517,0.6374023842344787,0.21011017026698253,20.852744312804138,2.6693134441075523,10.863281757854082,2.161387689344967
16,1.0106714598850886,2.0616906081259003,0.6827247742223443,0.25381400963176726,18.246284234276434,2.514872405633786,10.262226897988217,2.0647513289532653
