MD,MFOA,MFOP,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,ROPA
217.4,0.7802990000000001,0.7802990000000001,81.74680000000001,0.01,4892.691,1.034864,0.0,58.359145,2.548976,3.5637355,1.541222
217.6,0.7723485,0.7723485,81.70014499999999,0.01,4892.6915,1.0348435,0.0,58.34379,1.925806,3.5595135,1.541222
217.7,0.7827625,0.7827625,81.99765,0.01,4892.778,1.0349385,0.0,58.3202,2.2751465,3.5699765,1.3222985
217.8,0.771253,0.771253,81.833655,0.01,4893.037,1.035031,0.0,58.33282,2.203716,3.5737085,1.2449095
218.0,0.7833095000000001,0.7833095000000001,82.07572,0.01,4893.0375,1.0351015,0.0,58.357235,2.115724,3.5752385,1.1753795
218.1,0.7833129999999999,0.7833129999999999,81.863215,0.01,4893.297,1.0350925,0.0,58.373135,2.123305,3.5832535,1.386332
218.2,0.7652215,0.7652215,81.99072000000001,0.01,4892.6045,1.0350285,0.0,58.360245000000006,2.084237,3.579276,1.200496
218.3,0.79044,0.79044,81.818865,0.01,4893.297,1.0349695,0.0,58.301,2.0247005,3.58515,1.200496
218.5,0.8211394999999999,0.8211394999999999,81.61744999999999,0.01,4892.950999999999,1.034816,0.0,58.244495,2.272172,3.5834365000000004,1.278055
218.6,0.847727,0.847727,82.097895,0.01,4893.469999999999,1.0348085,0.0,58.19073,1.3712085,3.580378,1.3406895
218.8,0.8797984999999999,0.8797984999999999,81.86829499999999,0.01,4892.5185,1.034821,0.0,58.27302,1.6249785,3.589066,1.4718505
218.9,0.9244785,0.9244785,82.032295,0.01,4893.643,1.0348545,0.0,58.27055,1.9170005,3.5874755,1.34062
219.0,0.9625815,0.9625815,81.95191,0.01,4892.951,1.034942,0.0,58.29415,1.2217,3.5911470000000003,1.4018915
219.1,0.94641,0.94641,81.90895,0.01,4893.469999999999,1.034986,0.0,58.286185,1.833499,3.5909630000000003,1.4018915
219.2,0.9009065,0.9009065,81.976855,0.01,4893.0375,1.034999,0.0,58.283175,1.1610565,3.5942675,1.332002
219.3,0.848551,0.848551,81.87246,0.01,4893.2105,1.0349940000000002,0.0,58.260125,1.5469005,3.5973870000000003,1.273021
219.4,0.789343,0.789343,82.07341500000001,0.01,4892.6045,1.034974,0.0,58.257935,1.3482345,3.5963475,1.4212785
219.6,0.7827649999999999,0.7827649999999999,81.97363,0.01,4892.4310000000005,1.034939,0.0,58.253275,1.316396,3.591942,1.3403905
219.8,0.8019514999999999,0.8019514999999999,81.86922,0.01,4892.085,1.034933,0.0,58.290575,1.518327,3.6014255,1.3403905
219.9,0.7731695000000001,0.7731695000000001,81.74910499999999,0.01,4892.1715,1.0349025,0.0,58.25245,1.6332,3.6024045,1.243582
220.0,0.818945,0.818945,82.03599,0.01,4892.085,1.0348805,0.0,58.222545,1.559728,3.610909,1.243582
220.1,0.7876955000000001,0.7876955000000001,81.77637,0.01,4892.1715,1.0348865,0.0,58.234345,1.4222895,3.6054025,1.4350459999999998
220.2,0.8022225000000001,0.8022225000000001,81.993025,0.01,4892.431500000001,1.034882,0.0,58.248885,1.4042715,3.612316,1.4350459999999998
220.3,0.7953725,0.7953725,81.86414500000001,0.01,4892.864,1.034865,0.0,58.247515,1.621073,3.602282,1.2253094999999998
220.4,0.791535,0.791535,81.97547,0.01,4893.469999999999,1.0348565,0.0,58.325695,1.5154715,3.60993,1.649948
220.5,0.7715259999999999,0.7715259999999999,81.74726,0.01,4893.2970000000005,1.034878,0.0,58.307860000000005,1.7623025,3.60424,1.3221035
220.6,0.8449895000000001,0.8449895000000001,81.914035,0.01,4893.469999999999,1.0348985000000002,0.0,58.316095,1.2495725,3.6031385,1.4842
220.8,0.9277655,0.9277655,81.858135,0.01,4893.2970000000005,1.034958,0.0,58.32157,1.551449,3.6043015,1.4842
220.9,0.981767,0.981767,81.85629,0.01,4893.2105,1.0350515,0.0,58.301005,1.9557185,3.6071155,1.3096595
221.0,0.921463,0.921463,81.92281,0.01,4893.3835,1.0351855,0.0,58.29579,1.923881,3.6145805,1.374683
221.1,0.935441,0.935441,81.813785,0.01,4893.124,1.035329,0.0,58.32898,2.106278,3.6126225,1.4626845
221.3,0.7468595,0.7468595,81.987025,0.01,4893.0375,1.0355115,0.0,58.28427,2.0451685,3.622779,1.538807
221.4,0.788246,0.788246,81.74865,0.01,4893.0375,1.0356,0.0,58.33556,1.7210175,3.6172725,1.5276965
221.5,0.7759130000000001,0.7759130000000001,81.90295,0.01,4893.124,1.0356195,0.0,58.29771,1.8850465,3.619903,1.5387955
221.6,0.7580955,0.7580955,81.60128499999999,0.01,4893.3835,1.0356070000000002,0.0,58.288105,1.450279,3.61923,1.6214395
221.8,0.767962,0.767962,81.786535,0.01,4893.3835,1.0355985,0.0,58.27715,1.1996,3.6115205,1.540197
221.9,0.7616615,0.7616615,81.805935,0.01,4893.2105,1.0355985,0.0,58.27467,1.2505045,3.61611,1.6339515
222.0,0.759741,0.759741,81.90526,0.01,4893.037,1.0356135,0.0,58.281265000000005,1.661423,3.6158035,1.45999
222.1,0.7937335,0.7937335,81.866915,0.01,4892.951,1.035621,0.0,58.3139,1.68568,3.620699,1.45999
222.3,0.7792045000000001,0.7792045000000001,81.9242,0.01,4893.643,1.035607,0.0,58.268645,1.687314,3.6229015,1.429318
222.5,0.771253,0.771253,81.89417499999999,0.01,4893.816,1.035608,0.0,58.23572,1.8485445,3.616783,1.643215
222.6,0.76632,0.76632,81.96022500000001,0.01,4893.469999999999,1.0356105,0.0,58.219,1.651103,3.6158045,1.516566
222.8,0.7726234999999999,0.7726234999999999,81.751425,0.01,4892.9505,1.0356195,0.0,58.237635,2.0936255,3.6128675,1.4003800000000002
222.9,0.7720750000000001,0.7720750000000001,81.70198500000001,0.01,4892.344999999999,1.0356364999999998,0.0,58.228595,1.537629,3.617089,1.4255810000000002
223.0,0.7794760000000001,0.7794760000000001,81.7796,0.01,4892.6045,1.035651,0.0,58.248335,1.3457275,3.6132345,1.3275665
223.1,0.766864,0.766864,81.78976499999999,0.01,4891.999,1.0356605,0.0,58.22749,1.7059145,3.616599,1.3275665
223.3,0.7657695,0.7657695,81.594345,0.01,4892.344999999999,1.03567,0.0,58.14603,2.392002,3.6142135,1.5276405
223.4,0.7591905,0.7591905,81.58834,0.498351,4892.518,1.035666,0.0,57.53356,3.07325,3.6180685,1.709543
223.5,0.763578,0.763578,81.952835,1.0061719999999998,4893.124,1.035681,0.0,56.987475,5.118275499999999,3.617762,0.706817
223.6,0.761658,0.761658,81.924195,1.566797,4892.864,1.035697,0.0,56.42685,7.902452999999999,3.6144575,0.638172
223.7,0.7759115000000001,0.7759115000000001,82.109905,1.744806,4892.518,1.0357165,0.0,56.24884,10.2792125,3.6202095,0.569527
223.8,0.7841340000000001,0.7841340000000001,81.975015,1.7132645000000002,4892.5185,1.035708,0.0,56.28038,10.088943,3.620516,0.5686135
223.9,0.7896179999999999,0.7896179999999999,81.908035,1.715187,4892.605,1.035705,0.0,56.27846,9.8948815,3.616722,0.5686135
224.0,0.7709790000000001,0.7709790000000001,81.89048,1.8846855,4892.6915,1.0357275,0.0,56.10896,9.8950015,3.6215555,0.6658029999999999
224.1,0.768782,0.768782,81.98841,2.0561125,4892.778,1.035764,0.0,55.93753,10.849145,3.6159265,0.6658029999999999
224.2,0.7712515,0.7712515,81.95284000000001,2.261,4892.8645,1.0358165,0.0,55.732645000000005,12.28365,3.614213,0.818508
224.3,0.761933,0.761933,81.885845,2.310091,4893.2105,1.035838,0.0,55.683555,13.21855,3.614886,0.818508
224.4,0.764124,0.764124,81.808695,2.3454705,4892.9505,1.035837,0.0,55.648175,13.519845,3.613601,0.7548760000000001
224.5,0.7720715,0.7720715,81.83502999999999,2.3438225,4892.4315,1.035825,0.0,55.649820000000005,13.221235,3.6116435,0.636642
224.6,0.771251,0.771251,81.9667,2.377838,4891.9985,1.0358455,0.0,55.61581,13.30258,3.6218,0.735526
224.7,0.796741,0.796741,82.07571999999999,2.4310470000000004,4892.4315,1.0358619999999998,0.0,55.562595,13.48608,3.619414,0.735526
224.8,0.7841355000000001,0.7841355000000001,81.90756999999999,2.5495375,4892.518,1.0358485,0.0,55.444105,13.31937,3.617701,0.83441
224.9,0.7720750000000001,0.7720750000000001,81.790695,2.518545,4892.8645,1.03585,0.0,55.4751,12.881925,3.6152535,0.7730195
225.0,0.787697,0.787697,81.95146,2.346296,4892.6915,1.035921,0.0,55.64735,11.870285,3.6147025,0.7287105
225.1,0.780025,0.780025,81.73109,2.265934,4892.344999999999,1.0359485,0.0,55.72771,12.07641,3.622045,0.7287105
225.2,0.7739945,0.7739945,82.065555,2.357544,4892.6045,1.0359655,0.0,55.6361,12.72722,3.6192305,0.7783645
225.3,0.7591945,0.7591945,81.90018,2.615639,4892.778,1.035993,0.0,55.378005,12.777425,3.6142745,0.810937
225.4,0.7668699999999999,0.7668699999999999,81.89278999999999,2.5278705,4892.778,1.0360365,0.0,55.465775,11.54444,3.6172115,0.676696
225.5,0.8140160000000001,0.8140160000000001,82.054005,2.47658,4893.469999999999,1.036068,0.0,55.517065,10.702725,3.62229,0.542455
225.6,0.813465,0.813465,82.00642500000001,2.468077,4893.210499999999,1.036082,0.0,55.52557,11.10752,3.616661,0.542455
225.7,0.7679615,0.7679615,81.78282999999999,2.3948405,4892.778,1.03606,0.0,55.598805,11.453825,3.6156205,0.556926
225.8,0.7633025,0.7633025,81.85028,2.5023595,4892.778,1.036074,0.0,55.491285,11.889235,3.6183125,0.5695585000000001
225.9,0.7772825,0.7772825,81.79854,2.57971,4892.5185,1.0360645,0.0,55.413935,11.217085,3.6162935,0.582191
226.0,0.7641255,0.7641255,82.10021,2.4573765,4892.6915,1.035936,0.0,55.536265,9.895935,3.6184355,0.5154055
226.1,0.7726234999999999,0.7726234999999999,82.028605,2.4557305,4892.864,1.035851,0.0,55.53791,10.46674,3.6170275,0.44862
226.2,0.7649475,0.7649475,81.98611,2.5333555,4892.5175,1.035753,0.0,55.46029,10.62459,3.617762,0.4094355
226.3,0.7501454999999999,0.7501454999999999,81.8489,2.3265475,4892.2585,1.0356495,0.0,55.667095,10.8741005,3.6171495,0.370251
226.4,0.7358899999999999,0.7358899999999999,81.603125,2.2113475,4892.344999999999,1.0356955,0.0,55.782295,12.28995,3.6237575,0.4314445
226.5,0.751788,0.751788,81.58234,2.240696,4892.6915,1.0357255,0.0,55.752945,12.244115,3.6117655,0.492638
226.6,0.7734445,0.7734445,81.74727,2.3888095,4893.124,1.0357775,0.0,55.604835,12.309655,3.6059535,0.530169
226.7,0.7696054999999999,0.7696054999999999,81.850745,2.5555705,4892.8645,1.035742,0.0,55.438075,11.957925,3.6020375,0.5677
226.8,0.7737160000000001,0.7737160000000001,81.74542,2.462038,4893.469999999999,1.0356985,0.0,55.531605,11.462985,3.604301,0.512418
226.9,0.769057,0.769057,81.93806000000001,2.3613755,4893.1235,1.035792,0.0,55.632265,11.6813,3.6012415,0.457136
227.0,0.7643960000000001,0.7643960000000001,81.94083,2.301859,4893.21,1.0357945000000002,0.0,55.691785,12.5748,3.606626,0.5265770000000001
227.1,0.7723450000000001,0.7723450000000001,81.58326500000001,1.7124425,4893.2965,1.035764,0.0,56.281205,10.899758,3.6047295,0.596018
227.2,0.7950999999999999,0.7950999999999999,81.69413499999999,1.3983955,4892.6915,1.035753,0.0,56.59525,8.5831175,3.6103585,0.596018
227.3,0.7827625,0.7827625,81.71353500000001,1.0212615,4893.0375,1.035772,0.0,56.972385,7.455966,3.604974,0.6457695
227.4,0.7641245,0.7641245,82.06648,1.1904945,4893.556500000001,1.035814,0.0,56.803155,8.004381,3.6110315,0.742532
227.5,0.782492,0.782492,81.97732500000001,1.661978,4893.469999999999,1.035855,0.0,56.33167,9.0896655,3.6090125,0.789543
227.6,0.8057865,0.8057865,81.869225,1.8616465,4893.3835,1.0358295000000002,0.0,56.132,9.0919375,3.607299,0.7769925
227.7,0.7986635,0.7986635,81.8646,2.3172225,4892.951,1.0357765,0.0,55.67642,11.151425,3.6033835,0.764442
227.8,0.7983895,0.7983895,81.74495,2.4392775,4892.951,1.0357875,0.0,55.554365,11.538085,3.605403,0.7459365
227.9,0.773721,0.773721,82.035995,2.490839,4893.3835,1.0357729999999998,0.0,55.502805,11.36881,3.599773,0.7459365
228.0,0.7981134999999999,0.7981134999999999,81.86276000000001,2.278547,4893.2970000000005,1.0357535,0.0,55.7151,10.9222085,3.6022815,0.761539
228.1,0.7759119999999999,0.7759119999999999,81.8586,1.980953,4893.0375,1.0357635,0.0,56.012695,9.8085245,3.613418,0.795647
228.2,0.776189,0.776189,81.82348999999999,1.8188595,4892.691,1.035762,0.0,56.174785,10.0171025,3.6150695,0.761602
228.3,0.7512449999999999,0.7512449999999999,81.924195,1.6345405,4893.0375,1.035747,0.0,56.359105,8.529354000000001,3.6157435,0.761602
228.4,0.7835855,0.7835855,81.74865,1.592308,4893.0375,1.0357435,0.0,56.401335,8.7751935,3.6172725,0.921774
228.5,0.765772,0.765772,81.84936,1.4869825,4893.0375,1.0357515,0.0,56.50666,7.693815000000001,3.615315,0.921774
228.6,0.7671355,0.7671355,82.028595,1.5829845,4892.864,1.0357545,0.0,56.41066,8.6681335,3.620209,1.115991
228.7,0.762203,0.762203,81.8646,1.736578,4892.7775,1.035718,0.0,56.25707,9.8897505,3.622595,1.0670555
228.8,0.753163,0.753163,81.91449499999999,1.70751,4892.518,1.035707,0.0,56.286135,10.1021175,3.616171,1.01812
228.9,0.7816665,0.7816665,81.729715,1.520445,4893.2105,1.035708,0.0,56.4732,9.1666355,3.6221065,0.935267
229.0,0.7753645,0.7753645,81.75836000000001,0.719555,4893.643,1.035728,0.0,57.27409,6.3228645,3.6200875,0.852414
229.1,0.7737210000000001,0.7737210000000001,82.12838500000001,0.1421945,4893.47,1.0358595,0.0,57.85145,3.4988035,3.6125,0.691214
229.2,0.7520675,0.7520675,81.75835000000001,0.1301304999999999,4892.778,1.035969,0.0,57.86351,4.3850145000000005,3.6171495,0.598797
229.3,0.7707065,0.7707065,81.67150000000001,0.2475204999999999,4892.2585,1.0358429999999998,0.0,57.74612,4.2145715,3.618435,0.50638
229.4,0.774814,0.774814,81.87985,0.3876745,4892.2585,1.0357495,0.0,57.60597,4.0976575,3.6125005,0.5926845000000001
229.5,0.740552,0.740552,81.87431000000001,0.5500505,4892.8645,1.035755,0.0,57.443595,5.821915000000001,3.6148255,0.5926845000000001
229.6,0.7495965,0.7495965,80.88523,0.7650835,4893.469999999999,1.035778,0.0,57.228565,6.5700455,3.615376,0.7091179999999999
229.7,0.7775555000000001,0.7775555000000001,78.872895,0.9598195,4893.124,1.035778,0.0,57.033825,8.4739595,3.6140905,0.7091179999999999
229.8,0.7855065,0.7855065,73.14263,1.4271905,4892.6915,1.0358005,0.0,56.566455000000005,9.922404,3.619475,0.71742
229.9,0.7720724999999999,0.7720724999999999,70.81754000000001,0.024121,4892.951,1.035883,0.0,58.115035,1.702182,3.6165385,0.695593
230.0,0.789067,0.789067,70.75749,0.01,4892.9505,1.0358185,0.0,58.138075,2.1651135000000004,3.617517,0.695593
230.1,0.7696084999999999,0.7696084999999999,70.86189999999999,0.01,4892.6045,1.0358145,0.0,58.323765,1.5528485,3.6140295,0.219726
230.2,0.7992115,0.7992115,71.03144,0.01,4892.951,1.0358125,0.0,58.379995,1.167762,3.61403,0.375913
230.3,0.8041455,0.8041455,70.88361,0.01,4893.124,1.0358135000000002,0.0,58.3778,1.713262,3.6195365,0.5321
230.4,0.783312,0.783312,70.97369,0.01,4893.037,1.0357625,0.0,58.344615000000005,1.5045665,3.6194755,0.5069195
230.5,0.7720724999999999,0.7720724999999999,70.8023,0.01,4892.8645,1.0358035,0.0,58.19102,2.4559695,3.615498,0.481739
230.6,0.7602869999999999,0.7602869999999999,70.83972,0.01,4892.778,1.0358185,0.0,58.140825,2.907705,3.618986,0.481739
230.7,0.7567215,0.7567215,70.66462999999999,0.01,4893.0375,1.0358235,0.0,58.221185,2.3407465,3.6148865,0.532528
230.8,0.813466,0.813466,75.77216,0.1217254999999999,4892.1720000000005,1.0358435,0.0,58.27302,2.1050535,3.6504355,0.532528
230.9,0.8312815,0.8312815,80.78729,0.202467,4891.2195,1.035807,0.0,58.593375,2.631485,3.6863515,0.3492635
231.0,0.827718,0.827718,80.85982,0.5568295,4891.7385,1.035799,0.0,58.239015,4.1506045,3.6837815,0.421351
231.1,0.831829,0.831829,80.85474500000001,0.6349945,4891.6525,1.035816,0.0,58.16085,4.804562499999999,3.6763165,0.676703
231.2,0.8362155,0.8362155,80.68565000000001,0.4665964999999999,4891.2195,1.0358245,0.0,58.32925,4.505952000000001,3.6795595,0.728699
231.3,0.8471770000000001,0.8471770000000001,80.65933000000001,0.2430515,4891.219999999999,1.0358230000000002,0.0,58.55279,4.045119,3.676867,0.728699
