MD,MFOA,MFOP,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,ROPA
1804.2,46.495000000000005,46.0,79.0,2.64,5056.88,1.17,1.17,106.01,9.145,15.62,0.38
1804.3,46.66,46.0,79.0,3.35,5056.639999999999,1.17,1.17,105.3,11.23,15.815,0.38
1804.4,46.8,46.0,79.0,3.95,5056.16,1.17,1.17,104.7,11.83,15.95,0.38
1804.5,46.06,46.0,79.0,4.11,5055.83,1.17,1.17,104.54,12.24,16.09,0.38
1804.6,46.245000000000005,46.0,79.0,4.015000000000001,5055.995,1.17,1.17,104.635,11.185,16.035,0.425
1804.7,46.645,46.0,79.0,3.6,5056.16,1.17,1.17,105.05,9.45,15.91,0.47
1804.8,46.48,46.0,79.0,3.28,5056.56,1.17,1.17,105.37,8.77,15.705,0.47
1804.9,46.21,45.5,79.0,2.8,5057.04,1.17,1.17,105.85,8.445,15.46,0.47
1805.0,46.395,46.0,79.0,2.73,5057.12,1.17,1.17,105.92,8.585,15.485,0.5549999999999999
1805.1,46.005,45.5,79.0,2.585,5057.12,1.17,1.17,106.065,8.995000000000001,15.435,0.5549999999999999
1805.2,46.41,46.0,79.0,2.56,5057.12,1.17,1.17,106.09,8.335,15.445,0.64
1805.3,46.215,46.0,79.0,2.42,5057.12,1.17,1.17,106.23,8.385,15.41,0.64
1805.4,46.46,46.0,79.0,2.705,5057.12,1.17,1.17,105.945,9.865,15.405,0.64
1805.5,46.25,46.0,79.0,3.65,5057.12,1.17,1.17,105.0,12.23,15.77,0.64
1805.6,46.205,46.0,79.0,3.965,5056.96,1.17,1.17,104.685,12.01,15.84,0.625
1805.7,46.43,46.0,79.0,4.195,5056.799999999999,1.17,1.17,104.455,12.225,15.835,0.61
1805.8,46.34,46.0,79.0,4.135,5056.8,1.17,1.17,104.515,10.864999999999998,15.79,0.61
1805.9,46.59,46.0,79.0,4.1,5056.799999999999,1.17,1.17,104.55,11.0,15.73,0.61
1806.0,46.38,46.0,79.0,3.97,5056.96,1.17,1.17,104.68,10.7,15.675,0.61
1806.1,46.485,46.0,79.0,3.95,5057.12,1.17,1.17,104.7,10.87,15.665,0.61
1806.2,46.21,46.0,79.0,3.92,5057.12,1.17,1.17,104.73,12.09,15.71,0.61
1806.4,46.225,46.0,79.0,4.25,5056.88,1.17,1.17,104.395,11.93,15.83,0.61
1806.5,46.525,46.0,79.0,4.495,5056.88,1.17,1.17,104.155,12.91,15.855,0.635
1806.6,46.185,46.0,79.0,4.755,5056.64,1.17,1.17,103.895,13.035,15.905,0.635
1806.7,46.46,46.0,79.0,5.95,5055.83,1.17,1.17,102.7,14.75,16.05,0.66
1806.8,46.525000000000006,46.0,79.0,3.81,5057.775,1.17,1.17,104.84,7.279999999999999,14.905,0.66
1806.9,43.29,43.0,79.0,5.98,5057.4,1.17,1.17,102.67,6.94,15.23,0.66
1807.0,43.245000000000005,43.0,79.0,4.375,5058.105,1.17,1.17,104.275,8.275,14.9,0.66
1807.1,43.48,43.0,79.0,6.145,5057.825000000001,1.17,1.17,102.505,12.475,15.16,0.19
1807.2,43.19,43.0,79.0,6.955,5057.745,1.17,1.17,101.695,9.085,15.21,0.19
1807.3,42.98,42.0,79.0,5.99,5058.53,1.17,1.17,102.66,11.89,15.12,0.19
1807.4,43.305,43.0,79.0,5.99,5058.34,1.17,1.17,102.66,12.695,15.505,0.19
1807.5,43.215,42.5,79.0,3.01,5058.555,1.17,1.17,105.64,7.8,15.04,0.205
1807.6,43.22,43.0,79.0,0.71,5059.16,1.17,1.17,107.93,7.05,14.37,0.22
1807.7,43.055,42.5,79.0,1.085,5059.335,1.17,1.17,107.555,7.484999999999999,14.489999999999998,0.22
1807.8,42.915,42.0,79.0,1.26,5059.014999999999,1.17,1.17,107.39,8.685,14.59,0.22
1807.9,42.935,42.0,79.0,1.4,5059.035,1.17,1.17,107.245,8.08,14.655,0.22
1808.0,43.11,43.0,79.0,1.32,5058.56,1.17,1.17,107.33,6.87,14.69,0.22
1808.1,43.27,43.0,79.0,1.44,5058.56,1.17,1.17,107.21,7.77,14.7,0.52
1808.2,43.465,43.0,79.0,1.355,5058.725,1.17,1.17,107.295,7.355,14.66,0.52
1808.3,43.23,42.5,79.0,1.29,5058.645,1.17,1.17,107.36,7.1850000000000005,14.635000000000002,0.52
1808.4,43.39,43.0,79.0,1.255,5058.81,1.17,1.17,107.395,7.145,14.625,0.52
1808.5,43.04,42.5,79.0,1.27,5058.885,1.17,1.17,107.38,8.15,14.63,0.585
1808.6,43.2,43.0,79.0,1.275,5058.81,1.17,1.17,107.375,8.0,14.64,0.585
1808.7,43.315,43.0,79.0,1.295,5058.885,1.17,1.17,107.355,8.735,14.645,0.65
1808.8,43.13,43.0,79.0,1.22,5058.56,1.17,1.17,107.43,8.44,14.67,0.65
1808.9,43.13,43.0,79.0,1.26,5058.805,1.17,1.17,107.39,8.09,14.67,0.65
1809.0,43.19,43.0,79.0,1.275,5058.73,1.17,1.17,107.375,7.31,14.675,0.65
1809.1,43.355,43.0,79.0,1.36,5058.805,1.17,1.17,107.29,7.985,14.68,0.65
1809.2,43.24,43.0,79.0,1.465,5058.645,1.17,1.17,107.185,8.605,14.705,0.65
1809.3,43.23,42.5,79.0,1.515,5058.56,1.17,1.17,107.13,7.5,14.725,0.65
1809.4,43.035,42.5,79.0,1.58,5058.56,1.17,1.17,107.07,9.335,14.735,0.65
1809.5,42.84,42.0,79.0,1.4700000000000002,5058.56,1.17,1.17,107.175,7.335,14.77,0.655
1809.6,43.07,42.5,79.0,1.435,5058.56,1.17,1.17,107.215,8.965,14.755,0.655
1809.7,43.51,43.0,79.0,1.35,5058.56,1.17,1.17,107.3,7.61,14.78,0.66
1809.8,43.345,43.0,79.0,1.3450000000000002,5058.56,1.17,1.17,107.305,6.630000000000001,14.765,0.66
1809.9,43.075,43.0,79.0,1.33,5058.56,1.17,1.17,107.32,7.435,14.755,0.66
1810.0,43.345,43.0,79.0,1.3050000000000002,5058.56,1.17,1.17,107.345,6.695,14.745,0.66
1810.1,43.290000000000006,43.0,79.0,1.36,5058.56,1.17,1.17,107.29,8.145,14.735,0.66
1810.2,43.51,43.0,79.0,1.3050000000000002,5058.56,1.17,1.17,107.345,8.065000000000001,14.75,0.66
1810.3,43.05,42.5,79.0,1.35,5058.56,1.17,1.17,107.3,8.665,14.76,0.66
