MD,TVD,RPMA,WOBA,MFIA,HKLA,TQA,SPPA,DBTM,STKC,MFOA,ROPA
83.0,83.0,0.0,0.0,0.0,29.86,-0.24,-0.01,84.28,8256.0,20.64,11.79
83.1,83.1,0.0,0.0,0.0,29.82,-0.24,-0.01,84.29,8256.0,20.67,11.79
83.2,83.2,0.0,0.0,0.0,29.79,-0.24,-0.02,84.31,8256.0,20.67,11.79
83.3,83.3,0.0,0.0,0.0,29.75,-0.24,-0.02,84.32,8256.0,20.68,11.79
83.4,83.4,0.0,0.0,0.0,29.72,-0.24,-0.03,84.33,8256.0,20.69,11.79
83.5,83.5,0.0,0.0,0.0,29.68,-0.23,-0.03,84.34,8256.0,20.7,11.79
83.6,83.6,0.0,0.0,0.0,29.67,-0.23,-0.04,84.35,8256.0,20.71,11.79
83.7,83.7,0.0,0.0,0.0,29.67,-0.23,-0.04,84.35,8256.0,20.71,11.79
83.8,83.8,0.0,0.0,0.0,29.67,-0.23,-0.04,84.35,8256.0,20.71,11.79
83.9,83.9,0.0,0.0,0.0,29.67,-0.23,-0.04,84.35,8256.0,20.71,11.79
84.0,84.0,0.0,0.0,0.0,29.67,-0.23,-0.04,84.35,8256.0,20.71,11.79
84.1,84.1,0.0,0.0,0.0,29.7,-0.23,-0.04,84.38,8256.0,20.71,11.79
84.2,84.2,0.0,0.0,0.0,29.76,-0.23,-0.04,84.44,8256.0,20.71,11.79
84.3,84.3,0.0,0.0,0.0,29.83,-0.23,-0.04,84.49,8256.0,20.71,11.79
84.4,84.4,0.0,0.0,0.0,29.89,-0.23,-0.04,84.55,8256.0,20.7,11.79
84.5,84.5,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
84.6,84.6,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
84.7,84.7,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
84.8,84.8,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
84.9,84.9,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
85.0,85.0,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.7,11.79
85.1,85.1,0.0,0.0,0.0,29.95,-0.23,-0.04,84.61,8256.0,20.69,11.79
85.2,85.2,0.0,0.0,0.0,29.95,-0.22,-0.04,84.61,8256.0,20.69,11.79
85.3,85.3,0.0,0.0,0.0,29.95,-0.22,-0.04,84.61,8256.0,20.69,11.79
85.4,85.4,0.0,0.0,0.0,29.95,-0.22,-0.04,84.61,8256.0,20.69,11.79
85.5,85.5,0.0,0.0,0.0,26.73,-0.21,-0.04,84.61,8256.0,20.69,11.79
85.6,85.6,0.0,0.0,0.0,23.51,-0.19,-0.03,84.61,8256.0,20.69,11.79
85.7,85.7,0.0,0.0,0.0,21.9,-0.18,-0.03,84.61,8256.0,20.69,11.79
85.8,85.8,0.0,0.0,0.0,21.9,-0.15,-0.03,84.61,8256.0,20.69,11.79
85.9,85.9,0.0,0.0,0.0,21.9,-0.13,-0.03,84.61,8256.0,20.69,11.79
86.0,86.0,0.0,0.0,0.0,21.91,-0.1,-0.04,84.61,8256.0,20.69,11.79
86.1,86.1,0.0,0.0,0.0,21.91,-0.08,-0.04,84.61,8256.0,20.69,11.79
86.2,86.2,0.0,0.0,0.0,21.91,-0.06,-0.04,84.61,8256.0,20.69,11.79
86.3,86.3,0.0,0.0,0.0,21.9,-0.04,-0.04,84.61,8256.0,20.69,11.79
86.4,86.4,0.0,0.0,0.0,21.88,-0.03,-0.04,84.61,8256.0,20.69,11.79
86.5,86.5,0.0,0.0,0.0,21.87,-0.01,-0.04,84.61,8256.0,20.69,11.79
86.6,86.6,0.0,0.0,0.0,21.85,0.0,-0.04,84.61,8256.0,20.7,11.79
86.7,86.7,0.0,0.0,0.0,21.84,0.02,-0.04,84.61,8256.0,20.7,11.79
86.8,86.8,0.0,0.0,0.0,21.84,0.03,-0.04,84.61,8256.0,20.7,11.79
86.9,86.9,0.0,0.0,0.0,21.84,0.05,-0.04,84.61,8256.0,20.7,11.79
87.0,87.0,0.0,0.0,0.0,21.83,0.06,-0.04,84.61,8256.0,20.7,11.79
87.1,87.1,0.0,0.0,0.0,21.83,0.08,-0.04,84.61,8256.0,20.71,11.79
87.2,87.2,0.0,0.0,0.0,21.83,0.09,-0.04,84.61,8256.0,20.71,11.79
87.3,87.3,0.0,0.0,0.0,21.83,0.1,-0.04,84.61,8256.0,20.71,11.79
87.4,87.4,0.0,0.0,0.0,21.83,0.12,-0.04,84.61,8256.0,20.71,11.79
87.5,87.5,0.0,0.0,0.0,21.66,0.12,-0.04,84.61,8256.0,20.7,11.79
87.6,87.6,0.0,0.0,0.0,21.48,0.12,-0.04,84.61,8256.0,20.7,11.79
87.7,87.7,0.0,0.0,0.0,21.3,0.12,-0.04,84.61,8256.0,20.7,11.79
87.8,87.8,0.0,0.0,0.0,21.21,0.11,-0.04,84.61,8256.0,20.7,11.79
87.9,87.9,0.0,0.0,0.0,21.21,0.1,-0.04,84.61,8256.0,20.69,11.79
88.0,88.0,0.0,0.0,0.0,21.21,0.09,-0.04,84.61,8256.0,20.69,11.79
88.1,88.1,0.0,0.0,0.0,21.21,0.08,-0.04,84.61,8256.0,20.69,11.79
88.2,88.2,0.0,0.0,0.0,21.21,0.05,-0.04,84.61,8256.0,20.69,11.79
88.3,88.3,0.0,0.0,0.0,21.21,0.02,-0.04,84.61,8256.0,20.69,11.79
88.4,88.4,0.0,0.0,0.0,21.21,-0.01,-0.04,84.61,8256.0,20.68,11.79
88.5,88.5,0.0,0.0,0.0,20.33,-0.07,-0.04,84.61,8256.0,20.69,11.79
88.6,88.6,0.0,0.0,0.0,19.88,-0.12,-0.03,84.61,8256.0,20.69,11.79
88.7,88.7,0.0,0.0,0.0,19.88,-0.15,-0.03,84.61,8256.0,20.69,11.79
88.8,88.8,0.0,0.0,0.0,19.88,-0.18,-0.03,84.61,8256.0,20.69,11.79
88.9,88.9,0.0,0.0,0.0,19.91,-0.22,-0.03,84.61,8256.0,20.69,11.79
89.0,89.0,0.0,0.0,0.0,19.96,-0.26,-0.03,84.61,8256.0,20.69,11.79
89.1,89.1,0.0,0.0,0.0,19.9,-0.29,-0.03,84.61,8256.0,20.69,11.79
89.2,89.2,0.0,0.0,0.0,19.74,-0.33,-0.04,84.61,8256.0,20.69,11.79
89.3,89.3,0.0,0.0,0.0,19.56,-0.34,-0.03,84.61,8256.0,20.65,11.79
89.4,89.4,0.0,0.0,0.0,19.76,-0.34,-0.03,84.61,8256.0,20.64,11.79
89.5,89.5,0.0,0.0,0.0,19.76,-0.34,-0.03,84.61,8256.0,20.64,11.79
89.6,89.6,0.0,0.0,0.0,19.57,-0.36,-0.03,84.61,8256.0,20.61,11.79
89.7,89.7,0.0,0.0,0.0,19.57,-0.36,-0.03,84.61,8256.0,20.61,11.79
89.8,89.8,0.0,0.0,0.0,25.16,-0.39,-0.03,88.16,8256.0,17.92,11.79
89.9,89.9,0.0,0.0,0.0,30.7,-0.42,-0.03,91.84,8256.0,15.23,11.79
90.0,90.0,0.0,0.0,0.0,30.58,-0.42,-0.02,92.12,8256.0,15.23,11.79
90.1,90.1,0.0,0.0,0.0,30.58,-0.43,-0.02,92.12,8256.0,15.23,11.79
90.2,90.2,0.0,0.0,0.0,30.61,-0.43,-0.02,92.22,8256.0,15.22,11.79
90.3,90.3,0.0,0.0,0.0,30.68,-0.43,-0.02,92.43,8256.0,15.22,11.79
90.4,90.4,0.0,0.0,0.0,30.79,-0.43,-0.02,92.67,8256.0,15.22,11.79
90.5,90.5,0.0,0.0,0.0,30.92,-0.43,-0.02,92.95,8256.0,15.22,11.79
90.6,90.6,0.0,0.0,0.0,30.89,-0.43,-0.02,93.12,8256.0,15.22,11.79
90.7,90.7,0.0,0.0,0.0,30.86,-0.43,-0.03,93.28,8256.0,15.22,11.79
90.8,90.8,0.0,0.0,0.0,30.84,-0.43,-0.03,93.55,8256.0,15.22,11.79
90.9,90.9,0.0,0.0,0.0,30.84,-0.43,-0.03,93.9,8256.0,15.22,11.79
91.0,91.0,0.0,0.0,0.0,30.85,-0.43,-0.03,94.26,8256.0,15.22,11.79
91.1,91.1,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.22,11.79
91.2,91.2,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.22,11.79
91.3,91.3,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.22,11.79
91.4,91.4,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.22,11.79
91.5,91.5,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.22,11.79
91.6,91.6,0.0,0.0,0.0,30.85,-0.43,-0.03,94.62,8256.0,15.21,11.79
91.7,91.7,0.0,0.0,0.0,30.83,-0.43,-0.03,94.8,8256.0,15.21,11.79
91.8,91.8,0.0,0.0,0.0,30.81,-0.43,-0.03,94.99,8256.0,15.21,11.79
91.9,91.9,0.0,0.0,0.0,30.8,-0.43,-0.03,95.18,8256.0,15.21,11.79
92.0,92.0,0.0,0.0,0.0,30.78,-0.43,-0.03,95.36,8256.0,15.2,11.79
92.1,92.1,0.0,0.0,0.0,30.77,-0.43,-0.03,95.45,8256.0,15.2,11.79
92.2,92.2,0.0,0.0,0.0,30.77,-0.43,-0.02,95.45,8256.0,15.2,11.79
92.3,92.3,0.0,0.0,0.0,30.77,-0.42,-0.02,95.45,8256.0,15.2,11.79
92.4,92.4,0.0,0.0,0.0,30.77,-0.42,-0.02,95.45,8256.0,15.19,11.79
92.5,92.5,0.0,0.0,0.0,30.74,-0.42,-0.02,95.5,8256.0,15.19,11.79
92.6,92.6,0.0,0.0,0.0,30.7,-0.42,-0.02,95.6,8256.0,15.19,11.79
92.7,92.7,0.0,0.0,0.0,30.66,-0.42,-0.02,95.7,8256.0,15.19,11.79
92.8,92.8,0.0,0.0,0.0,30.61,-0.41,-0.02,95.8,8256.0,15.19,11.79
92.9,92.9,0.0,0.0,0.0,30.6,-0.41,-0.02,95.89,8256.0,15.18,11.79
93.0,93.0,0.0,0.0,0.0,30.61,-0.41,-0.02,95.97,8256.0,15.18,11.79
93.1,93.1,0.0,0.0,0.0,30.63,-0.41,-0.03,96.05,8256.0,15.18,11.79
93.2,93.2,0.0,0.0,0.0,30.65,-0.4,-0.03,96.13,8256.0,15.17,11.79
93.3,93.3,0.0,0.0,0.0,30.66,-0.4,-0.03,96.21,8256.0,15.17,11.79
93.4,93.4,0.0,0.0,0.0,30.7,-0.39,-0.03,96.29,8256.0,15.15,11.79
93.5,93.5,0.0,0.0,0.0,30.77,-0.39,-0.03,96.39,8256.0,15.12,11.79
93.6,93.6,0.0,0.0,0.0,30.83,-0.38,-0.03,96.49,8256.0,15.09,11.79
93.7,93.7,0.0,0.0,0.0,30.89,-0.37,-0.03,96.59,8256.0,15.06,11.79
93.8,93.8,0.0,0.0,0.0,30.92,-0.36,-0.03,96.69,8256.0,15.03,11.79
93.9,93.9,0.0,0.0,0.0,30.91,-0.35,-0.03,96.79,8256.0,15.01,11.79
94.0,94.0,0.0,0.0,0.0,30.91,-0.35,-0.03,96.88,8256.0,15.0,11.79
94.1,94.1,0.0,0.0,0.0,30.9,-0.34,-0.03,96.98,8256.0,14.98,11.79
94.2,94.2,0.0,0.0,0.0,30.89,-0.34,-0.03,97.05,8256.0,14.97,11.79
94.3,94.3,0.0,0.0,0.0,30.87,-0.34,-0.03,97.09,8256.0,14.96,11.79
94.4,94.4,0.0,0.0,0.0,30.85,-0.34,-0.03,97.14,8256.0,14.96,11.79
94.5,94.5,0.0,0.0,0.0,30.83,-0.34,-0.03,97.18,8256.0,14.95,11.79
94.6,94.6,0.0,0.0,0.0,30.82,-0.33,-0.03,97.22,8256.0,14.95,11.79
94.7,94.7,0.0,0.0,0.0,30.8,-0.33,-0.03,97.27,8256.0,14.94,11.79
94.8,94.8,0.0,0.0,0.0,30.78,-0.33,-0.03,97.31,8256.0,14.94,11.79
94.9,94.9,0.0,0.0,0.0,30.76,-0.33,-0.03,97.35,8256.0,14.93,11.79
95.0,95.0,0.0,0.0,0.0,30.74,-0.33,-0.03,97.4,8256.0,14.93,11.79
95.1,95.1,0.0,0.0,0.0,30.78,-0.32,-0.03,97.47,8256.0,14.93,11.79
95.2,95.2,0.0,0.0,0.0,30.89,-0.32,-0.03,97.57,8256.0,14.93,11.79
95.3,95.3,0.0,0.0,0.0,30.99,-0.32,-0.03,97.67,8256.0,14.92,11.79
95.4,95.4,0.0,0.0,0.0,31.1,-0.31,-0.03,97.78,8256.0,14.92,11.79
95.5,95.5,0.0,0.0,0.0,31.2,-0.31,-0.03,97.92,8256.0,14.92,11.79
95.6,95.6,0.0,0.0,0.0,31.29,-0.31,-0.03,98.1,8256.0,14.93,11.79
95.7,95.7,0.0,0.0,0.0,31.39,-0.3,-0.04,98.28,8256.0,14.93,11.79
95.8,95.8,0.0,0.0,0.0,31.37,-0.3,-0.04,98.41,8256.0,14.94,11.79
95.9,95.9,0.0,0.0,0.0,31.34,-0.3,-0.04,98.53,8256.0,14.94,11.79
96.0,96.0,0.0,0.0,0.0,31.32,-0.3,-0.04,98.66,8256.0,14.94,11.79
96.1,96.1,0.0,0.0,0.0,31.29,-0.3,-0.04,98.78,8256.0,14.94,11.79
96.2,96.2,0.0,0.0,0.0,31.26,-0.29,-0.04,98.91,8256.0,14.94,11.79
96.3,96.3,0.0,0.0,0.0,31.23,-0.29,-0.04,99.03,8256.0,14.95,11.79
96.4,96.4,0.0,0.0,0.0,31.19,-0.29,-0.04,99.16,8256.0,14.95,11.79
96.5,96.5,0.0,0.0,0.0,31.16,-0.29,-0.04,99.28,8256.0,14.95,11.79
96.6,96.6,0.0,0.0,0.0,31.16,-0.29,-0.04,99.28,8256.0,14.95,11.79
96.7,96.7,0.0,0.0,0.0,31.16,-0.29,-0.04,99.28,8256.0,14.95,11.79
96.8,96.8,0.0,0.0,0.0,31.16,-0.29,-0.04,99.28,8256.0,14.95,11.79
96.9,96.9,0.0,0.0,0.0,31.16,-0.29,-0.04,99.28,8256.0,14.95,11.79
97.0,97.0,0.0,0.0,0.0,31.12,-0.29,-0.04,99.38,8256.0,14.95,11.79
97.1,97.1,0.0,0.0,0.0,31.09,-0.29,-0.04,99.49,8256.0,14.95,11.79
97.2,97.2,0.0,0.0,0.0,31.05,-0.29,-0.03,99.59,8256.0,14.95,11.79
97.3,97.3,0.0,0.0,0.0,31.01,-0.29,-0.03,99.69,8256.0,14.95,11.79
97.4,97.4,0.0,0.0,0.0,30.97,-0.29,-0.03,99.79,8256.0,14.95,11.79
97.5,97.5,0.0,0.0,0.0,31.0,-0.29,-0.03,99.91,8256.0,14.96,11.79
97.6,97.6,0.0,0.0,0.0,31.04,-0.28,-0.03,100.04,8256.0,14.96,11.79
97.7,97.7,0.0,0.0,0.0,31.07,-0.28,-0.03,100.16,8256.0,14.96,11.79
97.8,97.8,0.0,0.0,0.0,31.1,-0.28,-0.03,100.29,8256.0,14.97,11.79
97.9,97.9,0.0,0.0,0.0,31.15,-0.28,-0.03,100.41,8256.0,14.97,11.79
98.0,98.0,0.0,0.0,0.0,31.2,-0.28,-0.03,100.54,8256.0,14.98,11.79
98.1,98.1,0.0,0.0,0.0,31.25,-0.27,-0.03,100.67,8256.0,14.98,11.79
98.2,98.2,0.0,0.0,0.0,31.29,-0.27,-0.03,100.79,8256.0,14.99,11.79
98.3,98.3,0.0,0.0,0.0,31.28,-0.27,-0.03,100.92,8256.0,15.0,11.79
98.4,98.4,0.0,0.0,0.0,31.27,-0.27,-0.03,101.04,8256.0,15.0,11.79
98.5,98.5,0.0,0.0,0.0,31.26,-0.27,-0.03,101.17,8256.0,15.01,11.79
98.6,98.6,0.0,0.0,0.0,31.25,-0.27,-0.03,101.29,8256.0,15.02,11.79
98.7,98.7,0.0,0.0,0.0,31.16,-0.26,-0.03,101.6,8256.0,15.04,11.79
98.8,98.8,0.0,0.0,0.0,31.07,-0.26,-0.03,101.9,8256.0,15.07,11.79
98.9,98.9,0.0,0.0,0.0,30.99,-0.26,-0.03,102.2,8256.0,15.1,11.79
99.0,99.0,0.0,0.0,0.0,30.9,-0.26,-0.03,102.5,8256.0,15.12,11.79
99.1,99.1,0.0,0.0,0.0,30.82,-0.26,-0.03,102.81,8256.0,15.15,11.79
99.2,99.2,0.0,0.0,0.0,30.82,-0.26,-0.03,102.81,8256.0,15.2,11.79
99.3,99.3,0.0,0.0,0.0,30.82,-0.26,-0.03,102.81,8256.0,15.26,11.79
99.4,99.4,0.0,0.0,0.0,30.82,-0.25,-0.04,102.81,8256.0,15.31,11.79
99.5,99.5,0.0,0.0,0.0,30.82,-0.25,-0.04,102.81,8256.0,15.37,11.79
99.6,99.6,0.0,0.0,0.0,30.82,-0.25,-0.04,103.01,8256.0,15.45,11.79
99.7,99.7,0.0,0.0,0.0,30.82,-0.25,-0.04,103.21,8256.0,15.53,11.79
99.8,99.8,0.0,0.0,0.0,30.83,-0.25,-0.04,103.41,8256.0,15.61,11.79
99.9,99.9,0.0,0.0,0.0,30.83,-0.25,-0.04,103.61,8256.0,15.69,11.79
100.0,100.0,0.0,0.0,0.0,30.84,-0.25,-0.04,103.81,8256.0,15.77,11.79
100.1,100.1,0.0,0.0,0.0,30.84,-0.25,-0.04,103.81,8256.0,15.87,11.79
100.2,100.2,0.0,0.0,0.0,30.84,-0.25,-0.04,103.81,8256.0,15.96,11.79
100.3,100.3,0.0,0.0,0.0,30.84,-0.25,-0.04,103.81,8256.0,16.06,11.79
100.4,100.4,0.0,0.0,0.0,30.84,-0.25,-0.04,103.81,8256.0,16.16,11.79
100.5,100.5,0.0,0.0,0.0,30.72,-0.25,-0.03,104.15,8256.0,16.41,11.79
100.6,100.6,0.0,0.0,0.0,30.67,-0.25,-0.02,104.41,8256.0,16.57,11.79
100.7,100.7,0.0,0.0,0.0,30.7,-0.25,-0.02,104.6,8256.0,16.62,11.79
100.8,100.8,0.0,0.0,0.0,30.72,-0.25,-0.02,104.79,8256.0,16.67,11.79
100.9,100.9,0.0,0.0,0.0,30.74,-0.25,-0.02,104.98,8256.0,16.73,11.79
101.0,101.0,0.0,0.0,0.0,30.77,-0.24,-0.01,105.17,8256.0,16.78,11.79
101.1,101.1,0.0,0.0,0.0,30.78,-0.24,-0.01,105.26,8256.0,16.84,11.79
101.2,101.2,0.0,0.0,0.0,30.78,-0.24,-0.01,105.26,8256.0,16.9,11.79
101.3,101.3,0.0,0.0,0.0,30.78,-0.24,-0.01,105.26,8256.0,16.96,11.79
101.4,101.4,0.0,0.0,0.0,30.78,-0.24,0.0,105.26,8256.0,17.02,11.79
101.5,101.5,0.0,0.0,0.0,30.78,-0.24,0.0,105.26,8256.0,17.08,11.79
101.6,101.6,0.0,0.0,0.0,30.78,-0.24,0.0,105.26,8256.0,17.13,11.79
101.7,101.7,0.0,0.0,0.0,30.78,-0.24,-0.01,105.26,8256.0,17.18,11.79
101.8,101.8,0.0,0.0,0.0,30.78,-0.24,-0.01,105.26,8256.0,17.24,11.79
101.9,101.9,0.0,0.0,0.0,30.75,-0.24,-0.01,105.44,8256.0,17.28,11.79
102.0,102.0,0.0,0.0,0.0,30.68,-0.24,-0.01,105.79,8256.0,17.32,11.79
102.1,102.1,0.0,0.0,0.0,30.61,-0.23,-0.02,106.14,8256.0,17.37,11.79
102.2,102.2,0.0,0.0,0.0,30.55,-0.23,-0.02,106.5,8256.0,17.41,11.79
102.3,102.3,0.0,0.0,0.0,30.52,-0.23,-0.02,106.67,8256.0,17.44,11.79
102.4,102.4,0.0,0.0,0.0,30.52,-0.23,-0.02,106.67,8256.0,17.47,11.79
102.5,102.5,0.0,0.0,0.0,30.52,-0.23,-0.03,106.67,8256.0,17.5,11.79
102.6,102.6,0.0,0.0,0.0,30.52,-0.23,-0.03,106.67,8256.0,17.52,11.79
102.7,102.7,0.0,0.0,0.0,30.52,-0.23,-0.03,106.67,8256.0,17.55,11.79
102.8,102.8,0.0,0.0,0.0,30.54,-0.23,-0.03,106.76,8256.0,17.58,11.79
102.9,102.9,0.0,0.0,0.0,30.56,-0.23,-0.03,106.86,8256.0,17.6,11.79
103.0,103.0,0.0,0.0,0.0,30.58,-0.23,-0.03,106.95,8256.0,17.62,11.79
103.1,103.1,0.0,0.0,0.0,30.6,-0.23,-0.03,107.05,8256.0,17.65,11.79
103.2,103.2,0.0,0.0,0.0,30.62,-0.23,-0.03,107.14,8256.0,17.67,11.79
103.3,103.3,0.0,0.0,0.0,30.66,-0.23,-0.03,107.23,8256.0,17.7,11.79
103.4,103.4,0.0,0.0,0.0,30.7,-0.23,-0.03,107.33,8256.0,17.72,11.79
103.5,103.5,0.0,0.0,0.0,30.73,-0.23,-0.03,107.42,8256.0,17.75,11.79
103.6,103.6,0.0,0.0,0.0,30.77,-0.23,-0.03,107.51,8256.0,17.77,11.79
103.7,103.7,0.0,0.0,0.0,30.8,-0.23,-0.03,107.61,8256.0,17.8,11.79
103.8,103.8,0.0,0.0,0.0,30.8,-0.23,-0.03,107.7,8256.0,17.82,11.79
103.9,103.9,0.0,0.0,0.0,30.79,-0.23,-0.03,107.79,8256.0,17.85,11.79
104.0,104.0,0.0,0.0,0.0,30.79,-0.23,-0.03,107.89,8256.0,17.88,11.79
104.1,104.1,0.0,0.0,0.0,30.78,-0.23,-0.03,107.98,8256.0,17.9,11.79
104.2,104.2,0.0,0.0,0.0,30.78,-0.24,-0.03,108.07,8256.0,17.93,11.79
104.3,104.3,0.0,0.0,0.0,30.75,-0.24,-0.03,108.17,8256.0,17.95,11.79
104.4,104.4,0.0,0.0,0.0,30.72,-0.24,-0.03,108.26,8256.0,17.97,11.79
104.5,104.5,0.0,0.0,0.0,30.69,-0.24,-0.03,108.36,8256.0,17.99,11.79
104.6,104.6,0.0,0.0,0.0,30.66,-0.24,-0.03,108.45,8256.0,18.02,11.79
104.7,104.7,0.0,0.0,0.0,30.64,-0.24,-0.03,108.54,8256.0,18.04,11.79
104.8,104.8,0.0,0.0,0.0,30.65,-0.25,-0.03,108.7,8256.0,18.07,11.79
104.9,104.9,0.0,0.0,0.0,30.66,-0.25,-0.03,108.86,8256.0,18.1,11.79
105.0,105.0,0.0,0.0,0.0,30.67,-0.25,-0.03,109.01,8256.0,18.14,11.79
105.1,105.1,0.0,0.0,0.0,30.68,-0.26,-0.03,109.17,8256.0,18.17,11.79
105.2,105.2,0.0,0.0,0.0,30.7,-0.26,-0.03,109.32,8256.0,18.2,11.79
105.3,105.3,0.0,0.0,0.0,30.71,-0.27,-0.03,109.48,8256.0,18.23,11.79
105.4,105.4,0.0,0.0,0.0,30.71,-0.27,-0.03,109.69,8256.0,18.27,11.79
105.5,105.5,0.0,0.0,0.0,30.71,-0.27,-0.04,109.89,8256.0,18.3,11.79
105.6,105.6,0.0,0.0,0.0,30.71,-0.27,-0.04,110.1,8256.0,18.33,11.79
105.7,105.7,0.0,0.0,0.0,30.71,-0.28,-0.04,110.31,8256.0,18.36,11.79
105.8,105.8,0.0,0.0,0.0,30.71,-0.28,-0.04,110.41,8256.0,18.41,11.79
105.9,105.9,0.0,0.0,0.0,30.71,-0.28,-0.04,110.41,8256.0,18.49,11.79
106.0,106.0,0.0,0.0,0.0,30.71,-0.29,-0.04,110.41,8256.0,18.56,11.79
106.1,106.1,0.0,0.0,0.0,30.68,-0.29,-0.04,110.5,8256.0,18.59,11.79
106.2,106.2,0.0,0.0,0.0,30.65,-0.29,-0.04,110.58,8256.0,18.62,11.79
106.3,106.3,0.0,0.0,0.0,30.62,-0.3,-0.04,110.67,8256.0,18.65,11.79
106.4,106.4,0.0,0.0,0.0,30.59,-0.3,-0.04,110.75,8256.0,18.69,11.79
106.5,106.5,0.0,0.0,0.0,30.57,-0.3,-0.04,110.84,8256.0,18.72,11.79
106.6,106.6,0.0,0.0,0.0,30.51,-0.3,-0.04,110.97,8256.0,18.75,11.79
106.7,106.7,0.0,0.0,0.0,30.43,-0.31,-0.04,111.15,8256.0,18.78,11.79
106.8,106.8,0.0,0.0,0.0,30.35,-0.31,-0.04,111.33,8256.0,18.81,11.79
106.9,106.9,0.0,0.0,0.0,30.27,-0.31,-0.04,111.5,8256.0,18.84,11.79
107.0,107.0,0.0,0.0,0.0,30.19,-0.32,-0.04,111.68,8256.0,18.87,11.79
107.1,107.1,0.0,0.0,0.0,30.13,-0.32,-0.04,111.8,8256.0,18.9,11.79
