MD,TVD,RPMA,WOBA,MFIA,HKLA,TQA,SPPA,DBTM,STKC,MFOA,ROPA
1565.3,1508.01,22.2,0.0,1192.31,49.11,7.46,18805.3,1565.03,10455.0,46.72,24.5
1565.4,1508.11,22.32,0.27,1192.33,49.13,7.46,18804.34,1565.14,10457.41,46.72,24.45
1565.5,1508.21,22.44,0.54,1192.35,49.15,7.46,18803.37,1565.24,10459.82,46.71,24.4
1565.6,1508.31,22.56,0.81,1192.36,49.17,7.46,18802.41,1565.35,10462.24,46.71,24.35
1565.7,1508.41,22.68,1.07,1192.38,49.19,7.46,18801.45,1565.45,10464.65,46.7,24.29
1565.8,1508.5,22.79,1.34,1192.4,49.21,7.46,18800.48,1565.56,10467.06,46.7,24.24
1565.9,1508.6,22.91,1.61,1192.42,49.23,7.46,18799.52,1565.66,10469.47,46.69,24.19
1566.0,1508.7,23.03,1.88,1192.44,49.25,7.46,18798.56,1565.77,10471.89,46.68,24.14
1566.1,1508.8,23.15,2.15,1192.45,49.27,7.46,18797.59,1565.87,10474.3,46.68,24.09
1566.2,1508.9,23.27,2.42,1192.47,49.29,7.46,18796.63,1565.98,10476.71,46.67,24.04
1566.3,1508.99,23.39,2.68,1192.49,49.31,7.46,18795.67,1566.08,10479.13,46.67,23.99
1566.4,1509.09,23.51,2.95,1192.51,49.33,7.46,18794.7,1566.19,10481.54,46.66,23.93
1566.5,1509.19,23.63,3.22,1192.53,49.35,7.46,18793.74,1566.29,10483.95,46.66,23.88
1566.6,1509.29,23.75,3.49,1192.54,49.37,7.47,18792.78,1566.4,10486.36,46.65,23.83
1566.7,1509.38,23.87,3.76,1192.56,49.39,7.47,18791.81,1566.51,10488.78,46.65,23.78
1566.8,1509.48,23.99,4.03,1192.58,49.41,7.47,18790.85,1566.61,10491.19,46.64,23.73
1566.9,1509.58,24.11,4.29,1192.6,49.43,7.47,18789.89,1566.72,10493.6,46.64,23.68
1567.0,1509.68,24.23,4.56,1192.62,49.45,7.47,18788.92,1566.82,10496.01,46.63,23.62
1567.1,1509.78,24.35,4.83,1192.63,49.47,7.47,18787.96,1566.93,10498.43,46.62,23.57
1567.2,1509.87,24.47,5.1,1192.65,49.49,7.47,18787.0,1567.03,10500.84,46.62,23.52
1567.3,1509.97,24.59,5.37,1192.67,49.51,7.47,18786.03,1567.14,10503.25,46.61,23.47
1567.4,1510.07,24.71,5.64,1192.69,49.53,7.47,18785.07,1567.24,10505.66,46.61,23.42
1567.5,1510.17,24.83,5.91,1192.71,49.55,7.47,18784.11,1567.35,10508.08,46.6,23.37
1567.6,1510.26,24.95,6.17,1192.72,49.57,7.47,18783.14,1567.45,10510.49,46.6,23.32
1567.7,1510.36,25.07,6.44,1192.74,49.59,7.47,18782.18,1567.56,10512.9,46.59,23.26
1567.8,1510.46,25.19,6.71,1192.76,49.61,7.48,18781.22,1567.66,10515.31,46.59,23.21
1567.9,1510.56,25.31,6.98,1192.78,49.63,7.48,18780.25,1567.77,10517.73,46.58,23.16
1568.0,1510.66,25.42,7.25,1192.8,49.65,7.48,18779.29,1567.88,10520.14,46.58,23.11
1568.1,1510.75,25.54,7.52,1192.81,49.67,7.48,18778.33,1567.98,10522.55,46.57,23.06
1568.2,1510.85,25.66,7.78,1192.83,49.69,7.48,18777.36,1568.09,10524.97,46.56,23.01
1568.3,1510.95,25.78,8.05,1192.85,49.71,7.48,18776.4,1568.19,10527.38,46.56,22.95
1568.4,1511.05,25.9,8.32,1192.87,49.73,7.48,18775.44,1568.3,10529.79,46.55,22.9
1568.5,1511.14,26.02,8.59,1192.89,49.75,7.48,18774.47,1568.4,10532.2,46.55,22.85
1568.6,1511.24,26.14,8.86,1192.9,49.77,7.48,18773.51,1568.51,10534.62,46.54,22.8
1568.7,1511.34,26.26,9.13,1192.92,49.79,7.48,18772.55,1568.61,10537.03,46.54,22.75
1568.8,1511.44,26.38,9.39,1192.94,49.81,7.48,18771.58,1568.72,10539.44,46.53,22.7
1568.9,1511.54,26.5,9.66,1192.96,49.83,7.48,18770.62,1568.82,10541.85,46.53,22.65
1569.0,1511.63,26.62,9.93,1192.98,49.85,7.48,18769.66,1568.93,10544.27,46.52,22.59
1569.1,1511.73,26.74,10.2,1192.99,49.87,7.49,18768.69,1569.03,10546.68,46.52,22.54
1569.2,1511.83,26.86,10.47,1193.01,49.89,7.49,18767.73,1569.14,10549.09,46.51,22.49
1569.3,1511.93,26.98,10.74,1193.03,49.91,7.49,18766.77,1569.25,10551.5,46.5,22.44
1569.4,1512.02,27.1,11.01,1193.05,49.93,7.49,18765.8,1569.35,10553.92,46.5,22.39
1569.5,1512.12,27.22,11.27,1193.07,49.95,7.49,18764.84,1569.46,10556.33,46.49,22.34
1569.6,1512.22,27.34,11.54,1193.08,49.97,7.49,18763.88,1569.56,10558.74,46.49,22.28
1569.7,1512.32,27.46,11.81,1193.1,49.99,7.49,18762.91,1569.67,10561.15,46.48,22.23
1569.8,1512.41,27.58,12.08,1193.12,50.01,7.49,18761.95,1569.77,10563.57,46.48,22.18
1569.9,1512.51,27.7,12.35,1193.14,50.03,7.49,18760.99,1569.88,10565.98,46.47,22.13
1570.0,1512.61,27.82,12.62,1193.16,50.05,7.49,18760.02,1569.98,10568.39,46.47,22.08
1570.1,1512.71,27.94,12.88,1193.18,50.07,7.49,18759.06,1570.09,10570.81,46.46,22.03
1570.2,1512.81,28.05,13.15,1193.19,50.09,7.49,18758.1,1570.19,10573.22,46.46,21.98
1570.3,1512.9,28.17,13.42,1193.21,50.11,7.49,18757.13,1570.3,10575.63,46.45,21.92
1570.4,1513.0,28.29,13.69,1193.23,50.13,7.5,18756.17,1570.4,10578.04,46.44,21.87
1570.5,1513.1,28.41,13.96,1193.25,50.15,7.5,18755.21,1570.51,10580.46,46.44,21.82
1570.6,1513.2,28.53,14.23,1193.27,50.17,7.5,18754.24,1570.62,10582.87,46.43,21.77
1570.7,1513.29,28.65,14.5,1193.28,50.19,7.5,18753.28,1570.72,10585.28,46.43,21.72
1570.8,1513.39,28.77,14.76,1193.3,50.21,7.5,18752.32,1570.83,10587.69,46.42,21.67
1570.9,1513.49,28.89,15.03,1193.32,50.23,7.5,18751.35,1570.93,10590.11,46.42,21.61
1571.0,1513.59,29.01,15.3,1193.34,50.25,7.5,18750.39,1571.04,10592.52,46.41,21.56
1571.1,1513.68,29.13,15.57,1193.36,50.27,7.5,18749.43,1571.14,10594.93,46.41,21.51
1571.2,1513.78,29.25,15.84,1193.37,50.29,7.5,18748.46,1571.25,10597.34,46.4,21.46
1571.3,1513.88,29.37,16.11,1193.39,50.31,7.5,18747.5,1571.35,10599.76,46.4,21.41
1571.4,1513.98,29.49,16.37,1193.41,50.33,7.5,18746.54,1571.46,10602.17,46.39,21.36
1571.5,1514.07,29.61,16.64,1193.43,50.35,7.5,18745.57,1571.56,10604.58,46.38,21.31
1571.6,1514.17,29.73,16.91,1193.45,50.37,7.5,18744.61,1571.67,10606.99,46.38,21.25
1571.7,1514.27,29.85,17.18,1193.46,50.39,7.51,18743.65,1571.77,10609.41,46.37,21.2
1571.8,1514.37,29.97,17.45,1193.48,50.41,7.51,18742.68,1571.88,10611.82,46.37,21.15
1571.9,1514.46,30.09,17.72,1193.5,50.43,7.51,18741.72,1571.99,10614.23,46.36,21.1
1572.0,1514.56,30.21,17.98,1193.52,50.45,7.51,18740.76,1572.09,10616.65,46.36,21.05
1572.1,1514.66,30.33,18.25,1193.54,50.47,7.51,18739.79,1572.2,10619.06,46.35,21.0
1572.2,1514.76,30.45,18.52,1193.55,50.49,7.51,18738.83,1572.3,10621.47,46.35,20.94
1572.3,1514.85,30.57,18.79,1193.57,50.51,7.51,18737.87,1572.41,10623.88,46.34,20.89
1572.4,1514.95,30.68,19.06,1193.59,50.53,7.51,18736.9,1572.51,10626.3,46.34,20.84
1572.5,1515.05,30.8,19.33,1193.61,50.55,7.51,18735.94,1572.62,10628.71,46.33,20.79
1572.6,1515.15,30.92,19.6,1193.63,50.57,7.51,18734.98,1572.72,10631.12,46.32,20.74
1572.7,1515.24,31.04,19.86,1193.64,50.59,7.51,18734.01,1572.83,10633.53,46.32,20.69
1572.8,1515.34,31.16,20.13,1193.66,50.61,7.51,18733.05,1572.93,10635.95,46.31,20.64
1572.9,1515.44,31.28,20.4,1193.68,50.63,7.51,18732.09,1573.04,10638.36,46.31,20.58
1573.0,1515.54,31.4,20.67,1193.7,50.65,7.52,18731.12,1573.14,10640.77,46.3,20.53
1573.1,1515.63,31.52,20.94,1193.72,50.67,7.52,18730.16,1573.25,10643.18,46.3,20.48
1573.2,1515.73,31.64,21.21,1193.73,50.69,7.52,18729.19,1573.36,10645.6,46.29,20.43
1573.3,1515.83,31.76,21.47,1193.75,50.71,7.52,18728.23,1573.46,10648.01,46.29,20.38
1573.4,1515.93,31.88,21.74,1193.77,50.73,7.52,18727.27,1573.57,10650.42,46.28,20.33
1573.5,1516.02,32.0,22.01,1193.79,50.75,7.52,18726.3,1573.67,10652.83,46.28,20.27
1573.6,1516.12,32.12,22.28,1193.81,50.77,7.52,18725.34,1573.78,10655.25,46.27,20.22
1573.7,1516.22,32.24,22.55,1193.82,50.79,7.52,18724.38,1573.88,10657.66,46.26,20.17
1573.8,1516.32,32.36,22.82,1193.84,50.81,7.52,18723.41,1573.99,10660.07,46.26,20.12
1573.9,1516.41,32.48,23.08,1193.86,50.83,7.52,18722.45,1574.09,10662.49,46.25,20.07
1574.0,1516.51,32.6,23.35,1193.88,50.85,7.52,18721.49,1574.2,10664.9,46.25,20.02
1574.1,1516.61,32.72,23.62,1193.9,50.87,7.52,18720.52,1574.3,10667.31,46.24,19.97
1574.2,1516.71,32.84,23.89,1193.91,50.89,7.52,18719.56,1574.41,10669.72,46.24,19.91
1574.3,1516.8,32.96,24.16,1193.93,50.91,7.53,18718.6,1574.52,10672.14,46.23,19.86
1574.4,1516.9,33.08,24.43,1193.95,50.93,7.53,18717.63,1574.62,10674.55,46.23,19.81
1574.5,1517.0,33.2,24.7,1193.97,50.95,7.53,18716.67,1574.73,10676.96,46.22,19.76
1574.6,1517.1,33.31,24.96,1193.99,50.97,7.53,18715.71,1574.83,10679.37,46.22,19.71
1574.7,1517.19,33.43,25.23,1194.0,50.99,7.53,18714.74,1574.94,10681.79,46.21,19.66
1574.8,1517.29,33.55,25.5,1194.02,51.01,7.53,18713.78,1575.04,10684.2,46.2,19.6
1574.9,1517.39,33.67,25.77,1194.04,51.03,7.53,18712.82,1575.15,10686.61,46.2,19.55
1575.0,1517.49,33.79,26.04,1194.06,51.05,7.53,18711.85,1575.25,10689.02,46.19,19.5
1575.1,1517.58,33.91,26.31,1194.08,51.07,7.53,18710.89,1575.36,10691.44,46.19,19.45
1575.2,1517.68,34.03,26.57,1194.09,51.09,7.53,18709.93,1575.46,10693.85,46.18,19.4
1575.3,1517.78,34.15,26.84,1194.11,51.11,7.53,18708.96,1575.57,10696.26,46.18,19.35
1575.4,1517.88,34.27,27.11,1194.13,51.13,7.53,18708.0,1575.67,10698.67,46.17,19.3
1575.5,1517.97,34.39,27.38,1194.15,51.15,7.53,18707.04,1575.78,10701.09,46.17,19.24
1575.6,1518.07,34.51,27.65,1194.17,51.17,7.54,18706.07,1575.89,10703.5,46.16,19.19
1575.7,1518.17,34.63,27.92,1194.18,51.19,7.54,18705.11,1575.99,10705.91,46.16,19.14
1575.8,1518.26,34.75,28.18,1194.2,51.21,7.54,18704.15,1576.1,10708.33,46.15,19.09
1575.9,1518.36,34.87,28.45,1194.22,51.23,7.54,18703.18,1576.2,10710.74,46.14,19.04
1576.0,1518.46,34.99,28.72,1194.24,51.25,7.54,18702.22,1576.31,10713.15,46.14,18.99
1576.1,1518.56,35.11,28.99,1194.26,51.27,7.54,18701.26,1576.41,10715.56,46.13,18.93
1576.2,1518.65,35.23,29.26,1194.27,51.29,7.54,18700.29,1576.52,10717.98,46.13,18.88
1576.3,1518.75,35.35,29.53,1194.29,51.31,7.54,18699.33,1576.62,10720.39,46.12,18.83
1576.4,1518.85,35.47,29.8,1194.31,51.33,7.54,18698.37,1576.73,10722.8,46.12,18.78
1576.5,1518.95,35.59,30.06,1194.33,51.35,7.54,18697.4,1576.83,10725.21,46.11,18.73
1576.6,1519.04,35.71,30.33,1194.35,51.37,7.54,18696.44,1576.94,10727.63,46.11,18.68
1576.7,1519.14,35.83,30.6,1194.36,51.39,7.54,18695.48,1577.04,10730.04,46.1,18.63
1576.8,1519.24,35.94,30.87,1194.38,51.41,7.54,18694.51,1577.15,10732.45,46.1,18.57
1576.9,1519.33,36.06,31.14,1194.4,51.43,7.55,18693.55,1577.26,10734.86,46.09,18.52
1577.0,1519.43,36.18,31.41,1194.42,51.45,7.55,18692.59,1577.36,10737.28,46.08,18.47
1577.1,1519.53,36.3,31.67,1194.44,51.47,7.55,18691.62,1577.47,10739.69,46.08,18.42
1577.2,1519.63,36.42,31.94,1194.45,51.49,7.55,18690.66,1577.57,10742.1,46.07,18.37
1577.3,1519.72,36.54,32.21,1194.47,51.51,7.55,18689.7,1577.68,10744.51,46.07,18.32
1577.4,1519.82,36.66,32.48,1194.49,51.53,7.55,18688.73,1577.78,10746.93,46.06,18.26
1577.5,1519.92,36.78,32.75,1194.51,51.55,7.55,18687.77,1577.89,10749.34,46.06,18.21
1577.6,1520.02,36.9,33.02,1194.53,51.57,7.55,18686.81,1577.99,10751.75,46.05,18.16
1577.7,1520.11,37.02,33.29,1194.54,51.59,7.55,18685.84,1578.1,10754.17,46.05,18.11
1577.8,1520.21,37.14,33.55,1194.56,51.61,7.55,18684.88,1578.2,10756.58,46.04,18.06
1577.9,1520.31,37.26,33.82,1194.58,51.63,7.55,18683.92,1578.31,10758.99,46.04,18.01
1578.0,1520.4,37.38,34.09,1194.6,51.65,7.55,18682.95,1578.41,10761.4,46.03,17.96
1578.1,1520.5,37.5,34.36,1194.62,51.67,7.55,18681.99,1578.52,10763.82,46.02,17.9
1578.2,1520.6,37.62,34.63,1194.63,51.69,7.56,18681.03,1578.63,10766.23,46.02,17.85
1578.3,1520.7,37.74,34.9,1194.65,51.71,7.56,18680.06,1578.73,10768.64,46.01,17.8
1578.4,1520.79,37.86,35.16,1194.67,51.73,7.56,18679.1,1578.84,10771.05,46.01,17.75
1578.5,1520.89,37.98,35.43,1194.69,51.75,7.56,18678.14,1578.94,10773.47,46.0,17.7
1578.6,1520.99,38.1,35.7,1194.71,51.77,7.56,18677.17,1579.05,10775.88,46.0,17.65
1578.7,1521.08,38.22,35.97,1194.72,51.79,7.56,18676.21,1579.15,10778.29,45.99,17.59
1578.8,1521.18,38.34,36.24,1194.74,51.81,7.56,18675.25,1579.26,10780.7,45.99,17.54
1578.9,1521.28,38.45,36.51,1194.76,51.83,7.56,18674.28,1579.36,10783.12,45.98,17.49
1579.0,1521.38,38.57,36.77,1194.78,51.85,7.56,18673.32,1579.47,10785.53,45.98,17.44
1579.1,1521.47,38.69,37.04,1194.8,51.87,7.56,18672.36,1579.57,10787.94,45.97,17.39
1579.2,1521.57,38.81,37.31,1194.81,51.89,7.56,18671.39,1579.68,10790.35,45.96,17.34
1579.3,1521.67,38.93,37.58,1194.83,51.91,7.56,18670.43,1579.78,10792.77,45.96,17.29
1579.4,1521.76,39.05,37.85,1194.85,51.93,7.56,18669.47,1579.89,10795.18,45.95,17.23
1579.5,1521.86,39.17,38.12,1194.87,51.95,7.57,18668.5,1580.0,10797.59,45.95,17.18
1579.6,1521.96,39.29,38.39,1194.89,51.97,7.57,18667.54,1580.1,10800.01,45.94,17.13
1579.7,1522.06,39.41,38.65,1194.91,51.99,7.57,18666.58,1580.21,10802.42,45.94,17.08
1579.8,1522.15,39.53,38.92,1194.92,52.01,7.57,18665.61,1580.31,10804.83,45.93,17.03
1579.9,1522.25,39.65,39.19,1194.94,52.03,7.57,18664.65,1580.42,10807.24,45.93,16.98
1580.0,1522.35,39.77,39.46,1194.96,52.05,7.57,18663.69,1580.52,10809.66,45.92,16.92
1580.1,1522.44,39.89,39.73,1194.98,52.07,7.57,18662.72,1580.63,10812.07,45.92,16.87
1580.2,1522.54,40.01,40.0,1195.0,52.09,7.57,18661.76,1580.73,10814.48,45.91,16.82
1580.3,1522.64,40.13,40.26,1195.01,52.11,7.57,18660.8,1580.84,10816.89,45.9,16.77
1580.4,1522.74,40.25,40.53,1195.03,52.13,7.57,18659.83,1580.94,10819.31,45.9,16.72
1580.5,1522.83,40.37,40.8,1195.05,52.15,7.57,18658.87,1581.05,10821.72,45.89,16.67
1580.6,1522.93,40.49,41.07,1195.07,52.17,7.57,18657.91,1581.15,10824.13,45.89,16.62
1580.7,1523.03,40.61,41.34,1195.09,52.19,7.57,18656.94,1581.26,10826.54,45.88,16.56
1580.8,1523.12,40.73,41.61,1195.1,52.21,7.58,18655.98,1581.37,10828.96,45.88,16.51
1580.9,1523.22,40.85,41.87,1195.12,52.23,7.58,18655.02,1581.47,10831.37,45.87,16.46
1581.0,1523.32,40.97,42.14,1195.14,52.25,7.58,18654.05,1581.58,10833.78,45.87,16.41
1581.1,1523.42,41.08,42.41,1195.16,52.27,7.58,18653.09,1581.68,10836.19,45.86,16.36
1581.2,1523.51,41.2,42.68,1195.18,52.29,7.58,18652.13,1581.79,10838.61,45.86,16.31
1581.3,1523.61,41.32,42.95,1195.19,52.31,7.58,18651.16,1581.89,10841.02,45.85,16.25
1581.4,1523.71,41.44,43.22,1195.21,52.33,7.58,18650.2,1582.0,10843.43,45.84,16.2
1581.5,1523.8,41.56,43.49,1195.23,52.35,7.58,18649.24,1582.1,10845.85,45.84,16.15
1581.6,1523.9,41.68,43.75,1195.25,52.37,7.58,18648.27,1582.21,10848.26,45.83,16.1
1581.7,1524.0,41.8,44.02,1195.27,52.39,7.58,18647.31,1582.31,10850.67,45.83,16.05
1581.8,1524.09,41.92,44.29,1195.28,52.41,7.58,18646.34,1582.42,10853.08,45.82,16.0
1581.9,1524.19,42.04,44.56,1195.3,52.43,7.58,18645.38,1582.52,10855.5,45.82,15.95
1582.0,1524.29,42.16,44.83,1195.32,52.45,7.59,18644.42,1582.63,10857.91,45.81,15.89
1582.1,1524.39,42.28,45.1,1195.34,52.47,7.59,18643.45,1582.74,10860.32,45.81,15.84
1582.2,1524.48,42.4,45.36,1195.36,52.49,7.59,18642.49,1582.84,10862.73,45.8,15.79
1582.3,1524.58,42.52,45.63,1195.37,52.51,7.59,18641.53,1582.95,10865.15,45.8,15.74
1582.4,1524.68,42.64,45.9,1195.39,52.53,7.59,18640.56,1583.05,10867.56,45.79,15.69
1582.5,1524.77,42.76,46.17,1195.41,52.55,7.59,18639.6,1583.16,10869.97,45.78,15.64
1582.6,1524.87,42.88,46.44,1195.43,52.57,7.59,18638.64,1583.26,10872.38,45.78,15.58
1582.7,1524.97,43.0,46.71,1195.45,52.59,7.59,18637.67,1583.37,10874.8,45.77,15.53
1582.8,1525.06,43.12,46.97,1195.46,52.61,7.59,18636.71,1583.47,10877.21,45.77,15.48
1582.9,1525.16,43.24,47.24,1195.48,52.63,7.59,18635.75,1583.58,10879.62,45.76,15.43
1583.0,1525.26,43.36,47.51,1195.5,52.65,7.59,18634.78,1583.68,10882.03,45.76,15.38
1583.1,1525.35,43.48,47.78,1195.52,52.67,7.59,18633.82,1583.79,10884.45,45.75,15.33
1583.2,1525.45,43.6,48.05,1195.54,52.69,7.59,18632.86,1583.89,10886.86,45.75,15.28
1583.3,1525.55,43.71,48.32,1195.55,52.71,7.6,18631.89,1584.0,10889.27,45.74,15.22
1583.4,1525.65,43.83,48.59,1195.57,52.73,7.6,18630.93,1584.11,10891.69,45.74,15.17
1583.5,1525.74,43.95,48.85,1195.59,52.75,7.6,18629.97,1584.21,10894.1,45.73,15.12
1583.6,1525.84,44.07,49.12,1195.61,52.77,7.6,18629.0,1584.32,10896.51,45.72,15.07
1583.7,1525.94,44.19,49.39,1195.63,52.79,7.6,18628.04,1584.42,10898.92,45.72,15.02
1583.8,1526.03,44.31,49.66,1195.64,52.81,7.6,18627.08,1584.53,10901.34,45.71,14.97
1583.9,1526.13,44.43,49.93,1195.66,52.83,7.6,18626.11,1584.63,10903.75,45.71,14.91
1584.0,1526.23,44.55,50.2,1195.68,52.85,7.6,18625.15,1584.74,10906.16,45.7,14.86
1584.1,1526.32,44.67,50.46,1195.7,52.87,7.6,18624.19,1584.84,10908.57,45.7,14.81
1584.2,1526.42,44.79,50.73,1195.72,52.89,7.6,18623.22,1584.95,10910.99,45.69,14.76
1584.3,1526.52,44.91,51.0,1195.73,52.91,7.6,18622.26,1585.05,10913.4,45.69,14.71
1584.4,1526.61,45.03,51.27,1195.75,52.93,7.6,18621.3,1585.16,10915.81,45.68,14.66
1584.5,1526.71,45.15,51.54,1195.77,52.95,7.6,18620.33,1585.26,10918.22,45.68,14.61
1584.6,1526.81,45.27,51.81,1195.79,52.97,7.61,18619.37,1585.37,10920.64,45.67,14.55
1584.7,1526.9,45.39,52.08,1195.81,52.99,7.61,18618.41,1585.48,10923.05,45.66,14.5
1584.8,1527.0,45.51,52.34,1195.82,53.01,7.61,18617.44,1585.58,10925.46,45.66,14.45
1584.9,1527.1,45.63,52.61,1195.84,53.03,7.61,18616.48,1585.69,10927.87,45.65,14.4
1585.0,1527.2,45.75,52.88,1195.86,53.05,7.61,18615.52,1585.79,10930.29,45.65,14.35
1585.1,1527.29,45.87,53.15,1195.88,53.07,7.61,18614.55,1585.9,10932.7,45.64,14.3
1585.2,1527.39,45.99,53.42,1195.9,53.09,7.61,18613.59,1586.0,10935.11,45.64,14.24
1585.3,1527.49,46.11,53.69,1195.91,53.11,7.61,18612.63,1586.11,10937.53,45.63,14.19
1585.4,1527.58,46.23,53.95,1195.93,53.13,7.61,18611.66,1586.21,10939.94,45.63,14.14
1585.5,1527.68,46.34,54.22,1195.95,53.15,7.61,18610.7,1586.32,10942.35,45.62,14.09
1585.6,1527.78,46.46,54.49,1195.97,53.17,7.61,18609.74,1586.42,10944.76,45.62,14.04
1585.7,1527.87,46.58,54.76,1195.99,53.19,7.61,18608.77,1586.53,10947.18,45.61,13.99
1585.8,1527.97,46.7,55.03,1196.0,53.21,7.61,18607.81,1586.63,10949.59,45.6,13.94
1585.9,1528.07,46.82,55.3,1196.02,53.23,7.62,18606.85,1586.74,10952.0,45.6,13.88
1586.0,1528.16,46.94,55.56,1196.04,53.25,7.62,18605.88,1586.85,10954.41,45.59,13.83
1586.1,1528.26,47.06,55.83,1196.06,53.27,7.62,18604.92,1586.95,10956.83,45.59,13.78
1586.2,1528.36,47.18,56.1,1196.08,53.29,7.62,18603.96,1587.06,10959.24,45.58,13.73
1586.3,1528.45,47.3,56.37,1196.09,53.31,7.62,18602.99,1587.16,10961.65,45.58,13.68
