MD,TVD,RPMA,WOBA,MFIA,HKLA,TQA,SPPA,DBTM,STKC,MFOA,ROPA
1638.4,1578.37,79.95,2.97,1013.93,53.95,5.49,18.08,1638.56,52729.77,26.33,2.76
1638.5,1578.46,79.99,3.96,1013.33,52.95,4.63,18.1,1638.68,52813.0,26.71,2.76
1638.6,1578.55,79.71,5.49,1013.45,51.43,5.42,18.1,1638.76,52874.0,26.7,2.76
1638.7,1578.65,79.96,5.1,1013.33,51.82,5.72,18.12,1638.86,53046.0,26.42,2.76
1638.8,1578.74,80.38,5.12,1014.17,51.8,5.35,18.11,1638.96,53137.95,26.47,2.76
1638.9,1578.84,80.79,4.98,1014.17,51.94,5.72,18.11,1639.07,53236.98,26.39,2.04
1639.0,1578.93,79.36,4.87,1013.45,52.05,5.54,18.11,1639.17,53331.0,26.46,2.04
1639.1,1579.02,81.06,4.99,1013.57,51.93,5.42,18.16,1639.28,53401.0,26.29,2.04
1639.2,1579.12,81.06,4.92,1013.81,52.0,5.62,18.11,1639.4,53463.0,26.38,2.04
1639.3,1579.21,79.73,5.16,1014.17,51.76,5.9,18.12,1639.49,53506.98,26.64,2.04
1639.4,1579.31,80.25,5.41,1014.29,51.51,5.55,18.14,1639.59,53569.99,26.49,2.04
1639.5,1579.4,80.44,5.57,1013.69,51.35,5.65,18.14,1639.69,53632.0,26.33,2.04
1639.6,1579.49,80.35,5.79,1013.93,51.13,5.71,18.16,1639.8,53699.0,26.41,2.04
1639.7,1579.59,80.46,5.75,1012.98,51.17,4.62,18.12,1639.88,53838.0,26.24,2.04
1639.8,1579.68,79.49,5.46,1013.45,51.46,5.21,18.12,1639.99,53971.96,26.69,2.04
1639.9,1579.77,80.91,5.59,1013.22,51.33,6.14,18.2,1640.09,54067.98,26.88,4.21
1640.0,1579.87,79.51,5.65,1013.57,51.27,5.35,18.12,1640.2,54167.0,26.41,4.21
1640.1,1579.96,80.88,5.64,1013.81,51.28,5.37,18.15,1640.3,54259.0,26.6,4.21
1640.2,1580.06,81.04,5.83,1013.57,51.09,5.21,18.17,1640.4,54377.0,26.41,4.21
1640.3,1580.15,80.02,5.46,1013.57,51.46,5.21,18.12,1640.5,54570.91,26.28,4.21
1640.4,1580.24,80.15,5.31,1014.29,51.61,4.96,18.13,1640.6,54764.95,26.06,4.21
1640.5,1580.34,80.9,5.48,1013.57,51.44,5.14,18.16,1640.71,54869.0,26.64,4.21
1640.6,1580.43,80.03,5.41,1013.81,51.51,5.22,18.19,1640.81,54966.0,26.32,4.21
1640.7,1580.52,81.15,5.44,1013.57,51.47,5.63,18.18,1640.92,55061.0,26.37,4.21
1640.8,1580.62,79.62,5.53,1013.81,51.39,5.62,18.17,1641.02,55158.95,26.52,2.96
1640.9,1580.71,80.63,5.37,1013.45,51.55,5.04,18.18,1641.12,55250.98,26.46,2.96
1641.0,1580.81,80.77,5.41,1013.22,51.51,5.22,18.2,1641.24,55320.0,26.25,2.96
1641.1,1580.9,81.31,5.25,1013.81,51.67,5.43,18.19,1641.34,55386.0,26.33,2.96
1641.2,1580.99,81.08,5.06,1013.81,51.86,5.38,18.23,1641.44,55448.0,26.53,2.96
1641.3,1581.09,80.38,4.91,1014.05,52.01,5.94,18.23,1641.54,55511.97,26.83,2.96
1641.4,1581.18,79.88,4.8,1014.4,52.12,6.07,18.24,1641.66,55567.99,26.63,2.96
1641.5,1581.27,80.08,4.65,1013.69,52.27,5.8,18.24,1641.76,55616.0,26.72,2.96
1641.6,1581.37,80.93,4.71,1013.81,52.2,5.39,18.29,1641.86,55662.0,26.6,2.96
1641.7,1581.46,79.36,4.79,1013.69,52.13,5.45,18.33,1641.97,55708.0,26.51,2.96
1641.8,1581.55,80.55,4.97,1013.57,51.94,4.98,18.34,1642.07,55744.98,27.11,5.9
1641.9,1581.65,80.23,5.06,1012.98,51.86,5.99,18.27,1642.18,55782.99,26.11,5.9
1642.0,1581.74,80.08,4.9,1013.45,52.02,5.65,18.55,1642.29,55825.0,26.53,5.9
1642.1,1581.84,80.76,5.32,1013.22,51.6,5.91,18.5,1642.38,55860.0,26.52,5.9
1642.2,1581.93,79.22,5.63,1013.22,51.28,5.95,18.37,1642.47,55901.0,26.47,5.9
1642.3,1582.02,80.66,5.42,1014.17,51.5,5.53,18.38,1642.58,55999.95,27.05,5.9
1642.4,1582.12,80.54,5.66,1013.93,51.26,5.5,18.48,1642.65,56071.98,26.31,5.9
1642.5,1582.21,80.64,5.31,1014.05,51.61,5.48,18.41,1642.77,56246.0,26.98,5.9
1642.6,1582.3,79.78,5.26,1013.45,51.66,6.17,18.41,1642.87,56341.0,26.33,5.9
1642.7,1582.4,80.88,5.55,1013.69,51.37,5.43,18.35,1642.98,56440.0,26.44,5.9
1642.8,1582.49,80.24,5.68,1013.33,51.24,5.11,18.63,1643.08,56532.95,26.56,4.59
1642.9,1582.58,81.04,5.57,1013.57,51.35,4.76,18.38,1643.17,56678.95,26.38,4.59
1643.0,1582.68,80.4,5.37,1013.69,51.54,5.29,18.3,1643.27,56872.0,26.2,4.59
1643.1,1582.77,80.41,5.42,1013.57,51.5,5.22,18.29,1643.38,57061.0,26.74,4.59
1643.2,1582.86,80.9,5.23,1013.45,51.69,5.41,18.23,1643.48,57250.0,26.73,4.59
1643.3,1582.96,81.24,5.13,1014.05,51.79,4.95,18.22,1643.58,57437.91,26.8,4.59
1643.4,1583.05,80.08,5.25,1013.45,51.67,4.68,18.27,1643.69,57547.98,26.72,4.59
1643.5,1583.14,81.03,5.23,1013.57,51.69,5.58,18.3,1643.8,57648.0,28.23,4.59
1643.6,1583.24,80.62,5.28,1013.45,51.63,5.6,18.22,1643.9,57740.0,26.99,4.59
1643.7,1583.33,80.47,5.35,1013.69,51.56,5.17,18.24,1644.0,57838.0,27.23,2.48
1643.8,1583.42,80.26,5.51,1013.69,51.41,5.28,18.18,1644.11,57933.95,27.63,2.48
1643.9,1583.52,101.01,5.29,1013.57,51.63,4.64,18.18,1644.21,58023.98,27.44,2.48
1644.0,1583.61,101.44,5.34,1013.69,51.58,5.56,18.18,1644.31,58121.0,27.21,2.48
1644.1,1583.7,101.46,5.4,1013.57,51.52,5.49,18.17,1644.42,58205.0,26.79,2.48
1644.2,1583.8,101.17,5.59,1014.76,51.33,6.06,18.18,1644.53,58271.0,27.01,2.48
1644.3,1583.89,101.61,5.76,1014.29,51.16,4.72,18.18,1644.62,58332.97,26.21,2.48
1644.4,1583.98,101.19,5.76,1013.57,51.16,5.65,18.15,1644.71,58417.98,26.39,2.48
1644.5,1584.08,101.57,5.59,1013.33,51.33,5.18,18.17,1644.8,58515.0,26.61,2.48
1644.6,1584.17,101.0,5.57,1013.33,51.35,6.24,18.14,1644.89,58608.0,26.25,2.48
1644.7,1584.26,100.25,5.5,1013.57,51.42,4.93,18.14,1644.99,58704.0,26.53,2.48
1644.8,1584.36,101.38,2.74,1013.81,54.17,5.01,18.11,1645.11,59043.71,26.43,3.87
1644.9,1584.45,100.68,4.53,1013.57,52.39,4.81,18.09,1645.18,59091.99,26.4,3.87
1645.0,1584.54,100.34,5.87,1013.57,51.05,4.44,18.11,1645.29,59150.0,26.17,3.87
1645.1,1584.64,100.64,6.74,1013.45,50.18,5.42,18.15,1645.38,59200.0,26.3,3.87
1645.2,1584.73,100.8,6.59,1013.93,50.33,4.41,18.14,1645.49,59276.0,26.41,3.87
1645.3,1584.82,100.51,6.75,1013.22,50.16,6.06,18.16,1645.59,59326.97,26.54,3.87
1645.4,1584.91,100.88,6.27,1013.93,50.65,5.48,18.22,1645.7,59366.99,26.41,3.87
1645.5,1585.01,100.04,6.05,1013.45,50.86,5.58,18.21,1645.81,59399.0,26.51,3.87
1645.6,1585.1,101.41,6.0,1013.93,50.91,5.43,18.32,1645.91,59429.0,26.4,3.87
1645.7,1585.19,100.13,6.04,1013.57,50.88,6.13,18.31,1646.01,59456.0,26.86,6.54
1645.8,1585.29,101.33,6.1,1013.93,50.82,5.54,18.3,1646.12,59487.98,26.48,6.54
1645.9,1585.38,100.78,6.0,1013.57,50.92,5.43,18.29,1646.23,59513.99,26.44,6.54
1646.0,1585.47,100.44,6.13,1013.45,50.79,6.4,18.33,1646.33,59538.0,26.51,6.54
1646.1,1585.57,100.02,6.67,1013.69,50.25,4.54,18.35,1646.45,59563.0,26.53,6.54
1646.2,1585.66,100.3,7.22,1013.57,49.7,6.0,18.42,1646.55,59584.0,26.89,6.54
1646.3,1585.75,100.1,6.58,1013.69,50.34,5.44,18.31,1646.6,59638.96,26.52,6.54
1646.4,1585.85,100.99,6.64,1013.81,50.28,6.05,18.25,1646.72,59681.99,26.24,6.54
1646.5,1585.94,99.97,6.76,1013.57,50.15,5.1,18.35,1646.82,59714.0,26.21,6.54
1646.6,1586.03,100.28,6.81,1013.22,50.11,5.9,18.35,1646.93,59745.0,26.0,6.54
1646.7,1586.13,100.1,6.93,1013.81,49.99,5.07,18.36,1647.03,59775.0,26.34,10.97
1646.8,1586.22,100.78,7.01,1013.81,49.91,6.64,18.23,1647.16,59806.98,25.09,10.97
1646.9,1586.31,99.77,7.32,1013.57,49.6,5.63,18.3,1647.25,59830.99,26.18,10.97
1647.0,1586.4,100.91,7.65,1013.57,49.27,5.25,18.31,1647.32,59858.0,26.53,10.97
1647.1,1586.5,100.44,7.59,1013.57,49.33,5.89,18.29,1647.43,59900.0,26.33,10.97
1647.2,1586.59,101.14,7.64,1014.17,49.28,5.42,18.34,1647.53,59940.0,26.28,10.97
1647.3,1586.68,101.11,7.62,1013.57,49.3,4.77,18.32,1647.63,59978.98,26.27,10.97
1647.4,1586.78,100.22,7.64,1013.93,49.28,5.25,18.32,1647.73,60019.99,26.2,10.97
1647.5,1586.87,101.0,7.63,1013.69,49.28,6.17,18.31,1647.85,60066.0,26.04,10.97
1647.6,1586.96,100.8,7.57,1013.22,49.35,4.88,18.28,1647.94,60103.0,26.3,10.97
1647.7,1587.06,100.56,7.68,1013.45,49.24,5.47,18.27,1648.05,60144.0,26.32,9.48
1647.8,1587.15,101.05,7.53,1013.69,49.39,5.7,18.26,1648.15,60186.98,26.25,9.48
1647.9,1587.24,100.07,7.69,1013.22,49.23,5.73,18.23,1648.25,60226.99,26.06,9.48
1648.0,1587.34,101.3,7.74,1012.98,49.18,5.58,18.24,1648.35,60266.0,26.32,9.48
1648.1,1587.43,100.33,7.76,1013.69,49.16,5.45,18.31,1648.46,60307.0,26.48,9.48
1648.2,1587.52,100.21,7.71,1013.57,49.21,6.28,18.29,1648.57,60351.0,27.02,9.48
1648.3,1587.61,101.38,7.57,1013.1,49.35,5.6,18.3,1648.67,60391.98,26.71,9.48
1648.4,1587.71,100.04,7.62,1014.05,49.3,5.08,18.29,1648.76,60427.99,26.95,9.48
1648.5,1587.8,101.0,7.52,1014.4,49.4,5.63,18.29,1648.87,60472.0,26.84,9.48
1648.6,1587.89,99.8,7.54,1013.57,49.38,6.1,18.32,1648.97,60511.0,26.83,9.48
1648.7,1587.99,100.36,7.63,1013.81,49.29,5.09,18.26,1649.08,60554.0,27.12,8.61
1648.8,1588.08,100.9,7.75,1013.22,49.17,4.97,18.24,1649.18,60591.98,27.2,8.61
1648.9,1588.17,100.28,7.79,1013.57,49.13,4.96,18.2,1649.28,60632.99,26.67,8.61
1649.0,1588.27,100.55,7.83,1013.57,49.09,4.9,18.21,1649.38,60674.0,26.76,8.61
1649.1,1588.36,100.64,7.33,1013.69,49.59,5.55,18.2,1649.48,60717.0,26.79,8.61
1649.2,1588.45,100.67,7.4,1013.69,49.52,5.81,18.23,1649.59,60756.0,26.67,8.61
1649.3,1588.54,101.14,7.01,1013.81,49.91,5.18,18.35,1649.7,60798.98,26.85,8.61
1649.4,1588.64,100.52,7.04,1013.45,49.88,5.56,18.28,1649.8,60832.99,26.83,8.61
1649.5,1588.73,101.14,7.09,1013.81,49.83,6.01,18.32,1649.9,60866.0,27.25,8.61
1649.6,1588.82,100.2,7.35,1013.45,49.56,4.84,18.32,1650.01,60901.0,27.97,9.06
1649.7,1588.92,101.57,8.1,1013.93,48.82,5.55,18.46,1650.09,60936.0,28.09,9.06
1649.8,1589.01,101.36,8.04,1013.69,48.87,5.71,18.55,1650.19,60988.97,28.48,9.06
1649.9,1589.1,100.31,7.89,1013.57,49.03,5.45,18.84,1650.3,61041.99,28.56,9.06
1650.0,1589.2,100.81,7.41,1013.1,49.51,6.04,18.71,1650.36,61090.0,28.49,9.06
1650.1,1589.29,101.4,4.73,1013.81,52.19,5.43,18.26,1650.49,61246.0,28.71,9.06
1650.2,1589.38,100.82,4.96,1013.57,51.96,4.21,18.28,1650.61,61312.0,28.86,9.06
1650.3,1589.47,101.01,5.0,1013.93,51.92,5.05,18.25,1650.7,61357.98,28.81,9.06
1650.4,1589.57,101.52,5.02,1013.22,51.9,5.73,18.23,1650.81,61411.99,28.72,9.06
1650.5,1589.66,100.57,4.91,1013.81,52.01,5.73,18.24,1650.91,61451.0,28.68,9.06
1650.6,1589.75,100.16,4.78,1013.33,52.14,5.98,18.28,1651.03,61493.0,28.21,5.86
1650.7,1589.85,101.09,4.54,1013.69,52.38,5.75,18.28,1651.13,61522.0,28.84,5.86
1650.8,1589.94,100.42,4.44,1013.93,52.48,5.36,18.3,1651.25,61551.99,28.3,5.86
1650.9,1590.03,100.08,4.62,1013.69,52.3,5.35,18.48,1651.34,61575.0,28.37,5.86
1651.0,1590.13,101.1,4.87,1013.57,52.05,5.04,18.38,1651.45,61600.0,28.37,5.86
1651.1,1590.22,100.3,5.1,1013.45,51.82,5.07,18.37,1651.56,61629.0,28.62,5.86
1651.2,1590.31,100.43,5.25,1013.69,51.67,5.31,18.32,1651.66,61653.0,28.89,5.86
1651.3,1590.4,100.85,6.17,1013.93,50.75,5.0,18.32,1651.77,61679.98,28.8,5.86
1651.4,1590.5,100.95,6.77,1013.22,50.15,4.66,18.33,1651.85,61706.99,28.86,5.86
1651.5,1590.59,100.53,6.12,1013.93,50.8,5.72,18.25,1651.94,61750.0,28.8,5.86
1651.6,1590.68,101.07,5.62,1013.57,51.3,5.88,18.24,1652.05,61793.0,29.03,11.59
1651.7,1590.78,100.44,5.54,1013.57,51.38,5.77,18.26,1652.15,61827.0,28.95,11.59
1651.8,1590.87,101.08,5.48,1013.57,51.44,5.79,18.22,1652.27,61859.99,28.56,11.59
1651.9,1590.96,100.02,5.48,1013.22,51.44,5.63,18.32,1652.38,61890.99,28.43,11.59
1652.0,1591.05,100.74,5.44,1013.69,51.48,5.88,18.29,1652.48,61914.0,28.43,11.59
1652.1,1591.15,100.49,5.47,1013.93,51.45,7.11,18.28,1652.58,61940.0,28.43,11.59
1652.2,1591.24,99.92,5.64,1013.57,51.28,4.89,18.27,1652.69,61964.0,28.95,11.59
1652.3,1591.33,100.64,5.67,1013.93,51.24,4.77,18.3,1652.79,61986.99,28.75,11.59
1652.4,1591.43,99.66,5.73,1013.81,51.19,5.18,18.3,1652.89,62009.0,28.11,11.59
1652.5,1591.52,101.1,5.93,1013.57,50.98,5.52,18.4,1653.0,62033.0,28.79,11.59
1652.6,1591.61,100.8,5.93,1013.57,50.99,5.96,18.42,1653.1,62054.0,28.83,13.18
1652.7,1591.7,99.68,6.06,1013.69,50.86,6.24,18.35,1653.2,62078.0,29.02,13.18
1652.8,1591.8,100.55,6.14,1013.57,50.78,4.57,18.3,1653.31,62100.99,28.83,13.18
1652.9,1591.89,101.39,6.53,1013.69,50.39,6.13,18.28,1653.37,62123.99,28.95,13.18
1653.0,1591.98,100.61,3.98,1024.04,52.94,5.19,18.42,1653.49,63894.0,33.06,13.18
1653.1,1592.07,100.89,4.4,1024.51,52.52,5.72,18.38,1653.53,63918.0,33.03,13.18
1653.2,1592.17,100.02,4.08,1024.39,52.84,5.76,18.39,1653.66,63982.0,32.85,13.18
1653.3,1592.26,100.44,3.81,1024.28,53.11,5.78,18.48,1653.78,64014.99,32.13,13.18
1653.4,1592.35,99.73,4.14,1024.63,52.78,4.33,18.42,1653.88,64041.99,31.26,13.18
1653.5,1592.45,101.01,5.23,1024.39,51.69,4.63,18.44,1653.99,64065.0,29.57,13.18
1653.6,1592.54,99.63,5.98,1024.51,50.94,6.35,18.63,1654.08,64084.0,28.84,8.76
1653.7,1592.63,100.04,6.82,1024.28,50.1,4.79,18.55,1654.16,64105.0,27.85,8.76
1653.8,1592.72,100.64,6.65,1024.75,50.27,5.69,18.68,1654.2,64208.91,26.88,8.76
1653.9,1592.82,100.86,6.63,1024.28,50.29,4.81,18.67,1654.3,64293.98,26.52,8.76
1654.0,1592.91,100.18,3.58,1024.16,53.34,4.68,18.41,1654.44,64757.0,26.45,8.76
1654.1,1593.0,100.9,4.05,1023.8,52.87,5.57,18.44,1654.49,64798.0,26.27,8.76
1654.2,1593.1,101.41,3.84,1024.28,53.08,5.45,18.44,1654.61,64870.0,26.35,8.76
1654.3,1593.19,100.63,4.09,1024.16,52.83,5.7,18.44,1654.7,64910.98,26.43,8.76
1654.4,1593.28,100.83,3.91,1024.04,53.01,5.94,18.44,1654.81,64954.99,26.54,8.76
1654.5,1593.37,101.26,4.0,1024.39,52.92,5.5,18.59,1654.91,64992.0,26.41,8.76
1654.6,1593.47,100.27,4.63,1024.39,52.29,4.96,18.67,1655.0,65024.0,26.25,4.94
1654.7,1593.56,101.27,5.95,1024.39,50.97,5.15,18.62,1655.08,65067.0,26.33,4.94
1654.8,1593.65,100.61,5.77,1024.39,51.15,6.02,18.62,1655.16,65162.94,26.31,4.94
1654.9,1593.74,101.29,5.61,1024.51,51.31,4.9,18.55,1655.26,65266.98,26.1,4.94
1655.0,1593.84,100.17,6.03,1024.28,50.88,4.54,18.47,1655.36,65357.0,26.36,4.94
1655.1,1593.93,101.07,6.29,1024.04,50.62,5.13,18.53,1655.46,65428.0,26.4,4.94
1655.2,1594.02,101.27,6.25,1023.92,50.67,4.91,18.57,1655.56,65499.0,26.28,4.94
1655.3,1594.11,100.91,6.12,1024.28,50.79,4.96,18.42,1655.66,65571.96,26.33,4.94
1655.4,1594.21,100.84,6.34,1024.28,50.58,6.03,18.44,1655.76,65644.98,26.35,4.94
1655.5,1594.3,100.73,6.32,1024.63,50.6,5.11,18.42,1655.86,65716.0,26.38,4.94
1655.6,1594.39,101.01,5.92,1023.8,50.99,5.83,18.46,1655.96,65791.0,26.28,4.94
1655.7,1594.48,100.96,5.33,1024.16,51.59,5.56,18.5,1656.07,65851.0,25.32,4.34
1655.8,1594.58,101.18,5.4,1024.39,51.52,5.19,18.5,1656.19,65898.98,26.17,4.34
1655.9,1594.67,100.39,5.46,1023.92,51.46,5.6,18.53,1656.29,65934.99,26.63,4.34
1656.0,1594.76,100.46,6.09,1023.92,50.83,4.81,18.56,1656.39,65967.0,26.6,4.34
1656.1,1594.86,100.7,6.63,1024.39,50.29,4.77,18.64,1656.49,65999.0,26.46,4.34
1656.2,1594.95,100.16,7.16,1024.51,49.76,5.26,18.68,1656.59,66029.0,25.88,4.34
1656.3,1595.04,100.01,7.78,1024.04,49.14,4.77,18.71,1656.69,66061.99,26.16,4.34
1656.4,1595.13,100.51,7.98,1024.16,48.93,5.4,18.69,1656.78,66102.99,26.97,4.34
1656.5,1595.23,101.57,7.94,1024.04,48.97,5.67,18.58,1656.87,66147.0,26.06,4.34
1656.6,1595.32,100.89,7.2,1023.68,49.72,4.87,18.5,1656.98,66265.0,26.13,4.34
1656.7,1595.41,100.08,7.6,1024.04,49.32,4.97,18.49,1657.07,66317.0,26.4,7.51
1656.8,1595.5,99.57,7.59,1023.92,49.32,5.46,18.48,1657.18,66368.98,25.87,7.51
1656.9,1595.6,101.0,7.67,1024.04,49.25,4.96,18.47,1657.28,66411.99,26.03,7.51
1657.0,1595.69,101.4,7.89,1024.51,49.03,4.84,18.48,1657.39,66459.0,26.35,7.51
1657.1,1595.78,100.0,7.88,1024.04,49.04,6.53,18.5,1657.49,66504.0,26.38,7.51
1657.2,1595.87,101.28,7.54,1024.39,49.38,5.47,18.58,1657.59,66547.0,26.27,7.51
1657.3,1595.97,100.02,7.28,1023.92,49.64,5.71,18.61,1657.69,66589.98,26.32,7.51
1657.4,1596.06,99.86,7.15,1023.68,49.77,5.24,18.52,1657.8,66626.99,26.16,7.51
1657.5,1596.15,100.39,7.46,1024.39,49.46,5.44,18.61,1657.91,66662.0,26.16,7.51
1657.6,1596.24,100.91,7.57,1023.92,49.35,5.67,18.57,1658.01,66696.0,25.89,7.51
1657.7,1596.34,99.58,7.83,1024.28,49.09,4.84,18.54,1658.1,66725.0,26.1,8.41
1657.8,1596.43,101.65,8.23,1023.92,48.69,4.7,18.53,1658.2,66756.98,26.09,8.41
1657.9,1596.52,99.9,8.56,1024.28,48.36,5.28,18.53,1658.29,66792.99,26.08,8.41
1658.0,1596.61,101.13,8.52,1024.16,48.4,4.13,18.6,1658.39,66836.0,25.93,8.41
1658.1,1596.71,101.4,8.55,1024.16,48.36,5.07,18.61,1658.49,66878.0,25.47,8.41
1658.2,1596.8,100.71,8.68,1023.92,48.24,5.03,18.54,1658.58,66928.0,26.02,8.41
1658.3,1596.89,101.24,7.88,1024.28,49.04,4.3,18.5,1658.69,67047.95,25.34,8.41
1658.4,1596.98,100.92,7.96,1024.04,48.96,5.14,18.48,1658.79,67102.99,25.8,8.41
1658.5,1597.08,101.31,8.1,1024.16,48.82,5.11,18.48,1658.89,67156.0,26.47,8.41
1658.6,1597.17,101.25,8.08,1024.39,48.84,4.41,18.57,1659.0,67214.0,25.9,8.41
1658.7,1597.26,100.43,8.04,1023.92,48.88,5.96,18.53,1659.08,67265.0,25.92,6.51
1658.8,1597.35,100.67,6.97,1023.32,49.95,5.69,13.86,1659.18,67336.97,26.34,6.51
1658.9,1597.45,100.52,6.64,1023.92,50.28,5.5,9.85,1659.28,67406.98,23.75,6.51
1659.0,1597.54,100.65,6.84,1023.8,50.07,5.11,12.22,1659.38,67482.0,23.83,6.51
1659.1,1597.63,100.79,7.13,1024.04,49.78,4.93,18.28,1659.48,67556.0,24.97,6.51
1659.2,1597.72,101.7,7.41,1024.28,49.51,5.15,18.46,1659.58,67626.0,25.84,6.51
1659.3,1597.82,100.34,7.76,1024.28,49.16,5.29,18.48,1659.69,67701.96,26.08,6.51
1659.4,1597.91,100.32,8.44,1024.04,48.48,4.83,18.5,1659.79,67776.98,26.18,6.51
1659.5,1598.0,101.02,8.02,1024.63,48.9,5.15,18.55,1659.88,67860.0,26.16,6.51
1659.6,1598.09,100.8,7.83,1024.16,49.08,5.1,18.48,1659.98,67968.0,26.05,6.51
1659.7,1598.19,101.01,7.35,1024.04,49.57,5.55,18.47,1660.09,68068.0,25.56,4.45
1659.8,1598.28,100.25,7.13,1023.92,49.79,6.22,18.43,1660.19,68141.96,26.28,4.45
1659.9,1598.37,100.61,7.23,1023.92,49.69,5.44,18.46,1660.3,68203.99,26.21,4.45
1660.0,1598.46,100.54,6.54,1024.28,50.38,5.93,18.52,1660.41,68256.0,26.37,4.45
1660.1,1598.56,100.92,5.95,1024.16,50.97,4.9,18.68,1660.53,68293.0,26.54,4.45
1660.2,1598.65,100.18,6.05,1024.51,50.87,4.74,18.68,1660.64,68321.0,26.26,4.45
1660.3,1598.74,99.77,6.14,1023.68,50.78,5.13,18.73,1660.74,68343.99,26.59,4.45
1660.4,1598.83,100.39,6.69,1023.8,50.23,4.13,18.77,1660.85,68369.99,24.98,4.45
1660.5,1598.93,99.43,7.38,1023.92,49.54,4.42,19.26,1660.94,68393.0,26.45,4.45
1660.6,1599.02,101.25,7.87,1024.28,49.05,5.31,18.62,1661.0,68445.0,26.18,7.63
1660.7,1599.11,101.21,7.79,1024.16,49.13,5.3,18.79,1661.11,68490.0,24.23,7.63
1660.8,1599.2,100.17,7.96,1025.11,48.96,5.5,18.64,1661.21,68532.98,25.95,7.63
1660.9,1599.3,100.5,7.71,1024.75,49.21,4.27,18.54,1661.31,68578.99,26.19,7.63
1661.0,1599.39,101.0,7.65,1024.51,49.27,4.86,18.55,1661.42,68622.0,26.27,7.63
1661.1,1599.48,100.08,7.74,1024.28,49.18,4.96,18.64,1661.53,68659.0,26.13,7.63
1661.2,1599.57,100.92,7.98,1024.16,48.94,6.59,18.55,1661.61,68691.0,26.21,7.63
1661.3,1599.67,101.09,7.65,1024.28,49.27,5.13,18.47,1661.71,68730.98,25.88,7.63
1661.4,1599.76,100.87,7.34,1024.28,49.58,6.67,18.54,1661.8,68764.99,26.07,7.63
1661.5,1599.85,99.75,7.19,1024.28,49.73,5.61,18.51,1661.9,68797.0,26.36,7.63
1661.6,1599.94,100.49,7.02,1024.28,49.9,5.26,18.52,1662.0,68826.0,25.86,7.63
1661.7,1600.04,99.9,6.97,1024.04,49.95,5.3,18.52,1662.1,68857.0,26.03,8.93
1661.8,1600.13,100.36,7.06,1023.92,49.86,5.03,18.69,1662.19,68883.99,26.38,8.93
1661.9,1600.22,100.46,7.1,1023.92,49.82,4.91,18.96,1662.29,68907.99,26.52,8.93
1662.0,1600.31,100.34,7.05,1024.04,49.87,5.61,19.05,1662.33,68931.0,26.13,8.93
1662.1,1600.41,100.6,4.68,1024.39,52.24,4.54,18.48,1662.45,69086.0,26.12,8.93
