,train_depth,train_true,train_pre,train_depth,test_true,test_pre
3550,597.676,80.6,5.243564,,,
3551,596.276,84.72,5.2139664,,,
3552,594.901,73.89,5.3066325,,,
3553,593.476,88.82,5.2119646,,,
3554,592.076,77.27,5.3070173,,,
3555,586.726,24.94,5.7890577,,,
3556,585.226,72.59,5.3393326,,,
3557,583.976,71.925,5.348262,,,
3558,582.776,74.35,5.3221564,,,
3559,581.276,72.51,5.2018924,,,
3560,580.001,69.83,5.2303944,,,
3561,578.651,70.31,5.2453537,,,
3562,577.226,77.08,5.2055297,,,
3563,575.751,75.49,5.2234483,,,
3564,574.276,74.18,5.2296486,,,
3565,572.651,78.77,5.20962,,,
3566,571.176,71.46,5.2724643,,,
3567,569.801,80.3,5.2081265,,,
3568,568.326,77.99,5.22799,,,
3569,566.951,72.64,5.2719307,,,
3570,565.451,72.27,5.281373,,,
3571,564.076,73.84,5.264009,,,
3572,562.651,61.16,5.3858266,,,
3573,561.201,25.8,5.7660275,,,
3574,559.601,62.76,5.3056874,,,
3575,558.301,69.79,5.235792,,,
3576,556.901,72.7,5.1859803,,,
3577,555.526,69.83,5.2234287,,,
3578,554.301,70.77,5.222032,,,
3579,552.976,66.57,5.2660217,,,
3580,551.501,69.57,5.2401657,,,
3581,550.251,61.1,5.3232,,,
3582,548.926,48.23,5.465629,,,
3583,547.726,51.03,5.426464,,,
3584,716.701,46.89,5.223652,,,
3585,715.576,64.1,5.21203,,,
3586,714.376,67.45,5.2108827,,,
3587,712.926,37.17,5.612297,,,
3588,711.851,30.25,5.71206,,,
3589,710.801,36.31,5.6258645,,,
3590,709.876,36.31,5.633663,,,
3591,708.726,23.17,5.785376,,,
3592,707.601,28.07,5.4013453,,,
3593,706.476,17.91,5.653807,,,
3594,705.426,48.14,5.20342,,,
3595,703.926,64.52,5.201611,,,
3596,702.401,57.88,5.27672,,,
3597,701.026,60.86,5.237909,,,
3598,699.726,57.18,5.288794,,,
3599,698.276,69.92,5.2162466,,,
3600,696.901,62.1,5.2945747,,,
3601,695.276,67.07,5.2503395,,,
3602,693.976,59.84,5.3309436,,,
3603,692.626,49.63,5.4504056,,,
3604,691.276,43.62,5.523311,,,
3605,689.951,63.4,5.2398834,,,
3606,688.401,58.34,5.277207,,,
3607,687.001,47.74,5.401134,,,
3608,685.826,54.68,5.306173,,,
3609,684.501,68.11,5.188278,,,
3610,683.251,58.41,5.323245,,,
3611,681.676,62.54,5.28796,,,
3612,680.326,68.03,5.2276664,,,
3613,678.976,62.64,5.282313,,,
3614,677.751,53.98,5.3780537,,,
3615,676.651,13.19,5.6830926,,,
3616,675.451,30.95,5.702469,,,
3617,674.526,30.24,5.705251,,,
3618,673.601,24.57,5.7103624,,,
3619,672.626,24.67,5.7099457,,,
3620,671.726,26.05,5.333334,,,
3621,670.876,21.48,5.427154,,,
3622,669.926,21.07,5.4107175,,,
3623,669.201,21.07,5.3400483,,,
3624,668.126,22.08,5.314675,,,
3625,665.226,15.99,5.4804497,,,
3626,663.751,48.45,5.1949143,,,
3627,662.326,48.92,5.186462,,,
3628,661.326,48.56,5.1903443,,,
3629,659.976,47.9,5.2033105,,,
3630,658.926,49.98,5.1824703,,,
3631,657.751,49.83,5.208356,,,
3632,656.376,47.69,5.237149,,,
3633,655.051,50.51,5.2067685,,,
3634,653.776,49.74,5.2186904,,,
3635,652.551,49.62,5.2165694,,,
3636,651.251,13.62,5.775406,,,
3637,650.001,33.25,5.4848084,,,
3638,648.901,34.95,5.441709,,,
3639,647.726,28.49,5.580685,,,
3640,646.676,9.84,5.703267,,,
3641,645.601,27.71,5.3427124,,,
3642,644.651,29.43,5.303856,,,
3643,643.626,29.75,5.275151,,,
3644,642.551,29.66,5.174793,,,
3645,641.476,17.78,5.551433,,,
3646,640.401,55.01,5.1921673,,,
3647,638.851,57.63,5.179679,,,
3648,637.501,56.95,5.1894546,,,
3649,636.401,54.67,5.2162137,,,
3650,634.976,57.23,5.1908793,,,
3651,633.826,53.26,5.2585845,,,
3652,632.701,43.48,5.393151,,,
3653,631.476,45.66,5.3646226,,,
3654,630.451,48.03,5.337323,,,
3655,629.326,43.01,5.355641,,,
3656,628.176,44.46,5.3205647,,,
3657,626.951,16.53,5.7379174,,,
3658,625.826,45.54,5.210115,,,
3659,624.726,46.26,5.191773,,,
3660,623.426,36.95,5.3535132,,,
3661,622.076,30.34,5.5070267,,,
3662,620.976,43.99,5.2442875,,,
3663,619.801,79.63,5.2114463,,,
3664,618.426,75.31,5.2472124,,,
3665,616.901,75.66,5.245773,,,
3666,615.376,73.97,5.2727423,,,
3667,613.726,75.29,5.2604957,,,
3668,612.326,75.11,5.2647543,,,
3669,610.876,82.26,5.211455,,,
3670,609.451,77.79,5.2558665,,,
3671,607.976,79.34,5.2469316,,,
3672,606.551,75.49,5.274112,,,
3673,605.026,80.35,5.2310176,,,
3674,603.651,79.07,5.244297,,,
3675,602.026,79.54,5.2364764,,,
3676,600.601,80.05,5.256224,,,
3677,598.976,82.09,5.236972,,,
3678,597.576,80.6,5.246,,,
3679,596.176,84.72,5.2162604,,,
3680,594.801,73.89,5.309346,,,
3681,593.426,88.82,5.213968,,,
3682,592.051,77.27,5.309624,,,
3683,586.676,24.94,5.795174,,,
3684,585.201,72.59,5.3422008,,,
3685,583.901,71.21,5.3584404,,,
3686,582.701,74.35,5.3249216,,,
3687,581.251,72.51,5.204846,,,
3688,579.951,72.73,5.2037163,,,
3689,578.526,70.31,5.2481084,,,
3690,577.126,77.08,5.208317,,,
3691,575.701,75.49,5.226078,,,
3692,574.226,74.18,5.231717,,,
3693,572.551,78.77,5.212222,,,
3694,571.076,71.46,5.275265,,,
3695,569.701,80.3,5.210453,,,
3696,568.276,77.99,5.2305555,,,
3697,566.926,72.64,5.274305,,,
3698,565.401,72.27,5.28404,,,
3699,564.026,73.84,5.2667384,,,
3700,562.601,61.16,5.3889675,,,
3701,561.126,25.8,5.7727146,,,
3702,559.476,62.76,5.3089485,,,
3703,558.251,69.79,5.238691,,,
3704,556.851,72.7,5.188874,,,
3705,555.476,69.83,5.2262855,,,
3706,554.276,70.77,5.2250156,,,
3707,552.951,66.74,5.2672353,,,
3708,551.401,69.57,5.2429724,,,
3709,550.151,61.1,5.3262844,,,
3710,548.901,48.23,5.469542,,,
3711,547.701,51.03,5.4304013,,,
3712,716.601,46.89,5.2265577,,,
3713,715.501,64.1,5.214271,,,
3714,714.276,67.45,5.213036,,,
3715,712.851,37.17,5.616408,,,
3716,711.751,30.25,5.7167783,,,
3717,710.776,36.31,5.630596,,,
3718,709.776,36.31,5.6383567,,,
3719,708.651,23.17,5.791431,,,
3720,707.576,28.07,5.407579,,,
3721,706.401,17.91,5.6619225,,,
3722,705.351,48.14,5.2070136,,,
3723,703.776,64.52,5.2045736,,,
3724,702.376,57.88,5.279922,,,
3725,700.976,60.86,5.241001,,,
3726,699.651,57.18,5.292075,,,
3727,698.201,69.92,5.2187743,,,
3728,696.826,62.1,5.29742,,,
3729,695.226,67.07,5.2530103,,,
3730,693.901,61.58,5.3145695,,,
3731,692.526,49.63,5.453398,,,
3732,691.176,43.62,5.526958,,,
3733,689.901,63.4,5.242852,,,
3734,688.376,58.34,5.280392,,,
3735,686.951,52.75,5.332643,,,
3736,685.776,54.68,5.3095737,,,
3737,684.451,68.11,5.1909237,,,
3738,683.201,58.41,5.3261833,,,
3739,681.651,62.54,5.290653,,,
3740,680.301,68.03,5.2301493,,,
3741,678.951,55.82,5.3613424,,,
3742,677.701,53.98,5.3810735,,,
3743,676.551,13.19,5.6907516,,,
3744,675.426,30.95,5.707641,,,
3745,674.501,30.24,5.7101674,,,
3746,673.526,24.57,5.7168307,,,
3747,672.576,24.67,5.714866,,,
3748,671.676,26.05,5.3401294,,,
3749,670.851,21.48,5.4320583,,,
3750,669.851,21.07,5.4165277,,,
3751,669.176,21.07,5.3478227,,,
3752,668.101,22.08,5.321544,,,
3753,665.126,15.99,5.487119,,,
3754,663.701,48.45,5.199011,,,
3755,662.301,48.92,5.190542,,,
3756,661.251,48.56,5.194371,,,
3757,659.951,47.94,5.2068276,,,
3758,658.851,49.98,5.18605,,,
3759,657.726,49.83,5.211976,,,
3760,656.326,47.69,5.2408204,,,
3761,655.001,50.51,5.210442,,,
3762,653.701,49.74,5.2221417,,,
3763,652.476,49.62,5.2200837,,,
3764,651.226,13.62,5.7843456,,,
3765,649.976,32.28,5.5104623,,,
3766,648.851,34.95,5.446906,,,
3767,647.676,28.49,5.586681,,,
3768,646.626,9.84,5.7123947,,,
3769,645.551,27.71,5.349315,,,
3770,644.601,29.43,5.310008,,,
3771,643.576,29.75,5.2776585,,,
3772,642.526,29.66,5.1812005,,,
3773,641.451,17.78,5.5604076,,,
3774,640.376,55.01,5.195079,,,
3775,638.701,57.63,5.1827893,,,
3776,637.476,56.95,5.192866,,,
3777,636.301,54.67,5.219746,,,
3778,634.951,52.18,5.262365,,,
3779,633.776,53.26,5.261811,,,
3780,632.651,43.48,5.3969407,,,
3781,631.401,45.66,5.368365,,,
3782,630.376,48.03,5.3404603,,,
3783,629.251,43.01,5.3595037,,,
3784,628.151,44.46,5.3233733,,,
3785,626.826,16.53,5.746153,,,
3786,625.751,45.54,5.213397,,,
3787,624.676,46.26,5.195837,,,
3788,623.326,36.95,5.35855,,,
3789,622.051,30.34,5.5126023,,,
3790,620.876,59.53,5.1933627,,,
3791,619.676,79.63,5.2138543,,,
3792,618.351,75.31,5.249762,,,
3793,616.876,75.66,5.248289,,,
3794,615.226,73.97,5.2752852,,,
3795,613.701,75.29,5.262897,,,
3796,612.251,75.11,5.2670293,,,
3797,610.801,82.26,5.2130857,,,
3798,609.426,77.79,5.2581606,,,
3799,607.951,81.38,5.2325816,,,
3800,606.426,75.49,5.276309,,,
3801,605.001,80.35,5.233179,,,
3802,603.526,79.07,5.246472,,,
3803,602.001,79.54,5.238645,,,
3804,600.451,80.05,5.258442,,,
3805,598.951,82.4,5.2365465,,,
3806,597.551,80.6,5.248157,,,
3807,596.076,84.72,5.218224,,,
3808,594.776,73.89,5.311547,,,
3809,593.376,88.82,5.21569,,,
3810,592.001,77.27,5.3119054,,,
3811,586.601,24.94,5.800036,,,
3812,585.126,72.59,5.344756,,,
3813,583.826,71.21,5.3610244,,,
3814,582.601,74.35,5.3273983,,,
3815,581.176,72.51,5.2075043,,,
3816,579.876,72.73,5.206356,,,
3817,578.501,70.31,5.250481,,,
3818,577.026,77.08,5.210644,,,
3819,575.601,75.49,5.228434,,,
3820,574.076,74.18,5.23395,,,
3821,572.426,78.77,5.2142467,,,
3822,571.026,71.46,5.27774,,,
3823,569.651,80.3,5.212348,,,
3824,568.226,77.99,5.232861,,,
3825,566.851,72.64,5.27663,,,
3826,565.251,72.27,5.2864385,,,
3827,563.976,71.954994,5.286111,,,
3828,562.501,61.16,5.391586,,,
3829,561.026,25.8,5.7783866,,,
3830,559.451,62.76,5.311851,,,
3831,558.226,69.79,5.2411942,,,
3832,556.801,72.7,5.1912255,,,
3833,555.426,69.83,5.2289767,,,
3834,554.126,70.77,5.227491,,,
3835,552.901,66.74,5.2697315,,,
3836,551.376,69.57,5.2454877,,,
3837,550.051,61.1,5.3289294,,,
3838,548.826,48.23,5.472761,,,
3839,547.576,51.03,5.4339705,,,
3840,546.951,53.57,5.4061737,,,
3841,545.576,15.05,5.7493734,,,
3842,544.351,59.88,5.1954527,,,
3843,543.126,58.9,5.1868005,,,
3844,541.676,57.96,5.2343082,,,
3845,540.326,59.87,5.2074103,,,
3846,538.951,59.51,5.2486935,,,
3847,537.501,64.52,5.202017,,,
3848,536.151,61.26,5.2441616,,,
3849,534.751,63.4,5.21652,,,
3850,533.351,63.37,5.2220254,,,
3851,531.976,63.37,5.2165933,,,
3852,530.551,64.29,5.2051096,,,
3853,529.276,67.07,5.199584,,,
3854,528.001,62.46,5.250458,,,
3855,526.526,63.29,5.235028,,,
3856,525.101,60.82,5.2657228,,,
3857,523.776,61.79,5.5363054,,,
3858,522.601,52.87,5.635539,,,
3859,521.226,50.05,5.670646,,,
3860,520.001,25.64,5.78509,,,
3861,518.776,71.08,5.4360814,,,
3862,517.276,66.37,5.247662,,,
3863,516.026,68.03,5.2233768,,,
3864,514.651,71.35,5.192405,,,
3865,513.076,72.54,5.2121882,,,
3866,511.751,65.99,5.2749386,,,
3867,510.351,61.48,5.319846,,,
3868,509.151,58.66,5.3578434,,,
3869,507.626,54.44,5.407586,,,
3870,506.251,52.04,5.3801637,,,
3871,504.976,52.95,5.3184133,,,
3872,502.501,70.98,5.2042103,,,
3873,501.201,71.99,5.198609,,,
3874,499.851,76.0,5.1892424,,,
3875,498.476,80.43,5.1937447,,,
3876,496.801,77.5,5.2323737,,,
3877,495.226,80.08,5.2275767,,,
3878,493.601,75.95,5.2658615,,,
3879,492.076,84.5,5.2097974,,,
3880,490.626,78.87,5.2562337,,,
3881,489.051,83.43,5.2139363,,,
3882,487.676,81.39,5.2316403,,,
3883,486.151,82.48,5.223761,,,
3884,484.776,84.03,5.1989164,,,
3885,483.101,71.01,5.325166,,,
3886,481.726,53.13,5.5193706,,,
3887,480.201,54.25,5.5102983,,,
3888,478.826,55.6,5.497511,,,
3889,477.376,57.87,5.46305,,,
3890,475.951,66.83,5.2889123,,,
3891,474.726,69.67,5.199075,,,
3892,473.501,71.23,5.205931,,,
3893,472.126,67.34,5.239449,,,
3894,470.826,69.45,5.227557,,,
3895,469.576,65.45,5.2682433,,,
3896,468.151,18.34,5.769528,,,
3897,465.876,44.29,5.5804996,,,
3898,443.426,91.72,5.169712,,,
3899,441.951,80.04,5.269351,,,
3900,440.576,28.4,5.792222,,,
3901,439.201,36.12,5.750395,,,
3902,437.976,55.65,5.5408835,,,
3903,436.776,60.09,5.4141393,,,
3904,435.551,54.02,5.4585466,,,
3905,434.276,56.96,5.3712807,,,
3906,433.001,56.47,5.3767686,,,
3907,431.576,56.28,5.240174,,,
3908,430.201,51.83,5.272967,,,
3909,429.001,48.96,5.2998853,,,
3910,427.801,50.35,5.2818904,,,
3911,426.701,45.29,5.348974,,,
3912,404.151,92.77,5.191126,,,
3913,401.676,99.45,5.1878853,,,
3914,400.151,81.4,5.3308306,,,
3915,398.376,59.83,5.5404015,,,
3916,397.251,55.99,5.581069,,,
3917,396.026,57.59,5.567029,,,
3918,394.901,58.29,5.4276857,,,
3919,393.701,58.89,5.204167,,,
3920,392.451,61.01,5.1763086,,,
3921,391.326,57.78,5.2224755,,,
3922,390.051,58.71,5.2079654,,,
3923,388.901,56.31,5.2417264,,,
3924,387.601,55.45,5.250657,,,
3925,386.376,37.59,5.4323077,,,
3926,385.126,2.93,4.7747583,,,
3927,363.776,59.7,5.4408884,,,
3928,362.351,24.93,5.6770616,,,
3929,360.876,52.19,5.5265,,,
3930,359.751,54.52,5.49894,,,
3931,358.451,48.28,5.6394563,,,
3932,357.076,52.78,5.234517,,,
3933,356.001,50.76,5.233462,,,
3934,354.851,49.38,5.2473564,,,
3935,353.676,50.36,5.2118635,,,
3936,352.451,50.99,5.187659,,,
3937,351.126,51.78,5.178134,,,
3938,349.901,49.54,5.216587,,,
3939,348.601,50.03,5.2135544,,,
3940,347.426,48.55,5.235284,,,
3941,346.176,48.86,5.224519,,,
3942,344.926,50.04,5.1958475,,,
3943,343.801,41.45,5.3059654,,,
3944,342.476,13.9,5.7593536,,,
3945,341.376,47.3,5.1932583,,,
3946,340.176,49.39,5.1560073,,,
3947,338.776,51.5,5.263088,,,
3948,337.351,44.07,5.384864,,,
3949,336.176,35.21,5.545927,,,
3950,334.951,32.88,5.587615,,,
3951,333.951,33.31,5.578737,,,
3952,332.726,32.13,5.4913163,,,
3953,331.476,33.56,5.187266,,,
3954,330.251,33.73,5.17964,,,
3955,328.976,32.94,5.1919336,,,
3956,327.701,69.83,5.1740603,,,
3957,317.451,39.52,5.5621586,,,
3958,309.801,68.78,5.2581215,,,
3959,308.351,53.0,5.4445777,,,
3960,307.151,49.48,5.5018334,,,
3961,304.976,11.76,5.533104,,,
3962,302.901,4.03,4.9088845,,,
3963,302.051,4.03,4.970533,,,
3964,300.926,31.37,5.429236,,,
3965,299.901,32.54,5.3337736,,,
3966,298.726,32.31,5.0843315,,,
3967,297.676,32.21,5.0756264,,,
3968,546.851,53.57,5.408455,,,
3969,545.451,15.05,5.753247,,,
3970,544.301,59.88,5.1979003,,,
3971,543.026,58.9,5.1884613,,,
3972,541.626,57.96,5.2365246,,,
3973,540.251,59.87,5.209821,,,
3974,538.876,59.51,5.250606,,,
3975,537.426,64.52,5.2043824,,,
3976,536.126,61.26,5.246119,,,
3977,534.626,63.4,5.2185297,,,
3978,533.276,63.37,5.2240443,,,
3979,531.876,63.37,5.2186685,,,
3980,530.501,64.29,5.2070866,,,
3981,529.226,67.07,5.2015347,,,
3982,527.976,62.46,5.2524447,,,
3983,526.476,63.29,5.2368917,,,
3984,525.026,60.82,5.268138,,,
3985,523.751,61.79,5.538209,,,
3986,522.576,52.87,5.6375804,,,
3987,521.201,50.05,5.6729245,,,
3988,519.976,66.72,5.4853835,,,
3989,518.751,71.08,5.437883,,,
3990,517.226,66.37,5.2497,,,
3991,515.976,68.03,5.225467,,,
3992,514.501,71.35,5.1943603,,,
3993,512.976,66.07333,5.2754207,,,
3994,511.601,65.99,5.2767873,,,
3995,510.276,61.48,5.3219366,,,
3996,509.076,58.66,5.360123,,,
3997,507.551,54.44,5.409016,,,
3998,506.151,52.04,5.3826404,,,
3999,503.976,32.42,5.637365,,,
4000,502.451,70.98,5.2062206,,,
4001,501.101,71.99,5.2006016,,,
4002,499.751,76.0,5.1911297,,,
4003,498.401,80.43,5.1957326,,,
4004,496.701,77.5,5.2338333,,,
4005,495.126,80.08,5.2286587,,,
4006,493.501,75.95,5.267479,,,
4007,492.026,84.5,5.2114277,,,
4008,490.576,78.87,5.2577906,,,
4009,489.001,83.43,5.2154613,,,
4010,487.601,81.39,5.2333107,,,
4011,486.101,82.48,5.225212,,,
4012,484.726,84.03,5.2004128,,,
4013,483.051,71.01,5.3268094,,,
4014,481.626,53.13,5.521396,,,
4015,480.101,54.25,5.512461,,,
4016,478.701,55.6,5.499638,,,
4017,477.301,57.87,5.4661083,,,
4018,475.926,66.83,5.2917485,,,
4019,474.701,69.67,5.203722,,,
4020,473.401,71.23,5.2075715,,,
4021,472.101,67.34,5.240975,,,
4022,470.751,69.45,5.229341,,,
4023,469.526,65.45,5.2701735,,,
4024,468.051,18.34,5.773514,,,
4025,465.751,44.29,5.5828633,,,
4026,443.326,91.72,5.1712775,,,
4027,441.876,80.04,5.2710943,,,
4028,440.526,28.4,5.7940865,,,
4029,439.101,36.12,5.7532644,,,
4030,437.876,55.65,5.5430274,,,
4031,436.676,60.09,5.4160795,,,
4032,435.526,54.02,5.4607563,,,
4033,434.226,56.96,5.37356,,,
4034,432.976,56.47,5.3790417,,,
4035,431.551,56.28,5.2423906,,,
4036,430.126,51.83,5.275735,,,
4037,428.976,48.96,5.3026643,,,
4038,427.776,50.35,5.2843595,,,
4039,426.626,45.29,5.352984,,,
4040,404.051,92.77,5.192614,,,
4041,401.551,99.45,5.1892996,,,
4042,400.026,81.4,5.332466,,,
4043,398.351,59.83,5.542393,,,
4044,397.176,55.99,5.583098,,,
4045,395.976,57.59,5.569047,,,
4046,394.851,58.29,5.4298835,,,
4047,393.626,58.89,5.2063704,,,
4048,392.426,61.01,5.1785417,,,
4049,391.251,57.78,5.224548,,,
4050,390.001,58.71,5.2100816,,,
4051,388.826,56.31,5.243988,,,
4052,387.551,55.45,5.252895,,,
4053,386.326,37.59,5.43552,,,
4054,385.101,2.93,4.7194514,,,
4055,363.651,59.7,5.4429283,,,
4056,362.251,24.93,5.6796756,,,
4057,360.751,52.19,5.528685,,,
4058,359.676,54.52,5.501104,,,
4059,358.426,48.28,5.6416783,,,
4060,357.051,52.78,5.2368054,,,
4061,355.976,50.76,5.2360797,,,
4062,354.776,49.38,5.2499413,,,
4063,353.576,50.36,5.2141542,,,
4064,352.401,50.99,5.190253,,,
4065,351.001,51.78,5.180914,,,
4066,349.851,49.54,5.219317,,,
4067,348.551,50.03,5.216151,,,
4068,347.376,48.55,5.2380757,,,
4069,346.101,48.86,5.227228,,,
4070,344.876,50.04,5.19845,,,
4071,343.701,41.45,5.3101435,,,
4072,342.426,13.9,5.764792,,,
4073,341.251,47.3,5.196385,,,
4074,340.151,49.39,5.158969,,,
4075,338.726,51.5,5.2658362,,,
4076,337.276,44.07,5.3878646,,,
4077,336.076,35.21,5.549209,,,
4078,334.926,32.88,5.590949,,,
4079,333.901,33.31,5.5824304,,,
4080,332.676,32.13,5.495668,,,
4081,331.451,33.56,5.191151,,,
4082,330.126,33.73,5.1835413,,,
4083,328.926,32.94,5.195803,,,
4084,327.651,69.83,5.176064,,,
4085,317.426,39.52,5.5650773,,,
4086,309.676,68.78,5.260088,,,
4087,308.301,53.0,5.4469013,,,
4088,307.076,49.48,5.504005,,,
4089,304.951,11.76,5.5350184,,,
4090,302.876,4.03,4.955253,,,
4091,301.976,4.03,4.987011,,,
4092,300.901,31.37,5.433056,,,
4093,299.876,32.54,5.338031,,,
4094,298.701,32.31,5.0888553,,,
4095,297.626,32.21,5.079875,,,
4096,546.801,53.57,5.407764,,,
4097,545.426,15.05,5.7514496,,,
4098,544.226,59.88,5.197362,,,
4099,543.001,58.9,5.1873226,,,
4100,541.601,57.96,5.2357187,,,
4101,540.151,59.87,5.209278,,,
4102,538.776,59.51,5.249947,,,
4103,537.351,64.52,5.2041063,,,
4104,535.976,61.946667,5.2382884,,,
4105,534.601,63.4,5.2179766,,,
4106,533.226,63.37,5.2234874,,,
4107,531.801,63.37,5.2181497,,,
4108,530.476,64.29,5.2064896,,,
4109,529.151,67.07,5.200989,,,
4110,527.901,65.73,5.218951,,,
4111,526.401,63.29,5.236246,,,
4112,525.001,60.82,5.267919,,,
4113,523.676,61.79,5.5377274,,,
4114,522.426,52.87,5.636579,,,
4115,521.101,50.05,5.671978,,,
4116,519.876,66.72,5.484878,,,
4117,518.676,71.08,5.4374237,,,
4118,517.176,66.37,5.249153,,,
4119,515.951,71.34,5.1916285,,,
4120,514.401,71.35,5.1938643,,,
4121,512.876,62.84,5.311776,,,
4122,511.526,65.99,5.2761908,,,
4123,510.226,61.48,5.321318,,,
4124,509.001,58.66,5.3596525,,,
4125,507.476,54.44,5.407491,,,
4126,506.101,52.04,5.3819585,,,
4127,503.901,32.42,5.6353846,,,
4128,502.401,70.98,5.2056894,,,
4129,501.076,71.99,5.2001348,,,
4130,499.701,76.0,5.190662,,,
4131,498.326,80.43,5.195458,,,
4132,496.651,77.5,5.233127,,,
4133,495.001,80.08,5.22788,,,
4134,493.451,75.95,5.26693,,,
4135,491.976,84.5,5.211058,,,
4136,490.501,78.87,5.257342,,,
4137,488.976,83.43,5.2150683,,,
4138,487.526,81.39,5.233057,,,
4139,486.001,82.48,5.2247844,,,
4140,484.626,84.03,5.200013,,,
4141,483.001,71.01,5.3258586,,,
4142,481.576,53.13,5.520383,,,
4143,480.051,54.25,5.5119357,,,
4144,478.676,55.6,5.499054,,,
4145,477.226,57.87,5.466197,,,
4146,475.876,66.83,5.2916965,,,
4147,474.626,69.67,5.2039337,,,
4148,473.351,71.23,5.2068605,,,
4149,472.001,67.34,5.2400885,,,
4150,470.651,69.45,5.228828,,,
4151,469.401,65.45,5.2692447,,,
4152,468.001,18.34,5.772193,,,
4153,465.726,44.29,5.581841,,,
4154,443.276,91.72,5.170921,,,
4155,441.801,80.04,5.2706957,,,
4156,440.426,28.4,5.792152,,,
4157,439.051,36.12,5.7526517,,,
4158,437.826,55.65,5.542474,,,
4159,436.626,60.09,5.415321,,,
4160,435.451,54.02,5.4600177,,,
4161,434.176,56.96,5.372947,,,
4162,432.951,56.59,5.3771615,,,
4163,431.476,56.28,5.241744,,,
4164,430.076,51.83,5.275342,,,
4165,428.876,50.58,5.2805686,,,
4166,427.676,50.35,5.2836375,,,
4167,426.551,45.29,5.3526893,,,
4168,404.001,92.77,5.192176,,,
4169,401.426,99.45,5.1889186,,,
4170,400.001,81.4,5.3320527,,,
4171,398.301,59.83,5.541898,,,
4172,397.151,55.99,5.5825205,,,
4173,395.951,54.84,5.5981646,,,
4174,394.751,58.29,5.4293394,,,
4175,393.551,58.89,5.2056737,,,
4176,392.301,61.01,5.1780305,,,
4177,391.201,57.78,5.2238455,,,
4178,389.976,55.5,5.247213,,,
4179,388.751,56.31,5.2434177,,,
4180,387.526,55.45,5.252131,,,
4181,386.251,37.59,5.434313,,,
4182,385.001,2.93,4.8140845,,,
4183,363.626,59.7,5.442329,,,
4184,362.176,24.93,5.6786523,,,
4185,360.726,52.19,5.5280247,,,
4186,359.651,54.52,5.5005527,,,
4187,358.301,48.28,5.641029,,,
4188,356.976,52.78,5.2358794,,,
4189,355.926,49.34,5.2545476,,,
4190,354.651,49.38,5.2492228,,,
4191,353.551,50.36,5.2134094,,,
4192,352.326,50.99,5.1896834,,,
4193,350.976,52.36,5.173386,,,
4194,349.801,49.54,5.2185802,,,
4195,348.526,50.03,5.2155895,,,
4196,347.301,48.55,5.237537,,,
4197,346.076,48.86,5.2264833,,,
4198,344.851,50.04,5.1979065,,,
4199,343.651,41.45,5.309671,,,
4200,342.351,13.9,5.763055,,,
4201,341.201,47.3,5.1958656,,,
4202,340.026,49.39,5.1583066,,,
4203,338.651,51.5,5.265231,,,
4204,337.251,44.07,5.387176,,,
4205,336.026,35.21,5.5478897,,,
4206,334.826,32.88,5.5898147,,,
4207,333.801,33.31,5.5816736,,,
4208,332.626,32.13,5.495175,,,
4209,331.326,33.56,5.1903353,,,
4210,330.076,33.73,5.1825566,,,
4211,328.876,32.94,5.1948094,,,
4212,327.551,69.83,5.1754956,,,
4213,317.276,39.52,5.5642347,,,
4214,309.576,68.78,5.2595954,,,
4215,308.276,53.0,5.4462266,,,
4216,307.001,49.48,5.502827,,,
4217,304.876,11.76,5.5334525,,,
4218,302.851,4.03,4.953446,,,
4219,301.951,30.46,5.6278377,,,
4220,300.851,31.37,5.431938,,,
4221,299.801,32.54,5.3372164,,,
4222,298.676,32.31,5.087959,,,
4223,297.526,32.21,5.0789223,,,
4224,546.726,53.57,5.404076,,,
4225,545.376,15.05,5.743144,,,
4226,544.201,59.88,5.193871,,,
4227,542.851,63.0,5.1682153,,,
4228,541.501,57.96,5.2319546,,,
4229,540.101,59.87,5.2057986,,,
4230,538.726,59.51,5.2466717,,,
4231,537.251,64.52,5.203275,,,
4232,535.901,62.29,5.2315135,,,
4233,534.451,63.4,5.214843,,,
4234,533.101,63.37,5.220312,,,
4235,531.701,63.37,5.21502,,,
4236,530.376,64.29,5.2033243,,,
4237,529.126,67.07,5.1994333,,,
4238,527.801,65.73,5.215931,,,
4239,526.376,63.29,5.2331223,,,
4240,524.976,60.82,5.2649016,,,
4241,523.626,61.79,5.534745,,,
4242,522.351,52.87,5.6328187,,,
4243,521.051,50.05,5.668128,,,
4244,519.826,66.72,5.4819074,,,
4245,518.601,71.08,5.4346485,,,
4246,517.101,66.37,5.2460294,,,
4247,515.851,71.34,5.1885834,,,
4248,514.326,71.35,5.1908903,,,
4249,512.826,62.84,5.3082685,,,
4250,511.451,65.99,5.2731843,,,
4251,510.126,61.48,5.3180304,,,
4252,508.901,55.39,5.396976,,,
4253,507.401,54.44,5.403206,,,
4254,506.076,52.04,5.378163,,,
4255,503.826,32.42,5.629057,,,
4256,502.301,70.98,5.2025704,,,
4257,500.976,73.46,5.1841455,,,
4258,499.626,76.0,5.187909,,,
4259,498.176,80.43,5.1971974,,,
4260,496.576,77.5,5.2303967,,,
4261,494.976,83.26,5.2064414,,,
4262,493.376,75.95,5.2642865,,,
4263,491.926,80.87,5.2376523,,,
