,train_depth,train_true,train_pre,train_depth,test_true,test_pre
930,1175.026,20.8,5.7476945,545.777,59.07,5.2590704
931,1174.076,19.83,5.7134576,543.252,62.87,5.2141027
932,1173.301,21.6,5.660534,540.677,57.03,5.2724934
933,1172.401,22.55,5.6157975,538.577,43.94,5.4464717
934,1171.401,21.59,5.26591,537.002,39.31,5.5229383
935,1170.576,19.34,5.335824,535.227,9.57,5.5836773
936,1169.601,19.56,5.340808,533.902,50.52,5.317517
937,1168.801,20.5,5.3080745,532.027,48.26,5.2771254
938,1167.851,21.21,5.2462077,529.752,52.27,5.1671524
939,1166.976,21.21,5.243019,527.802,48.07,5.229739
940,1165.051,16.53,5.4009657,525.652,48.94,5.2065673
941,1163.851,46.62,5.260297,523.502,56.7,5.1974435
942,1162.476,48.74,5.25674,521.227,51.61,5.2532406
943,1161.151,46.08,5.284946,519.052,43.95,5.380586
944,1160.051,47.64,5.261891,514.652,57.34,5.1852064
945,1158.851,42.68,5.3540864,512.202,58.29,5.178713
946,1157.701,48.89,5.2726884,509.802,59.06,5.1548233
947,1156.476,45.61,5.3087735,507.352,54.55,5.2059045
948,1155.276,48.92,5.2794714,504.477,63.95,5.1241674
949,1154.101,39.15,5.4204407,502.152,60.99,5.1921372
950,1153.051,36.51,5.4620624,498.527,59.79,5.218439
951,1151.876,35.22,5.4919443,496.677,52.7,5.3038073
952,1150.876,34.45,5.5156894,494.702,52.85,5.2913113
953,1149.876,18.44,5.7950997,493.302,51.5,5.3091006
954,1148.601,32.95,5.323347,491.502,58.49,5.2480645
955,1147.401,39.89,5.238547,488.727,64.26,5.1650753
956,1146.226,37.74,5.2861238,486.727,63.27,5.186987
957,1145.126,36.79,5.295277,484.477,65.69,5.1753173
958,1143.951,33.55,5.3984427,481.977,68.76,5.166433
959,1142.826,37.91,5.3013415,479.402,68.76,5.1719465
960,1141.726,36.3,5.2972183,477.152,70.83,5.1862755
961,1140.526,37.8,5.273661,474.402,65.56,5.1693077
962,1139.176,34.74,5.324573,472.202,66.89,5.1590114
963,1138.076,13.14,5.8054957,469.677,61.23,5.2272406
964,1136.951,38.05,5.369059,467.177,59.69,5.2478886
965,1135.676,28.19,5.577337,464.802,74.64,5.1254086
966,1134.451,26.86,5.6205845,461.452,66.17,5.2669787
967,1133.551,26.08,5.642634,458.652,62.7,5.3106823
968,1132.551,25.81,5.656099,456.902,72.95,5.2248573
969,1131.701,27.44,5.4916463,454.752,59.39,5.3286233
970,1130.651,25.99,5.2885985,452.602,62.42,5.2921886
971,1129.576,26.28,5.2731175,450.627,61.84,5.2863216
972,1128.526,26.13,5.2781262,448.252,62.26,5.276303
973,1127.451,29.74,5.24374,445.452,75.85,5.1603026
974,1126.351,32.84,5.248174,443.402,85.12,5.1869664
975,1125.001,23.61,5.4515405,440.652,88.01,5.1848965
976,1123.176,17.88,5.6353874,438.127,87.37,5.1864266
977,1121.976,29.65,5.3220906,436.402,75.5,5.285675
978,1121.001,25.35,5.441227,434.052,59.38,5.397619
979,1118.001,28.62,5.3275447,431.602,63.38,5.355688
980,1117.076,20.41,5.501419,429.602,59.76,5.396957
981,1116.101,20.42,5.497084,425.952,64.1,5.349396
982,1115.026,27.6,5.284758,423.702,72.22,5.1584063
983,1113.976,28.15,5.29439,420.927,79.17,5.1737304
984,1113.051,28.15,5.2948136,418.627,77.13,5.2017884
985,1112.101,29.54,5.2682815,416.402,75.81,5.2160316
986,1111.026,30.49,5.2656937,413.552,50.78,5.4804115
987,1109.976,26.25,5.347614,412.027,54.44,5.429297
988,1109.176,13.38,5.7270994,410.002,44.86,5.5531282
989,1107.976,21.46,5.462808,407.652,80.68,5.17191
990,1092.276,68.96,5.4686375,405.677,78.98,5.1793084
991,1090.901,46.23,5.7216105,402.802,83.04,5.158019
992,1089.726,79.21,5.3991194,400.352,84.7,5.1380544
993,1088.076,25.82,5.8412695,397.477,74.71,5.2471933
994,1087.176,28.06,5.8448353,394.777,14.55,5.5691795
995,1086.101,30.7,5.815287,392.327,61.79,5.3395863
996,1084.951,24.46,5.8432646,390.277,63.01,5.3247075
997,1082.951,14.71,5.709687,388.152,63.17,5.3202
998,1081.876,9.31,5.801125,385.477,57.4,5.298187
999,1081.051,9.31,5.800285,383.577,60.19,5.188158
1000,1080.351,27.7,5.431726,381.302,62.65,5.1914287
1001,1079.451,38.84,5.2493253,378.527,59.82,5.2256455
1002,1078.101,55.84,5.242435,376.302,53.96,5.289785
1003,1040.576,59.58,5.285448,374.852,54.59,5.266092
1004,987.301,53.85,5.3818636,372.827,52.86,5.282473
1005,979.976,79.27,5.264363,370.302,60.58,5.144472
1006,978.576,49.3,5.600366,367.802,63.63,5.1443315
1007,977.051,73.07,5.3306284,365.102,60.61,5.2284627
1008,951.476,98.16,5.283065,362.202,65.41,5.1793737
1009,947.851,62.06,5.587707,359.952,71.73,5.1448283
1010,944.101,88.12,5.35078,357.702,73.67,5.1248956
1011,923.526,72.53,5.4929256,355.627,56.76,5.3308234
1012,907.826,61.66,5.5863976,353.977,11.2,5.511183
1013,904.251,20.99,5.7714906,351.677,51.29,5.3654847
1014,902.501,21.48,5.810534,349.877,49.31,5.394004
1015,901.601,21.72,5.819811,347.202,46.91,5.4322906
1016,900.751,20.44,5.8358355,344.927,49.32,5.1884055
1017,899.876,21.18,5.823292,343.502,48.41,5.1932745
1018,898.951,15.92,5.4247446,341.827,50.02,5.1604633
1019,898.026,15.92,5.4328814,339.902,41.13,5.374587
1020,897.176,24.73,5.2341933,337.402,42.4,5.3557916
1021,891.826,30.41,5.792494,335.577,34.64,5.4690585
1022,890.351,26.88,5.823139,333.977,33.64,5.507185
1023,889.201,26.76,5.8327084,332.252,33.29,5.5296245
1024,1337.801,34.86,5.250258,625.427,45.19,5.2171097
1025,1336.551,32.5,5.3135276,623.277,43.83,5.240745
1026,1335.401,35.83,5.2967825,621.652,44.1,5.2389054
1027,1334.251,37.73,5.3102994,619.877,42.27,5.2916427
1028,1333.101,35.34,5.3109765,617.452,39.31,5.3189387
1029,1331.976,36.28,5.3232203,615.827,43.8,5.2521324
1030,1208.976,33.03,5.382324,613.152,38.49,5.3383107
1031,1207.601,30.11,5.431374,609.877,42.81,5.2974243
1032,1206.401,29.92,5.4240212,607.502,39.97,5.340682
1033,1205.501,29.74,5.4259205,606.152,42.32,5.3104806
1034,1204.451,26.28,5.524586,604.227,43.67,5.2853713
1035,1203.501,25.01,5.4254565,602.727,44.66,5.265958
1036,1202.576,26.44,5.3574333,601.002,44.79,5.2336316
1037,1201.376,22.97,5.424957,599.527,36.99,5.3598785
1038,1200.451,55.37,5.272352,598.202,29.02,5.5299273
1039,1199.026,54.04,5.283643,594.627,62.2,5.2107406
1040,1197.976,55.55,5.267906,592.202,55.02,5.29606
1041,1196.801,55.22,5.2732444,590.327,49.22,5.3801446
1042,1195.726,56.44,5.2642665,588.027,56.89,5.2774906
1043,1194.376,56.56,5.2767267,585.052,63.21,5.2081776
1044,1193.276,57.35,5.274049,583.377,57.22,5.2918
1045,1191.901,57.89,5.2737613,580.927,53.21,5.343568
1046,1190.601,51.66,5.349576,578.877,61.11,5.253307
1047,1189.076,50.59,5.3709507,576.902,44.36,5.454626
1048,1187.701,68.99,5.3055854,575.177,46.55,5.4225717
1049,1186.176,68.23,5.305353,572.952,62.03,5.220103
1050,1184.801,62.89,5.365493,571.027,59.5,5.2484355
1051,1183.376,67.96,5.315466,569.052,61.2,5.2279963
1052,1182.001,66.69,5.322304,566.952,11.51,5.6799893
1053,1180.801,47.27,5.535052,565.077,44.02,5.420666
1054,1179.626,41.95,5.6111054,555.177,16.37,5.7847157
1055,1178.401,41.11,5.62548,552.752,59.89,5.239249
1056,1177.226,38.27,5.6689453,549.977,54.35,5.319845
1057,1175.901,20.8,5.8428407,547.727,56.58,5.288531
1058,1175.001,20.8,5.7550344,545.602,59.07,5.262596
1059,1174.051,19.83,5.7226515,543.177,62.87,5.2168674
1060,1173.226,21.6,5.6692085,540.577,57.03,5.2757397
1061,1172.276,22.55,5.624196,538.552,43.94,5.4506555
1062,1171.376,21.59,5.2751727,536.902,35.19,5.5894575
1063,1170.526,19.34,5.3454285,535.077,9.57,5.5940948
1064,1169.576,19.56,5.3506737,533.777,50.52,5.320911
1065,1168.751,20.5,5.31752,531.952,52.56,5.2088957
1066,1167.826,21.21,5.2560062,529.677,52.27,5.1713767
1067,1165.976,16.53,5.39858,527.727,48.07,5.233916
1068,1164.976,16.53,5.412382,525.502,48.94,5.210848
1069,1163.776,46.62,5.264967,523.427,56.7,5.200564
1070,1162.401,48.74,5.2610703,520.927,48.39,5.2993255
1071,1161.126,46.08,5.2894106,519.002,43.95,5.384402
1072,1160.001,47.64,5.266409,514.402,57.34,5.1888475
1073,1158.826,42.68,5.3590484,512.052,58.29,5.181247
1074,1157.626,48.89,5.2771716,509.777,59.06,5.1578503
1075,1156.426,45.61,5.3133855,506.602,59.78,5.1439133
1076,1155.226,48.92,5.284004,504.377,63.95,5.127226
1077,1154.076,39.15,5.425483,502.052,60.99,5.19517
1078,1152.976,35.265,5.4876094,498.477,59.79,5.2214694
1079,1151.826,35.22,5.4975758,496.652,52.7,5.30741
1080,1150.851,34.45,5.521697,494.677,52.85,5.294808
1081,1149.851,18.44,5.802711,493.252,51.5,5.312812
1082,1148.551,32.95,5.329578,491.427,58.49,5.251326
1083,1147.351,39.89,5.243933,488.352,64.26,5.1680946
1084,1146.176,37.74,5.2915916,486.627,63.27,5.1899853
1085,1144.976,34.235,5.3505697,484.252,65.69,5.1771626
1086,1143.901,33.55,5.403089,481.877,69.81,5.1668777
1087,1142.776,37.91,5.306858,479.277,68.76,5.17463
1088,1141.676,36.3,5.3028717,476.877,70.86,5.188839
1089,1140.426,37.8,5.2791038,474.302,65.56,5.1723914
1090,1139.076,34.74,5.329621,472.027,66.89,5.1620326
1091,1138.051,13.14,5.8181915,469.377,61.23,5.230538
1092,1136.901,38.05,5.373176,467.002,59.69,5.251118
1093,1135.576,28.19,5.583261,464.652,74.64,5.1276584
1094,1134.326,26.86,5.6248374,461.177,66.17,5.269805
1095,1133.401,26.08,5.6495442,458.577,62.7,5.3136544
1096,1132.526,25.81,5.6637774,456.877,72.95,5.227566
1097,1131.676,27.44,5.498819,454.602,59.39,5.3316846
1098,1130.501,25.99,5.296192,452.427,62.42,5.295373
1099,1129.526,26.28,5.2807207,450.477,61.84,5.28938
1100,1128.501,26.13,5.2857366,448.202,62.26,5.279329
1101,1127.401,29.74,5.2511067,445.302,75.85,5.1651607
1102,1126.226,32.84,5.2548084,443.177,85.12,5.189335
1103,1124.976,23.61,5.458907,440.552,88.01,5.1872864
1104,1123.026,17.88,5.645505,437.977,87.37,5.1887875
1105,1121.951,25.35,5.437225,436.302,75.5,5.2883677
1106,1120.976,25.35,5.4486856,434.027,59.38,5.4009004
1107,1117.976,28.62,5.3337636,431.502,63.38,5.3587604
1108,1117.051,20.41,5.5103645,429.402,59.76,5.400171
1109,1116.051,20.42,5.506506,425.877,64.1,5.3524137
1110,1115.001,27.6,5.292135,423.652,72.22,5.161231
1111,1113.926,28.15,5.301725,420.727,79.17,5.1762166
1112,1113.001,28.15,5.2991457,418.527,77.13,5.2042165
1113,1112.051,29.54,5.2751484,416.027,75.81,5.2186265
1114,1110.976,28.37,5.3195863,413.477,50.78,5.484081
1115,1109.926,13.38,5.725574,411.927,60.78,5.3607554
1116,1109.151,13.38,5.7401004,409.952,79.62,5.1786733
1117,1093.951,98.11,5.2107344,407.502,80.68,5.1744704
1118,1092.251,68.96,5.471579,405.527,78.98,5.18187
1119,1090.876,46.23,5.7260222,402.777,83.04,5.1599164
1120,1089.651,79.21,5.4017415,400.277,84.7,5.140527
1121,1088.051,25.82,5.847498,397.377,74.71,5.2498116
1122,1087.126,28.06,5.8504004,394.702,14.55,5.5775228
1123,1086.001,30.7,5.8212056,392.277,61.79,5.3427835
1124,1084.926,24.46,5.8492637,390.077,63.01,5.3274627
1125,1082.901,14.71,5.7165923,388.077,63.17,5.323177
1126,1081.851,9.31,5.8179226,385.402,57.4,5.3011827
1127,1081.001,9.31,5.8185453,383.502,60.19,5.1915708
1128,1080.276,27.7,5.439368,381.102,62.65,5.194404
1129,1079.426,38.84,5.2549205,378.452,59.82,5.2287145
1130,1078.076,55.84,5.2465215,376.252,53.96,5.292626
1131,1040.476,59.58,5.2890325,374.727,54.59,5.269429
1132,987.251,53.85,5.3858185,372.752,52.86,5.285397
1133,979.926,51.91,5.565373,370.227,60.58,5.1477456
1134,978.551,49.3,5.604528,367.727,63.63,5.147443
1135,977.026,73.07,5.3334866,364.977,60.61,5.231384
1136,951.426,98.16,5.285251,362.077,65.41,5.180976
1137,947.776,62.06,5.5910363,359.802,71.73,5.146378
1138,944.001,88.12,5.3530235,357.677,73.67,5.127418
1139,923.501,72.53,5.495705,355.552,56.76,5.3341894
1140,907.751,61.66,5.589604,353.952,51.15,5.3666863
1141,904.176,20.99,5.7792797,351.527,51.29,5.3692675
1142,902.451,21.48,5.817415,349.602,49.31,5.398163
1143,901.576,21.72,5.8268237,347.152,46.91,5.436671
1144,900.726,20.44,5.843292,344.877,49.32,5.1917095
1145,899.826,21.18,5.8314977,343.377,48.41,5.1970677
1146,898.901,15.92,5.4360657,341.802,50.02,5.164354
1147,897.976,20.324999,5.2918606,339.752,41.13,5.3788037
1148,897.076,24.73,5.243085,337.252,42.4,5.358685
1149,891.701,30.41,5.7981725,335.452,34.64,5.4729314
1150,890.301,26.88,5.8293133,333.752,33.64,5.5127335
1151,889.126,26.76,5.8391814,332.202,33.29,5.535467
1152,1337.751,34.86,5.254831,625.402,45.19,5.221855
1153,1336.526,32.5,5.3188114,623.227,43.83,5.244536
1154,1335.351,35.83,5.3020077,621.627,44.1,5.241585
1155,1334.151,37.73,5.315228,619.752,42.27,5.2955894
1156,1333.051,35.34,5.3158293,617.352,39.31,5.3226
1157,1212.976,37.93,5.309728,615.777,43.8,5.255816
1158,1208.901,33.03,5.3872023,611.827,36.45,5.375516
1159,1207.576,30.11,5.436439,609.452,42.81,5.3012323
1160,1206.376,29.92,5.4297943,607.452,39.97,5.344524
1161,1205.476,29.74,5.431871,605.977,42.32,5.314019
1162,1204.426,26.28,5.5305953,604.127,43.67,5.288568
1163,1203.451,25.01,5.432436,602.702,44.66,5.2691693
1164,1202.526,26.44,5.3643737,600.977,44.79,5.2371883
1165,1201.351,22.97,5.4310727,599.377,36.99,5.363785
1166,1200.426,55.37,5.2751713,598.127,29.02,5.5353947
1167,1199.001,54.04,5.2871695,594.527,62.2,5.213705
1168,1197.901,55.55,5.271384,592.102,55.02,5.299488
1169,1196.776,55.22,5.276758,590.227,49.22,5.383864
1170,1195.626,56.44,5.2684627,587.952,58.49,5.260693
1171,1194.351,56.56,5.280132,585.027,63.21,5.2113123
1172,1193.251,57.35,5.278,583.352,57.22,5.294403
1173,1191.801,57.89,5.2774167,580.702,53.21,5.3467402
1174,1190.526,51.66,5.352841,578.802,61.11,5.2561307
1175,1189.001,50.59,5.3744745,576.777,44.36,5.4579577
1176,1187.651,68.99,5.3083096,575.152,46.55,5.426198
1177,1186.126,68.23,5.3077507,572.727,62.03,5.2229385
1178,1184.751,62.89,5.3678546,570.877,60.38,5.24144
1179,1183.301,67.96,5.317524,568.902,49.37,5.3790426
1180,1181.976,66.69,5.3250246,566.702,11.51,5.687583
1181,1180.776,47.27,5.538611,565.052,44.02,5.4248357
1182,1179.576,41.95,5.6149974,555.102,16.37,5.792631
1183,1178.351,41.11,5.629667,552.677,59.89,5.2423863
1184,1177.176,38.27,5.673398,549.852,52.7,5.3458276
1185,1175.826,20.8,5.848524,547.652,56.58,5.291803
1186,1174.951,19.83,5.7765164,545.577,59.07,5.265806
1187,1174.001,19.83,5.7306604,543.077,62.87,5.219111
1188,1173.201,21.6,5.6768327,540.552,57.03,5.2786517
1189,1172.251,22.55,5.631937,538.427,43.94,5.4541698
1190,1171.326,21.59,5.283619,536.877,35.19,5.593675
1191,1170.451,19.34,5.3540635,535.052,9.57,5.601542
1192,1169.551,19.56,5.3592033,533.727,50.52,5.3243303
1193,1168.601,20.5,5.3258224,531.902,52.56,5.2090344
1194,1167.751,21.21,5.2651772,529.552,52.27,5.175026
1195,1165.951,16.53,5.4083333,527.677,48.07,5.2376494
1196,1164.951,23.08,5.2330585,525.402,48.94,5.2146373
1197,1163.726,46.62,5.269132,523.377,56.7,5.203272
1198,1162.351,48.74,5.2645254,520.602,48.39,5.3031387
1199,1161.101,46.08,5.293438,515.977,9.48,5.646633
1200,1159.976,47.64,5.2703,514.227,57.34,5.1918254
1201,1158.801,42.68,5.3634934,511.902,57.34,5.1959124
1202,1157.501,48.89,5.280914,509.702,59.06,5.160794
1203,1156.401,45.61,5.317528,506.527,59.78,5.1477304
1204,1155.176,48.92,5.287987,504.277,63.95,5.1297812
1205,1153.976,37.83,5.450329,501.977,59.38,5.215658
1206,1152.901,34.02,5.5133185,498.327,59.79,5.2242875
1207,1151.776,35.22,5.502815,496.527,52.7,5.3104897
1208,1150.801,34.45,5.5269933,494.602,52.85,5.297898
1209,1149.726,18.44,5.8068657,493.152,51.5,5.3158693
1210,1148.501,32.95,5.335206,491.352,58.49,5.2541785
1211,1147.276,39.89,5.2487564,488.252,64.26,5.1700935
1212,1146.126,37.74,5.2965255,486.602,63.27,5.1926103
1213,1144.926,31.68,5.4104156,484.152,65.69,5.178613
1214,1143.851,33.55,5.4043617,481.602,69.81,5.1737676
1215,1142.726,37.91,5.311682,479.052,68.76,5.1771917
1216,1141.626,36.3,5.307861,476.402,70.86,5.190989
1217,1140.401,37.8,5.2837424,474.252,65.56,5.1751356
1218,1139.026,34.74,5.334384,471.977,66.89,5.1647577
1219,1138.026,13.14,5.8286586,469.227,61.23,5.233509
1220,1136.826,38.05,5.377942,466.727,62.84,5.2159886
1221,1135.526,28.19,5.5892377,464.477,74.64,5.129869
1222,1134.301,26.86,5.627957,461.152,66.17,5.2721963
1223,1133.376,26.08,5.6536584,458.477,62.7,5.316237
1224,1132.476,25.81,5.6705937,456.802,72.95,5.2300076
1225,1131.651,27.44,5.504888,454.377,59.39,5.334349
1226,1130.426,25.99,5.3030667,452.252,62.42,5.2982473
1227,1129.476,26.28,5.287499,450.377,61.84,5.29211
1228,1128.426,26.13,5.2924395,448.077,62.26,5.2820997
1229,1127.376,29.74,5.2572575,445.202,75.85,5.167484
1230,1126.076,32.84,5.2613792,442.977,85.12,5.190728
1231,1123.951,17.88,5.623705,440.327,88.01,5.189564
1232,1122.976,17.88,5.6544385,437.902,87.41,5.190568
1233,1121.926,25.35,5.4444017,436.152,75.5,5.2907043
1234,1118.951,28.62,5.3721294,433.977,59.38,5.4037714
1235,1117.926,20.41,5.551156,431.427,63.38,5.3614964
1236,1117.001,20.41,5.51786,429.327,59.76,5.4030104
1237,1116.026,20.42,5.5149503,425.802,64.1,5.355082
1238,1114.976,30.0,5.256814,423.402,72.22,5.1637197
1239,1113.901,28.15,5.30811,420.602,79.17,5.178143
1240,1112.976,28.845001,5.288505,418.477,77.13,5.206247
1241,1111.976,29.54,5.281276,415.527,61.16,5.369999
1242,1110.901,26.25,5.375905,413.452,50.78,5.487208
1243,1109.826,13.38,5.737899,411.877,60.78,5.363534
1244,1109.026,13.38,5.750779,409.902,79.62,5.180842
1245,1093.926,98.11,5.212476,407.327,80.68,5.176761
1246,1092.201,68.96,5.474148,405.377,78.98,5.1841855
1247,1090.801,46.23,5.7298274,402.727,83.04,5.1606812
1248,1089.601,79.21,5.404108,400.177,84.7,5.1425605
1249,1088.001,25.82,5.8523493,397.302,74.71,5.252141
1250,1087.076,28.06,5.854947,394.527,14.55,5.583872
1251,1085.976,30.7,5.826237,392.252,61.79,5.3455954
1252,1084.801,24.46,5.854156,389.977,61.449997,5.3485413
1253,1082.851,14.71,5.7218976,388.002,63.17,5.325973
1254,1081.776,9.31,5.830634,385.252,57.4,5.303726
1255,1080.951,27.7,5.438314,383.427,60.19,5.194623
1256,1080.201,27.7,5.4462557,380.902,59.38,5.233017
1257,1079.326,38.84,5.259579,378.402,59.82,5.2313695
1258,1078.051,55.84,5.2500143,376.052,53.96,5.295591
1259,1040.426,59.58,5.292269,374.627,54.59,5.272388
1260,987.226,53.85,5.389192,372.602,52.86,5.2877865
1261,979.876,51.91,5.568888,370.177,60.58,5.150317
1262,978.401,49.3,5.608153,367.477,63.63,5.149769
1263,976.976,73.07,5.336042,364.927,68.28,5.1538477
1264,951.351,98.16,5.287213,361.977,65.41,5.183351
1265,947.676,62.06,5.59394,359.652,71.73,5.147962
1266,943.976,88.12,5.3549414,357.602,73.67,5.129852
1267,923.376,72.53,5.4981847,355.527,56.76,5.3370976
1268,907.676,61.66,5.5924587,353.852,51.15,5.3700695
1269,904.076,20.99,5.785053,351.302,51.29,5.3726745
1270,902.426,21.48,5.8229823,349.452,49.31,5.401816
1271,901.551,21.72,5.832496,347.002,46.91,5.440397
1272,900.701,20.44,5.849328,344.852,49.32,5.1950336
1273,899.776,21.18,5.8384676,343.352,48.41,5.2003636
1274,898.851,15.92,5.4458094,341.677,50.02,5.1676755
1275,897.951,24.73,5.214279,339.677,41.13,5.382467
1276,897.051,24.73,5.2518053,337.127,42.4,5.362402
1277,891.676,30.41,5.802347,335.327,34.64,5.4771166
1278,890.176,26.88,5.8339596,333.702,33.64,5.517436
1279,889.101,26.76,5.844281,332.102,33.29,5.540389
1280,888.476,26.32,5.836338,330.977,35.545,5.2716475
1281,887.276,26.48,5.841175,328.702,53.69,5.1531367
1282,886.301,23.26,5.4063993,326.977,98.11,5.130637
1283,885.426,21.57,5.4180493,322.777,96.88,5.140604
1284,884.351,15.79,5.6070127,318.477,86.63,5.218414
1285,883.451,24.05,5.3070073,315.452,16.66,5.563688
1286,882.601,30.96,5.257403,313.777,68.5,5.369315
1287,881.851,16.5,5.670935,311.177,69.56,5.3497076
1288,880.776,48.74,5.282201,309.202,70.92,5.2721286
1289,879.926,46.55,5.2866607,306.977,67.439995,5.2494206
1290,878.751,50.47,5.2187037,304.377,68.68,5.1628585
1291,877.651,43.83,5.297356,302.352,66.81,5.2144165
1292,876.401,43.15,5.296951,300.477,52.3,5.375193
1293,875.226,44.24,5.339062,297.627,70.74,5.1547723
1294,873.876,41.89,5.3792276,295.027,55.06,5.3264613
1295,872.726,22.89,5.714435,291.927,45.41,5.4400134
1296,871.526,28.45,5.548876,289.877,58.12,5.26498
1297,870.326,28.41,5.5370913,288.327,53.39,5.345081
1298,869.301,28.54,5.5222163,286.852,52.21,5.21564
1299,868.326,19.29,5.717898,285.477,53.42,5.2049756
1300,867.476,15.36,5.641321,283.552,53.39,5.216865
1301,866.451,51.39,5.222833,281.477,57.26,5.1246405
1302,864.926,61.55,5.2007813,279.577,58.56,5.1197376
1303,863.526,65.87,5.2065716,277.577,51.93,5.20673
1304,862.151,58.54,5.3020153,275.252,45.28,5.3042026
1305,860.726,57.33,5.3117356,273.252,14.45,5.704213
1306,859.376,56.2,5.355097,271.752,26.49,5.649804
1307,857.976,57.77,5.3399496,270.202,20.87,5.691794
1308,856.526,58.84,5.24098,269.252,22.65,5.6592035
1309,855.101,65.92,5.243006,267.702,22.01,5.4062033
1310,853.701,68.28,5.2501535,266.602,21.47,5.2830763
1311,852.201,71.37,5.2432,265.477,24.21,5.139566
1312,850.976,67.32,5.2821364,264.502,26.96,5.11625
1313,849.476,62.38,5.3270187,263.077,27.04,5.109965
1314,848.001,51.81,5.4550276,261.777,27.11,5.1220226
1315,846.726,51.45,5.459305,260.477,26.09,5.161799
1316,845.501,57.29,5.3691173,259.252,23.42,5.248966
1317,844.101,60.67,5.314221,258.152,22.67,5.2738695
1318,842.901,63.1,5.2354255,256.902,30.49,5.1028094
1319,841.576,58.04,5.295327,255.727,29.06,5.1482015
1320,840.326,52.65,5.3658357,254.327,29.36,5.1629686
1321,838.976,45.78,5.4615803,252.602,28.82,5.1907296
1322,837.776,35.94,5.6246243,251.152,28.27,5.1842494
1323,836.501,37.95,5.5796423,249.777,24.83,5.2430387
1324,835.351,41.55,5.4648714,248.127,24.73,5.237758
1325,834.176,41.93,5.278193,246.802,28.4,5.1402726
1326,833.051,41.1,5.2542167,245.377,28.66,5.131152
1327,832.026,31.34,5.4349723,243.877,30.25,5.106399
1328,830.951,31.64,5.4342985,242.602,30.93,5.1000795
1329,830.001,31.64,5.4303784,241.077,29.61,5.1615825
1330,828.926,26.83,5.5250015,239.752,27.35,5.216997
1331,827.776,15.66,5.7156205,238.752,27.19,5.23304
1332,826.701,46.42,5.2223516,237.552,28.28,5.1942687
1333,825.551,24.46,5.654814,236.352,28.87,5.145403
1334,824.251,70.48,5.211262,235.152,25.92,5.2060494
1335,822.876,80.79,5.1978574,233.877,15.44,5.5328956
1336,821.476,74.43,5.264089,232.402,24.9,5.238907
1337,819.976,72.77,5.288519,231.177,9.81,5.6931324
1338,818.551,72.37,5.3176866,230.002,15.69,5.542991
1339,817.001,69.39,5.349017,228.877,7.03,5.6600566
1340,815.376,69.89,5.3236976,228.077,7.03,5.6633706
1341,814.101,73.56,5.2507,227.177,4.22,5.536325
1342,812.751,79.4,5.232894,226.427,2.7,5.3789535
1343,811.201,82.72,5.2390356,225.802,11.46,4.8878064
1344,809.851,83.18,5.238435,225.252,7.4049997,5.131099
1345,808.326,76.06,5.2929983,224.677,3.34,5.371724
1346,806.826,78.53,5.275128,224.127,3.34,5.400746
1347,805.401,80.48,5.2652173,223.627,7.7419996,5.3425403
1348,804.001,78.09,5.2840605,223.077,8.825,5.318277
1349,802.526,76.72,5.281864,222.427,8.6449995,5.3420796
1350,801.176,70.56,5.3199234,221.877,2.4099998,5.364097
1351,799.901,49.86,5.558372,221.227,9.17,5.3527026
1352,798.601,29.26,5.791886,220.727,6.61,5.472812
1353,797.351,54.67,5.472795,220.152,19.19,5.058694
1354,796.126,43.95,5.5634685,219.252,19.5,5.0882497
1355,794.901,40.61,5.4538116,218.027,15.63,5.2590265
1356,793.776,37.39,5.50726,216.752,21.03,5.074489
1357,792.626,35.51,5.541403,215.302,13.75,5.373797
1358,791.551,37.71,5.3242836,214.202,7.66,5.65468
1359,790.376,42.71,5.2278852,213.277,5.67,5.6503863
1360,789.276,42.99,5.2260513,212.552,7.88,5.62914
1361,788.201,38.74,5.2990804,211.727,10.15,5.222596
1362,786.976,26.49,5.5583863,210.577,10.17,5.042308
1363,785.826,69.1,5.222216,208.327,8.53,5.2293615
1364,784.401,65.86,5.2528095,207.402,7.19,5.3107476
1365,783.126,60.1,5.3226814,206.577,9.19,5.1738377
1366,781.801,58.36,5.3456492,205.677,10.45,5.0814342
1367,780.426,62.9,5.290069,204.877,12.07,5.008923
1368,779.001,65.97,5.245033,203.952,13.5,5.002998
1369,777.601,64.1,5.247299,203.177,13.5,5.075741
1370,776.176,58.67,5.30478,201.927,14.56,5.056853
1371,774.801,50.83,5.4107656,201.052,14.56,5.0939612
1372,773.451,64.95,5.2414656,200.052,14.63,5.10714
1373,772.026,77.65,5.233893,199.052,13.19,5.175921
1374,770.776,77.43,5.228869,198.102,14.34,5.1306157
1375,769.376,73.85,5.2704005,197.202,13.12,5.1658764
1376,767.876,75.92,5.254148,196.127,11.01,5.2623453
1377,766.551,69.99,5.304296,195.202,9.67,5.3347797
1378,765.201,76.39,5.2378755,194.252,8.32,5.3732967
1379,763.826,37.95,5.686668,193.502,8.42,5.2894516
1380,762.301,49.81,5.5308576,192.677,7.38,5.2379985
1381,760.976,49.63,5.529708,191.752,6.18,5.253943
1382,759.701,51.74,5.512369,191.077,6.18,5.2042203
1383,758.426,50.96,5.301826,190.427,6.62,5.138845
1384,757.201,47.26,5.2949204,189.677,8.53,4.989875
1385,755.951,52.48,5.2205834,188.702,10.12,4.9672976
