,train_loss,test_loss,train_acc,test_acc
230,9371.59927368164,3405.861328125,-4.23646452091784,-2.019157170348539
231,9360.467224121094,3401.9072265625,-4.230515563930543,-2.0156523330345997
232,9349.347717285156,3397.9583129882812,-4.2245725016730855,-2.0121515449074288
233,9338.2392578125,3394.0136108398438,-4.218635328104882,-2.0086547884099915
234,9327.142822265625,3390.0736083984375,-4.212703851945263,-2.0051620028463755
235,9316.05810546875,3386.1380615234375,-4.206778356813264,-2.001673320163916
236,9304.985626220703,3382.2068481445312,-4.200858720478857,-1.9981886442891157
237,9293.924591064453,3378.2805786132812,-4.194944976466971,-1.9947079887187527
238,9282.875274658203,3374.3583374023438,-4.189037017967395,-1.9912313150858094
239,9271.837371826172,3370.44091796875,-4.183134898866258,-1.9877586572891466
240,9260.811828613281,3366.5280151367188,-4.177238735004038,-1.9842900939998107
241,9249.79849243164,3362.6200561523438,-4.171348519469397,-1.9808256052665514
242,9238.796600341797,3358.7162475585938,-4.165464211345639,-1.9773651366648624
243,9227.806915283203,3354.817138671875,-4.159585945909983,-1.973908765278738
244,9216.829071044922,3350.922607421875,-4.153713541064118,-1.9704563752146758
245,9205.863159179688,3347.0326538085938,-4.1478471891036035,-1.967008032870544
246,9194.909088134766,3343.1473388671875,-4.141986844589145,-1.9635637689831
247,9183.967102050781,3339.2662353515625,-4.136132492084808,-1.9601234997749084
248,9173.038299560547,3335.3900756835938,-4.130284259923292,-1.956687351764494
